run,trial,rewFunc,emotion,magnitude,probability,score,ev,rt,clock_onset,isi_onset,feedback_onset,iti_onset,iti_ideal,image,full_rtpred_explore,full_rtpred_exploit
1,1,DEV,scram,81,0.54105,0,43.8871,1534,8.0305,9.5805,9.631,10.5304,5.1,scram_2.png,129,129
1,2,DEV,scram,81,0.52953,81,43.1098,1601,15.6636,17.2801,17.3302,18.2301,1.1,scram_7.png,NaN,129
1,3,DEV,scram,74,0.50774,0,37.559,1734,19.3468,21.0966,21.1467,22.0466,2.1,scram_20.png,NaN,152
1,4,DEV,scram,77,0.53516,77,41.3498,1568,24.1799,25.7631,25.8132,26.7131,5.1,scram_12.png,NaN,136
1,5,DEV,scram,83,0.52399,0,43.2576,1634,31.8296,33.4794,33.5295,34.4294,0.1,scram_19.png,NaN,121
1,6,DEV,scram,82,0.55581,82,45.4302,1451,34.5461,36.0126,36.0627,36.9626,0.1,scram_4.png,NaN,119
1,7,DEV,scram,77,0.53242,0,41.1757,1584,37.0793,38.6792,38.7292,39.6291,1.1,scram_15.png,NaN,97
1,8,DEV,scram,72,0.57434,0,41.5026,1351,40.7459,42.1124,42.1624,43.0623,0.1,scram_24.png,NaN,97
1,9,DEV,scram,79,0.62785,79,49.516,1084,43.1791,44.2789,44.329,45.2289,3.1,scram_5.png,NaN,118
1,10,DEV,scram,79,0.6529,0,51.7059,968,48.3455,49.3287,49.3788,50.2787,3.1,scram_9.png,NaN,57
1,11,DEV,scram,66,0.75161,66,49.8448,551,53.3953,53.9618,54.0119,54.9118,0.1,scram_18.png,NaN,97
1,12,DEV,scram,78,0.66403,0,51.7213,918,55.0451,55.9784,56.0285,56.9284,1.1,scram_3.png,NaN,25
1,13,DEV,scram,73,0.79888,73,58.1067,368,58.0617,58.445,58.4951,59.395,1.1,scram_21.png,NaN,25
1,14,DEV,scram,69,0.80338,69,55.0917,351,60.5116,60.8782,60.9283,61.8282,1.1,scram_17.png,NaN,25
1,15,DEV,scram,67,0.79888,67,53.3135,368,62.9449,63.3281,63.3782,64.2781,4.1,scram_1.png,NaN,25
1,16,DEV,scram,65,0.79466,65,51.5607,384,68.3946,68.7945,68.8446,69.7445,10.1,scram_16.png,NaN,25
1,17,DEV,scram,65,0.79466,65,51.5607,384,79.8608,80.2607,80.3108,81.2107,1.1,scram_14.png,NaN,25
1,18,DEV,scram,73,0.79019,73,57.7155,401,82.3273,82.7439,82.794,83.6939,2.1,scram_6.png,NaN,25
1,19,DEV,scram,68,0.78575,68,53.5823,418,85.8105,86.2438,86.2939,87.1937,5.1,scram_22.png,NaN,25
1,20,DEV,scram,66,0.76866,0,50.552,484,92.3269,92.8268,92.8769,93.7768,0.1,scram_23.png,NaN,25
1,21,DEV,scram,69,0.78575,69,54.368,418,93.8935,94.3268,94.3768,95.2767,0.1,scram_13.png,NaN,25
1,22,DEV,scram,74,0.75997,0,56.2756,518,95.3934,95.9267,95.9767,96.8767,0.1,scram_25.png,NaN,25
1,23,DEV,scram,70,0.79888,70,55.7101,368,97.01,97.3933,97.4434,98.3433,0.1,scram_11.png,NaN,25
1,24,DEV,scram,71,0.79466,71,56.3287,384,98.4767,98.8766,98.9266,99.8265,4.1,scram_10.png,NaN,25
1,25,DEV,scram,73,0.77717,73,57.1092,451,103.9597,104.4263,104.4764,105.3763,2.1,scram_8.png,NaN,25
1,26,DEV,scram,72,0.79888,72,57.3079,368,107.5096,107.8929,107.9429,108.8428,8.1,scram_21.png,NaN,25
1,27,DEV,scram,68,0.76431,68,51.9033,501,116.9758,117.4924,117.5425,118.4424,4.1,scram_16.png,NaN,25
1,28,DEV,scram,70,0.79466,70,55.534,384,122.5756,122.9755,123.0256,123.9255,0.1,scram_14.png,NaN,25
1,29,DEV,scram,68,0.77717,0,53.2233,451,124.0589,124.5255,124.5755,125.4754,3.1,scram_19.png,NaN,25
1,30,DEV,scram,70,0.70668,70,49.2431,734,128.6087,129.3586,129.4086,130.3085,2.1,scram_23.png,NaN,25
1,31,DEV,scram,68,0.78575,68,53.5823,418,132.4418,132.8751,132.9251,133.8251,0.1,scram_4.png,NaN,25
1,32,DEV,scram,74,0.74333,74,54.6925,584,133.9584,134.5584,134.6084,135.5083,1.1,scram_3.png,NaN,25
1,33,DEV,scram,77,0.73093,0,56.2522,634,136.6417,137.2916,137.3416,138.2415,1.1,scram_1.png,NaN,25
1,34,DEV,scram,70,0.67536,70,46.9888,868,139.3749,140.2581,140.3082,141.2081,7.1,scram_13.png,NaN,25
1,35,DEV,scram,71,0.68318,71,48.7492,834,148.3411,149.1911,149.2411,150.141,0.1,scram_7.png,NaN,25
1,36,DEV,scram,71,0.69085,0,49.1463,801,150.2744,151.091,151.141,152.0409,0.1,scram_8.png,NaN,25
1,37,DEV,scram,71,0.65667,0,46.6833,951,152.1743,153.1409,153.1909,154.0908,2.1,scram_18.png,NaN,25
1,38,DEV,scram,68,0.79019,0,53.7645,401,156.2241,156.6407,156.6908,157.5907,0.1,scram_10.png,NaN,25
1,39,DEV,scram,75,0.56184,75,41.903,1418,157.7241,159.1573,159.2074,160.1072,0.1,scram_15.png,NaN,25
1,40,DEV,scram,77,0.5589,0,42.8441,1434,160.2406,161.6905,161.7406,162.6405,1.1,scram_5.png,NaN,25
1,41,DEV,scram,79,0.59707,79,46.9736,1234,163.7738,165.0237,165.0737,165.9737,8.1,scram_11.png,NaN,25
1,42,DEV,scram,76,0.56814,0,43.4173,1384,174.1067,175.5066,175.5566,176.4565,11.1,scram_17.png,NaN,25
