run,trial,rewFunc,emotion,magnitude,probability,score,ev,rt,clock_onset,isi_onset,feedback_onset,iti_onset,iti_ideal,image,p_chosen
1,1,DEV,scram,85,0.36211,0,30.806,2968,8.067,11.0502,11.1008,12.0002,5.1,scram_2.png,0.00265957446808511
1,2,DEV,scram,71,0.7146,0,51.058,701,17.1667,17.8832,17.9333,18.8332,1.1,scram_7.png,0.00265957446808511
1,3,DEV,scram,74,0.53809,0,39.9216,1551,19.9332,21.4997,21.5498,22.4497,2.1,scram_20.png,0.00265957446808511
1,4,DEV,scram,75,0.42372,0,31.8778,2351,24.5663,26.9328,26.9829,27.8828,5.1,scram_12.png,0.00265957446808511
1,5,DEV,scram,79,0.30881,79,24.3162,3634,32.9826,36.6323,36.6824,37.5823,0.1,scram_19.png,7.99003262518645e-05
1,6,DEV,scram,87,0.30243,87,26.291,3717,37.6824,41.4155,41.4655,42.3654,0.1,scram_4.png,0.00134089097379302
1,7,DEV,scram,82,0.30881,0,25.2426,3634,42.4655,46.1152,46.1653,47.0652,1.1,scram_15.png,0.000587417974759344
1,8,DEV,scram,77,0.35788,0,27.6309,3017,48.1652,51.1983,51.2484,52.1483,0.1,scram_24.png,2.97673765919226e-13
1,9,DEV,scram,70,0.75997,70,53.2357,518,52.2484,52.7816,52.8317,53.7315,3.1,scram_5.png,1.45399209864635e-14
1,10,DEV,scram,75,0.74333,0,55.4358,584,56.8314,57.4314,57.4814,58.3813,3.1,scram_9.png,1.23284279761302e-18
1,11,DEV,scram,77,0.55274,77,42.4591,1468,61.4813,62.9645,63.0145,63.9145,0.1,scram_18.png,1.54153399139717e-15
1,12,DEV,scram,79,0.51302,79,40.4444,1701,64.0477,65.7643,65.8144,66.7143,1.1,scram_3.png,1.38932168292844e-10
1,13,DEV,scram,81,0.51838,0,41.8322,1668,67.8143,69.4975,69.5476,70.4474,1.1,scram_21.png,6.39310055850792e-13
1,14,DEV,scram,85,0.31902,85,27.2542,3501,71.5474,75.0639,75.114,76.0138,1.1,scram_17.png,3.07566816947718e-05
1,15,DEV,scram,81,0.31518,0,25.3871,3551,77.1138,80.6803,80.7303,81.6302,4.1,scram_1.png,0.000306477106529612
1,16,DEV,scram,72,0.7391,72,52.9999,601,85.7468,86.3634,86.4134,87.3133,10.1,scram_16.png,3.14229052433696e-09
1,17,DEV,scram,69,0.76866,0,52.858,484,97.4129,97.9128,97.9629,98.8628,1.1,scram_14.png,2.73030819508363e-12
1,18,DEV,scram,80,0.32676,0,26.2028,3401,99.9794,103.3959,103.4459,104.3458,2.1,scram_6.png,2.24801522421183e-05
1,19,DEV,scram,75,0.52667,0,39.7554,1618,106.4624,108.0957,108.1458,109.0456,5.1,scram_22.png,1.3446099787294e-10
1,20,DEV,scram,82,0.42958,0,35.2543,2301,114.1454,116.4619,116.512,117.4119,0.1,scram_23.png,4.15858964183996e-13
1,21,DEV,scram,76,0.75591,0,57.5853,534,117.5119,118.0619,118.1119,119.0118,0.1,scram_13.png,6.88585218013566e-12
1,22,DEV,scram,80,0.31518,0,25.072,3551,119.1119,122.6783,122.7284,123.6283,0.1,scram_25.png,0.000466578678851879
1,23,DEV,scram,75,0.52953,75,39.9326,1601,123.7283,125.3449,125.3949,126.2948,0.1,scram_11.png,8.21338978129874e-07
1,24,DEV,scram,75,0.52667,0,39.7554,1618,126.3949,128.0281,128.0781,128.978,4.1,scram_10.png,4.51730463926246e-08
1,25,DEV,scram,70,0.69085,0,48.4555,801,133.0779,133.8945,133.9445,134.8444,2.1,scram_8.png,1.18800206929371e-09
