run,trial,rewFunc,emotion,magnitude,probability,score,ev,rt,clock_onset,isi_onset,feedback_onset,iti_onset,iti_ideal,image,value_softmax_p_chosen,uv_p_chosen
1,1,DEV,scram,76,0.70263,76,53.2596,751,8.0694,8.8361,8.8866,9.786,5.1,scram_2.png,0.0390727014301784,1.69051424958915e-20
1,2,DEV,scram,69,0.78158,69,54.1907,434,14.9192,15.3691,15.4192,16.3191,1.1,scram_7.png,0.0131742990234329,7.99700008255711e-26
1,3,DEV,scram,71,0.66786,71,47.274,901,17.4191,18.3357,18.3857,19.2856,2.1,scram_20.png,0.00868754372793779,1.68353372202432e-26
1,4,DEV,scram,73,0.49729,0,36.4234,1801,21.4022,23.2188,23.2689,24.1687,5.1,scram_12.png,5.51781583435907e-22,2.95211622882904e-34
1,5,DEV,scram,67,0.73093,67,48.9429,634,29.3018,29.9518,30.0019,30.9018,0.1,scram_19.png,0.0144929291323586,5.45356704889314e-28
1,6,DEV,scram,75,0.72676,75,54.5694,651,31.0018,31.6684,31.7185,32.6184,0.1,scram_4.png,0.0126765267936148,7.39940672422789e-28
1,7,DEV,scram,68,0.78575,68,53.5823,418,32.7184,33.1517,33.2017,34.1016,1.1,scram_15.png,0.0242034580656032,5.57099676763061e-28
1,8,DEV,scram,65,0.78575,0,51.2251,418,35.2016,35.6349,35.685,36.5849,0.1,scram_24.png,0.0146804820232398,1.38165132601668e-34
1,9,DEV,scram,73,0.65667,73,47.9966,951,36.6849,37.6515,37.7015,38.6014,3.1,scram_5.png,0.00610685623731144,5.19675041278753e-34
1,10,DEV,scram,76,0.69861,0,53.0357,768,41.7014,42.4846,42.5347,43.4346,3.1,scram_9.png,0.0137854972002844,1.5260581524739e-37
1,11,DEV,scram,76,0.5937,76,44.9792,1251,46.5345,47.8011,47.851,48.751,0.1,scram_18.png,0.00042668214672171,4.71867500688913e-37
1,12,DEV,scram,77,0.57114,77,44.1736,1368,48.851,50.2345,50.2843,51.1842,1.1,scram_3.png,0.000459153853566908,5.49543115815869e-36
1,13,DEV,scram,78,0.63487,0,49.316,1051,52.2842,53.3508,53.4008,54.3007,1.1,scram_21.png,0.00361149508547365,1.79195597997753e-38
1,14,DEV,scram,76,0.64197,76,49.1038,1018,55.4007,56.434,56.484,57.384,1.1,scram_17.png,0.006766990012122,1.56153346997466e-37
1,15,DEV,scram,71,0.64567,0,46.0939,1001,58.4839,59.5005,59.5506,60.4505,4.1,scram_1.png,0.00465609357779372,1.25032105675702e-39
1,16,DEV,scram,78,0.52118,78,40.4568,1651,64.5503,66.2169,66.2669,67.1669,10.1,scram_16.png,5.67694994123755e-05,1.01089487987766e-38
1,17,DEV,scram,72,0.66786,0,47.9419,901,77.2665,78.183,78.2331,79.133,1.1,scram_14.png,0.00954252452679499,1.62389435073755e-40
1,18,DEV,scram,76,0.47511,0,36.0264,1951,80.233,82.1995,82.2496,83.1495,2.1,scram_6.png,1.64111664689472e-08,5.32339274388413e-40
1,19,DEV,scram,71,0.69483,0,49.3506,784,85.2494,86.0494,86.0994,86.9993,5.1,scram_22.png,0.0115295528035777,8.0181452553756e-40
1,20,DEV,scram,75,0.68318,75,51.4819,834,92.0991,92.9491,92.9992,93.899,0.1,scram_23.png,0.0098513460153681,5.52579496157567e-39
1,21,DEV,scram,77,0.73488,0,56.4674,618,93.9992,94.6323,94.6824,95.5823,0.1,scram_13.png,0.0149503767988688,1.60263105866805e-40
1,22,DEV,scram,71,0.62785,71,44.4932,1084,95.6824,96.7822,96.8323,97.7322,0.1,scram_25.png,0.00536685136800203,3.2850270219096e-40
1,23,DEV,scram,74,0.57758,74,42.8433,1334,97.8322,99.1821,99.2322,100.1321,0.1,scram_11.png,0.00245349110349908,1.45118504660713e-39
1,24,DEV,scram,74,0.57114,0,42.4602,1368,100.2321,101.6153,101.6654,102.5653,4.1,scram_10.png,0.000761952815614251,2.10542256215663e-40
1,25,DEV,scram,69,0.73093,0,50.4047,634,106.6652,107.3151,107.3652,108.2651,2.1,scram_8.png,0.0127038980255986,4.60323684562379e-41
1,26,DEV,scram,72,0.64197,0,46.5359,1018,110.365,111.3983,111.4483,112.3482,8.1,scram_21.png,0.00742020097384771,3.50230134471501e-42
1,27,DEV,scram,75,0.56497,75,42.0916,1401,120.4479,121.8645,121.9145,122.8145,4.1,scram_16.png,0.00243897839478747,1.43571283919499e-41
1,28,DEV,scram,77,0.55581,0,42.6511,1451,126.931,128.3975,128.4476,129.3475,0.1,scram_14.png,0.000775004925306451,4.94365854316337e-42
1,29,DEV,scram,76,0.71051,76,53.6934,718,129.4642,130.1974,130.2475,131.1474,3.1,scram_19.png,0.01283203827603,1.71182332324472e-40
1,30,DEV,scram,73,0.68318,73,50.1155,834,134.264,135.1139,135.1639,136.0639,2.1,scram_23.png,0.0111923313896116,6.79590218207549e-40
1,31,DEV,scram,70,0.73488,0,51.3232,618,138.1638,138.7971,138.8471,139.747,0.1,scram_4.png,0.0125539307218273,6.85800183160119e-41
1,32,DEV,scram,75,0.72676,0,54.5694,651,139.847,140.5136,140.5637,141.4636,1.1,scram_3.png,0.0112095422753479,6.08533094329756e-42
1,33,DEV,scram,67,0.89489,67,59.7471,18,142.5636,142.5969,142.6469,143.5469,1.1,scram_1.png,0.0108131006428494,4.29781961146069e-41
