run,trial,rewFunc,emotion,magnitude,probability,score,ev,rt,clock_onset,isi_onset,feedback_onset,iti_onset,iti_ideal,image,p_chosen
1,1,DEV,scram,79,0.60027,0,47.1752,1218,8.0685,9.3018,9.3523,10.2517,5.1,scram_2.png,0.00265957446808511
1,2,DEV,scram,78,0.46356,0,36.22,2034,15.3849,17.4347,17.4848,18.3847,1.1,scram_7.png,0.00265957446808511
1,3,DEV,scram,78,0.40353,0,31.4006,2534,19.4847,22.0345,22.0846,22.9845,2.1,scram_20.png,0.00265957446808511
1,4,DEV,scram,66,0.75591,66,50.0262,534,25.1011,25.651,25.7011,26.601,5.1,scram_12.png,0.000621305553283967
1,5,DEV,scram,65,0.78575,65,51.2251,418,31.7008,32.134,32.1841,33.084,0.1,scram_19.png,0.0141708195274703
1,6,DEV,scram,76,0.70668,76,53.4832,734,33.1841,33.934,33.984,34.884,0.1,scram_4.png,2.81335443657053e-05
1,7,DEV,scram,71,0.69861,71,49.5427,768,34.984,35.7672,35.8173,36.7172,1.1,scram_15.png,4.56010519257113e-05
1,8,DEV,scram,69,0.66786,0,45.9383,901,37.8172,38.7337,38.7838,39.6837,0.1,scram_24.png,8.36896434627074e-07
1,9,DEV,scram,72,0.70668,72,50.6565,734,39.7837,40.5336,40.5837,41.4836,3.1,scram_5.png,0.000180853684910283
1,10,DEV,scram,75,0.7146,0,53.9164,701,44.5835,45.3001,45.3502,46.25,3.1,scram_9.png,0.000519667768104083
1,11,DEV,scram,72,0.74333,72,53.2058,584,49.35,49.9499,49.9999,50.8998,0.1,scram_18.png,0.00431801729319902
1,12,DEV,scram,72,0.75591,72,54.5617,534,50.9999,51.5498,51.5999,52.4998,1.1,scram_3.png,0.00821300788103931
1,13,DEV,scram,73,0.77717,73,57.1092,451,53.6331,54.0997,54.1497,55.0496,1.1,scram_21.png,0.0187213339461399
1,14,DEV,scram,73,0.75997,73,55.5156,518,56.1496,56.6829,56.733,57.6328,1.1,scram_17.png,0.00978243036617783
