run,trial,rewFunc,emotion,magnitude,probability,score,ev,rt,clock_onset,isi_onset,feedback_onset,iti_onset,iti_ideal,image,full_rtpred_explore,full_rtpred_exploit,limited_rtpred_explore,limited_rtpred_exploit
1,1,DEV,scram,87,0.31518,0,27.2782,3551,8.0277,11.5942,11.6448,12.5442,5.1,scram_2.png,331,331,326,326
1,2,DEV,scram,70,0.76431,70,53.4319,501,17.6773,18.1939,18.244,19.1439,1.1,scram_7.png,25,331,30,326
1,3,DEV,scram,68,0.76431,68,51.9033,501,20.2439,20.7604,20.8105,21.7104,2.1,scram_20.png,182,25,170,30
1,4,DEV,scram,64,0.81672,64,52.3417,301,23.827,24.1436,24.1937,25.0936,5.1,scram_12.png,200,25,182,30
1,5,DEV,scram,67,0.72261,67,48.5671,668,30.1934,30.8766,30.9267,31.8266,0.1,scram_19.png,208,25,188,30
1,6,DEV,scram,75,0.74333,75,55.4358,584,31.9267,32.5265,32.5766,33.4765,0.1,scram_4.png,218,25,195,30
1,7,DEV,scram,69,0.77277,69,53.0359,468,33.6099,34.0931,34.1432,35.0431,1.1,scram_15.png,223,25,200,30
1,8,DEV,scram,68,0.69483,0,47.2661,784,36.1598,36.9597,37.0097,37.9096,0.1,scram_24.png,228,25,204,30
1,9,DEV,scram,69,0.79888,69,54.9112,368,38.0596,38.4429,38.493,39.3929,3.1,scram_5.png,235,25,207,30
1,10,DEV,scram,73,0.79466,73,57.918,384,42.4928,42.8927,42.9428,43.8427,3.1,scram_9.png,237,25,209,30
1,11,DEV,scram,71,0.75591,71,53.8058,534,46.9426,47.4925,47.5425,48.4425,0.1,scram_18.png,239,25,210,30
1,12,DEV,scram,71,0.78158,71,55.7538,434,48.5425,48.9924,49.0425,49.9424,1.1,scram_3.png,241,25,212,30
1,13,DEV,scram,73,0.79888,73,58.1067,368,51.059,51.4423,51.4924,52.3923,1.1,scram_21.png,243,25,214,30
1,14,DEV,scram,71,0.81672,71,58.0587,301,53.4923,53.8089,53.859,54.7589,1.1,scram_17.png,245,25,215,30
1,15,DEV,scram,66,0.8079,66,53.6541,334,55.8588,56.2088,56.2588,57.1587,4.1,scram_1.png,246,25,216,30
1,16,DEV,scram,71,0.75591,71,53.8058,534,61.2586,61.8085,61.8585,62.7585,10.1,scram_16.png,248,25,217,30
