run,trial,rewFunc,emotion,magnitude,probability,score,ev,rt,clock_onset,isi_onset,feedback_onset,iti_onset,iti_ideal,image,value_softmax_p_chosen,uv_p_chosen
1,1,DEV,scram,82,0.48481,0,39.5463,1884,8.0633,9.9632,10.0138,10.9132,5,scram_2.png,0.00265957446808511,1.26029867805369e-40
1,2,DEV,scram,83,0.31648,0,26.1126,3534,16.0463,19.5962,19.6462,20.5461,1,scram_7.png,0.00265957446808511,4.88991398370194e-49
1,3,DEV,scram,67,0.78158,67,52.6275,434,21.6461,22.096,22.1461,23.046,2,scram_20.png,0.0144829367918003,0.0109551399360326
1,4,DEV,scram,64,0.82129,64,52.4939,284,25.1626,25.4626,25.5127,26.4125,5,scram_12.png,0.0616116104276105,0.0138811901371874
1,5,DEV,scram,71,0.5937,71,42.0107,1251,31.5123,32.7789,32.8289,33.7289,0,scram_19.png,2.91705651062934e-11,0.000352085342496959
1,6,DEV,scram,81,0.49729,81,40.4017,1801,33.8289,35.6454,35.6955,36.5954,0,scram_4.png,6.1546360839272e-15,1.11976754359578e-06
1,7,DEV,scram,77,0.45235,0,35.0292,2118,36.6954,38.8286,38.8787,39.7786,1,scram_15.png,1.66722028497121e-23,4.34492835485571e-15
1,8,DEV,scram,74,0.45896,0,34.082,2068,40.8786,42.9618,43.0118,43.9118,0,scram_24.png,2.22923962699975e-25,1.78233869871924e-19
1,9,DEV,scram,77,0.51838,77,39.7587,1668,44.0451,45.7283,45.7784,46.6783,3,scram_5.png,5.53176916494132e-16,3.09370794576691e-13
1,10,DEV,scram,82,0.45027,0,37.1451,2134,49.7782,51.9281,51.9781,52.878,3,scram_9.png,6.41829201004309e-24,1.42593084473647e-20
1,11,DEV,scram,81,0.41433,81,33.3541,2434,55.9779,58.4278,58.4778,59.3778,0,scram_18.png,5.74104306629111e-22,1.29955399858598e-18
1,12,DEV,scram,82,0.41433,0,33.7684,2434,59.4778,61.9276,61.9777,62.8776,1,scram_3.png,4.73000336162848e-24,1.14849427417166e-21
1,13,DEV,scram,79,0.58392,0,46.1378,1301,63.9776,65.2941,65.3442,66.2441,1,scram_21.png,2.60993959177537e-13,1.24104516377689e-12
1,14,DEV,scram,72,0.79019,72,56.9253,401,67.3441,67.7607,67.8108,68.7107,1,scram_17.png,0.024325852989105,0.0243490218125512
1,15,DEV,scram,66,0.82129,66,54.1365,284,69.8106,70.1106,70.1606,71.0606,4,scram_1.png,0.0691158609055698,0.065999000470466
1,16,DEV,scram,70,0.77717,70,54.7777,451,75.1937,75.6603,75.7104,76.6103,10,scram_16.png,0.0148431015432816,0.0161220510618917
1,17,DEV,scram,68,0.77717,0,53.2233,451,86.7266,87.1932,87.2432,88.1431,1,scram_14.png,0.0166920664459641,0.0177972121996448
1,18,DEV,scram,81,0.29595,0,24.0072,3801,89.2431,93.0596,93.1096,94.0095,2,scram_6.png,2.29273514742591e-36,1.97092138549762e-24
1,19,DEV,scram,70,0.73093,0,51.1357,634,96.1095,96.7594,96.8095,97.7094,5,scram_22.png,0.00131496831122372,0.00208520213970469
1,20,DEV,scram,78,0.59035,78,45.9575,1268,102.8092,104.0924,104.1424,105.0424,0,scram_23.png,2.58057676373064e-08,4.36317803914892e-07
1,21,DEV,scram,81,0.59707,0,48.1678,1234,105.1424,106.3923,106.4423,107.3423,0,scram_13.png,1.47874826011499e-08,1.65062581206233e-07
1,22,DEV,scram,74,0.51838,0,38.2036,1668,107.459,109.1422,109.1923,110.0922,0,scram_25.png,3.69282182395773e-13,2.21152316156861e-11
1,23,DEV,scram,78,0.44175,78,34.3367,2201,110.2088,112.4254,112.4754,113.3754,0,scram_11.png,8.12939731805676e-15,4.54068477595149e-12
1,24,DEV,scram,79,0.41246,0,32.4005,2451,113.4754,115.9419,115.9919,116.8919,4,scram_10.png,1.07672253290873e-17,2.6059805539109e-14
1,25,DEV,scram,76,0.47046,0,35.7317,1984,120.9917,122.9916,123.0416,123.9415,2,scram_8.png,1.58926166623151e-15,9.34087500314555e-14
1,26,DEV,scram,68,0.80338,0,54.2883,351,126.0582,126.4248,126.4748,127.3748,8,scram_21.png,0.041022125238954,0.0403044460844316
1,27,DEV,scram,80,0.35643,80,28.6046,3034,135.4744,138.5243,138.5743,139.4742,4,scram_16.png,4.91401438628952e-16,3.95373072360687e-11
1,28,DEV,scram,83,0.33066,0,27.4674,3351,143.5741,146.9405,146.9906,147.8905,0,scram_14.png,1.76922049277458e-20,6.17693209018933e-15
1,29,DEV,scram,80,0.54105,80,43.3461,1534,147.9905,149.5404,149.5904,150.4904,3,scram_19.png,6.28789078781583e-09,3.7750537566941e-08
1,30,DEV,scram,69,0.81217,69,56.2475,318,153.5903,153.9236,153.9736,154.8735,2,scram_23.png,0.0468883847819265,0.0462027567339149
1,31,DEV,scram,67,0.8079,0,54.462,334,156.9735,157.3234,157.3735,158.2734,0,scram_4.png,0.04139882300872,0.0404043129542553
1,32,DEV,scram,79,0.60368,0,47.39,1201,158.3734,159.59,159.64,160.54,1,scram_3.png,1.38650667663649e-06,5.05894016281519e-06
1,33,DEV,scram,80,0.45896,80,36.8358,2068,161.6399,163.7231,163.7732,164.6731,1,scram_1.png,3.73325931147305e-09,1.03014490323493e-07
1,34,DEV,scram,76,0.44175,76,33.4532,2201,165.7731,167.9896,168.0397,168.9396,7,scram_13.png,3.35119087518981e-08,8.28811773038215e-07
1,35,DEV,scram,74,0.74734,74,55.6408,568,176.0559,176.6392,176.6892,177.5892,0,scram_7.png,0.00773186854023671,0.0078688743445471
1,36,DEV,scram,68,0.73488,0,49.8535,618,177.6892,178.3225,178.3725,179.2724,0,scram_8.png,0.00513293109381633,0.00538363991475062
1,37,DEV,scram,72,0.74333,72,53.2058,584,179.3891,179.9891,180.0391,180.939,2,scram_18.png,0.00782163636103509,0.00798303044754395
1,38,DEV,scram,70,0.73488,70,51.3232,618,183.0556,183.6889,183.739,184.6389,0,scram_10.png,0.00585294123792984,0.00611747165869232
1,39,DEV,scram,75,0.73488,75,54.9976,618,184.7389,185.3722,185.4222,186.3221,0,scram_15.png,0.00625110647676528,0.00650817250009109
1,40,DEV,scram,72,0.74333,72,53.2058,584,186.4388,187.0388,187.0888,187.9887,1,scram_5.png,0.00906840011807214,0.0091954843724033
1,41,DEV,scram,73,0.74333,73,53.9492,584,189.1054,189.7053,189.7553,190.6553,8,scram_11.png,0.0093698665647394,0.0094999075010062
1,42,DEV,scram,74,0.7146,74,53.2018,701,198.7716,199.4882,199.5382,200.4382,11,scram_17.png,0.00356171004177294,0.00394270365175395
1,43,DEV,scram,85,0.32164,0,27.4521,3467,211.5544,215.0375,215.0876,215.9875,0,scram_9.png,3.37170535515792e-24,9.81186785766098e-18
1,44,DEV,scram,76,0.42958,0,32.6768,2301,216.1042,218.4207,218.4708,219.3707,0,scram_25.png,4.1599364742816e-13,8.30011361189197e-11
1,45,DEV,scram,77,0.68689,77,53.0631,818,219.4874,220.3206,220.3706,221.2706,4,scram_12.png,0.00119555801563891,0.00150018371200541
1,46,DEV,scram,75,0.71872,75,54.1389,684,225.3871,226.087,226.1371,227.037,0,scram_20.png,0.00460973264140981,0.00489916710292722
1,47,DEV,scram,77,0.71872,77,55.5763,684,227.1537,227.8536,227.9037,228.8036,0,scram_22.png,0.00493123475055883,0.00520768922938978
