run,trial,rewFunc,emotion,magnitude,probability,score,ev,rt,clock_onset,isi_onset,feedback_onset,iti_onset,iti_ideal,image,p_chosen
1,1,IEV,fear,28,0.86485,28,24.221,1051,8.0685,9.1352,9.1857,10.0851,5.1,fear_11.png,0.0235259231025572
1,2,IEV,fear,58,0.68726,58,39.8785,2451,15.2016,17.6681,17.7182,18.6181,1.1,fear_8.png,0.029311252496105
1,3,IEV,fear,44,0.72127,44,31.7603,2251,19.7348,22.0013,22.0513,22.9512,2.1,fear_17.png,0.0137138863990785
1,4,IEV,fear,66,0.62586,66,41.1612,2784,25.0678,27.8677,27.9178,28.8176,0.1,fear_13.png,0.0180708882866299
1,5,IEV,fear,80,0.58332,0,46.5801,3001,28.9177,31.9341,31.9842,32.8841,1.1,fear_5.png,3.15317945883562e-05
1,6,IEV,fear,45,0.76989,45,34.5536,1934,33.9842,35.934,35.9841,36.884,3.1,fear_23.png,0.00426030791321404
1,7,IEV,fear,58,0.66339,0,38.761,2584,39.9839,42.5837,42.6338,43.5337,0.1,fear_18.png,0.0028049171944631
1,8,IEV,fear,29,0.81304,29,23.436,1601,43.6337,45.2502,45.3003,46.2002,0.1,fear_19.png,0.00177955814709656
1,9,IEV,fear,47,0.75033,47,35.3531,2067,46.3003,48.3835,48.4335,49.3334,2.1,fear_6.png,0.0157641951252626
1,10,IEV,fear,52,0.72939,0,37.6687,2201,51.4334,53.6499,53.6999,54.5998,0.1,fear_16.png,0.0128318190863564
1,11,IEV,fear,30,0.79683,30,24.2829,1734,54.6999,56.4498,56.4998,57.3997,0.1,fear_1.png,0.00658644210128237
1,12,IEV,fear,29,0.86116,29,24.6925,1101,57.5164,58.633,58.6831,59.583,0.1,fear_10.png,0.00033174073351197
1,13,IEV,fear,37,0.80711,37,29.6983,1651,59.6997,61.3662,61.4163,62.3162,4.1,fear_4.png,0.00682179932011427
1,14,IEV,fear,35,0.79466,35,27.677,1751,66.416,68.1826,68.2326,69.1326,0.1,fear_2.png,0.00886052677799862
1,15,IEV,fear,94,0.49466,0,46.7304,3434,69.2493,72.6991,72.7491,73.649,4.1,fear_21.png,3.74194535946563e-11
1,16,IEV,fear,29,0.80309,29,23.6534,1684,77.7655,79.4654,79.5154,80.4154,0.1,fear_9.png,0.0113865139857173
