run,trial,rewFunc,emotion,magnitude,probability,score,ev,rt,clock_onset,isi_onset,feedback_onset,iti_onset,iti_ideal,image,full_rtpred_explore,full_rtpred_exploit,limited_rtpred_explore,limited_rtpred_exploit
1,1,IEV,fear,42,0.77454,42,32.6217,1901,8.1236,10.0402,10.0907,10.9902,5.1,fear_11.png,166,166,144,144
1,2,IEV,fear,70,0.60313,0,41.9225,2901,16.1234,19.0399,19.0899,19.9898,1.1,fear_8.png,376,165,354,145
1,3,IEV,fear,20,0.87053,20,17.3718,968,21.1064,22.0897,22.1397,23.0396,2.1,fear_17.png,25,148,47,129
1,4,IEV,fear,121,0.41119,0,49.6977,3834,25.1397,28.9894,29.0394,29.9393,0.1,fear_13.png,376,142,354,126
1,5,IEV,fear,35,0.7676,35,27.0636,1950,30.0565,32.0226,32.0726,32.9725,1.1,fear_5.png,25,138,47,122
1,6,IEV,fear,36,0.81501,36,28.9345,1584,34.0725,35.6724,35.7224,36.6224,3.1,fear_23.png,25,144,47,128
1,7,IEV,fear,25,0.84887,25,21.0806,1251,39.7223,40.9888,41.0389,41.9388,0.1,fear_18.png,25,140,47,125
1,8,IEV,fear,19,0.86492,0,16.4274,1050,42.056,43.1221,43.1721,44.0721,0.1,fear_19.png,25,140,47,125
1,9,IEV,fear,54,0.68426,54,36.6549,2468,44.1721,46.6553,46.7053,47.6052,2.1,fear_6.png,25,157,276,139
1,10,IEV,fear,65,0.64485,0,41.9051,2684,49.7052,52.405,52.4551,53.355,0.1,fear_16.png,25,178,291,160
1,11,IEV,fear,38,0.77911,38,29.8933,1868,53.455,55.3382,55.3882,56.2882,0.1,fear_1.png,25,161,47,146
1,12,IEV,fear,42,0.76501,42,31.8889,1968,56.3882,58.3714,58.4215,59.3214,0.1,fear_10.png,25,161,319,146
1,13,IEV,fear,54,0.70456,0,38.0042,2351,59.4214,61.7879,61.838,62.7379,4.1,fear_4.png,25,163,354,148
