run,trial,rewFunc,emotion,magnitude,probability,score,ev,rt,clock_onset,isi_onset,feedback_onset,iti_onset,iti_ideal,image,p_chosen
1,1,DEV,scram,77,0.66045,0,50.8467,934,8.0547,9.0046,9.0718,9.9546,5.1,scram_2.png,0.00265957446808511
1,2,DEV,scram,80,0.40522,0,32.3227,2518,15.0877,17.6209,17.6709,18.5708,1.1,scram_7.png,0.00265957446808511
1,3,DEV,scram,66,0.81217,66,53.811,318,19.6708,20.0041,20.0541,20.9541,2.1,scram_20.png,0.0447586459758272
1,4,DEV,scram,66,0.76866,66,50.552,484,23.0707,23.5706,23.6207,24.5206,5.1,scram_12.png,0.00182506526521876
1,5,DEV,scram,66,0.76866,66,50.552,484,29.6204,30.1203,30.1704,31.0703,0.1,scram_19.png,0.00401571398781801
1,6,DEV,scram,74,0.75997,74,56.2756,518,31.1703,31.7036,31.7536,32.6535,0.1,scram_4.png,0.00336245994417026
1,7,DEV,scram,68,0.77717,68,53.2233,451,32.7536,33.2201,33.2702,34.1701,1.1,scram_15.png,0.013388992171945
1,8,DEV,scram,66,0.75161,0,49.8448,551,35.2701,35.8367,35.8868,36.7866,0.1,scram_24.png,0.003349594660837
1,9,DEV,scram,72,0.67926,72,49.2236,851,36.8867,37.7533,37.8033,38.7032,3.1,scram_5.png,7.37758184957396e-05
1,10,DEV,scram,77,0.66403,0,51.0573,918,41.8031,42.7364,42.7864,43.6863,3.1,scram_9.png,8.18574612351577e-06
1,11,DEV,scram,74,0.6529,74,48.4414,968,46.7863,47.7695,47.8195,48.7194,0.1,scram_18.png,1.98616071647229e-05
1,12,DEV,scram,75,0.66045,75,49.5258,934,48.8195,49.7694,49.8194,50.7193,1.1,scram_3.png,0.000107307552990198
1,13,DEV,scram,77,0.67172,0,51.5053,884,51.8194,52.7192,52.7693,53.6692,1.1,scram_21.png,0.000105646800653979
1,14,DEV,scram,78,0.59035,78,45.9575,1268,54.7692,56.0524,56.1025,57.0024,1.1,scram_17.png,1.39189022830909e-05
1,15,DEV,scram,72,0.61739,0,44.5398,1134,58.1024,59.2523,59.3023,60.2022,4.1,scram_1.png,1.03762957871362e-05
1,16,DEV,scram,76,0.57434,76,43.8,1351,64.3021,65.6686,65.7186,66.6186,10.1,scram_16.png,1.18708592331448e-05
1,17,DEV,scram,75,0.55274,0,41.3536,1468,76.7182,78.2014,78.2514,79.1513,1.1,scram_14.png,3.11327461755141e-07
1,18,DEV,scram,76,0.48232,0,36.4808,1901,80.2513,82.1679,82.2179,83.1178,2.1,scram_6.png,3.91551452084855e-12
1,19,DEV,scram,68,0.79888,68,54.1123,368,85.2179,85.601,85.6511,86.551,5.1,scram_22.png,0.0342244126584662
1,20,DEV,scram,73,0.74734,73,54.8935,568,91.6508,92.2341,92.2841,93.184,0.1,scram_23.png,0.00425554646355388
1,21,DEV,scram,78,0.68318,0,53.5314,834,93.2841,94.134,94.184,95.0839,0.1,scram_13.png,0.000130186669023534
1,22,DEV,scram,67,0.76866,67,51.3207,484,95.184,95.6839,95.734,96.6338,0.1,scram_25.png,0.0115201719860955
1,23,DEV,scram,70,0.72261,70,50.7349,668,96.7339,97.4171,97.4672,98.3671,0.1,scram_11.png,0.00135822964517417
