run,trial,rewFunc,emotion,magnitude,probability,score,ev,rt,clock_onset,isi_onset,feedback_onset,iti_onset,iti_ideal,image,value_softmax_p_chosen,uv_p_chosen
1,1,DEV,scram,77,0.64567,0,49.9679,1001,8.0733,9.0899,9.1404,10.0398,5.1,scram_2.png,0.00265957446808511,1.70806956730127e-38
1,2,DEV,scram,79,0.43353,0,34.2298,2268,15.223,17.5062,17.5563,18.4561,1.1,scram_7.png,0.00265957446808511,4.61085031618037e-30
1,3,DEV,scram,74,0.55581,0,40.9837,1451,19.5562,21.0227,21.0727,21.9727,2.1,scram_20.png,0.00265957446808511,4.65269971455982e-40
1,4,DEV,scram,67,0.72676,67,48.7554,651,24.0893,24.7559,24.8059,25.7058,5.1,scram_12.png,0.000180587982956133,2.06876652116687e-27
1,5,DEV,scram,66,0.76431,66,50.3747,501,30.8056,31.3222,31.3723,32.2722,0.1,scram_19.png,0.00258630710063444,1.39502933727383e-21
1,6,DEV,scram,74,0.76023,74,56.2882,517,32.3726,32.9055,32.9555,33.8555,0.1,scram_4.png,0.00194653447712008,9.5312494205292e-19
1,7,DEV,scram,68,0.79019,68,53.7645,401,33.9555,34.3721,34.4222,35.3221,1.1,scram_15.png,0.0210613432916154,2.0043521825944e-16
1,8,DEV,scram,65,0.78158,0,51.0644,434,36.4221,36.872,36.9221,37.822,0.1,scram_24.png,0.0196262820777578,7.8547092198721e-23
1,9,DEV,scram,77,0.52118,77,39.9356,1651,37.922,39.5885,39.6386,40.5385,3.1,scram_5.png,1.52646266845485e-10,7.6009233956822e-27
1,10,DEV,scram,80,0.53242,0,42.7729,1584,43.6384,45.2383,45.2884,46.1883,3.1,scram_9.png,1.25595720137922e-11,2.43029321492053e-29
1,11,DEV,scram,71,0.75591,71,53.8058,534,49.2882,49.8381,49.8881,50.7881,0.1,scram_18.png,0.0060567240707861,1.5023925999693e-21
1,12,DEV,scram,73,0.73488,73,53.5279,618,50.8881,51.5214,51.5714,52.4713,1.1,scram_3.png,0.00213588544227373,1.0977100847422e-20
1,13,DEV,scram,74,0.75997,74,56.2756,518,53.5714,54.1046,54.1547,55.0546,1.1,scram_21.png,0.00816273482724457,7.07710047569787e-19
1,14,DEV,scram,73,0.74734,73,54.8935,568,56.1546,56.7378,56.7879,57.6878,1.1,scram_17.png,0.00516833288592755,3.76852208853955e-18
