run,trial,rewFunc,emotion,magnitude,probability,score,ev,rt,clock_onset,isi_onset,feedback_onset,iti_onset,iti_ideal,image,p_chosen
1,1,IEV,fear,25,0.87571,25,21.8625,884,8.1047,9.0047,9.0553,9.9547,5.1,fear_11.png,0.0220803069740935
1,2,IEV,fear,40,0.76019,40,30.7722,2001,15.0712,17.0877,17.1378,18.0376,1.1,fear_8.png,0.0146682110494711
1,3,IEV,fear,29,0.81684,29,23.8525,1568,19.1543,20.7375,20.7876,21.6875,2.1,fear_17.png,0.00917850030477086
1,4,IEV,fear,51,0.67839,0,34.3535,2501,23.7875,26.3039,26.354,27.2539,0.1,fear_13.png,3.03728093909886e-07
1,5,IEV,fear,69,0.58671,69,40.5385,2984,27.354,30.3538,30.4038,31.3038,1.1,fear_5.png,0.00995789803707748
1,6,IEV,fear,104,0.48424,104,50.1472,3484,32.4037,35.9035,35.9535,36.8535,3.1,fear_23.png,0.00229156006175157
1,7,IEV,fear,18,0.88724,18,15.6258,651,39.9534,40.62,40.67,41.5699,0.1,fear_18.png,9.04379919317563e-31
1,8,IEV,fear,52,0.67247,0,34.788,2534,41.67,44.2198,44.2699,45.1698,0.1,fear_19.png,5.0627162090826e-19
1,9,IEV,fear,74,0.58332,74,43.0802,3001,45.2698,48.2863,48.3364,49.2363,2.1,fear_6.png,3.64043432187312e-10
1,10,IEV,fear,95,0.51543,0,48.7703,3334,51.3363,54.686,54.7361,55.636,0.1,fear_16.png,0.000524158392069589
1,11,IEV,fear,30,0.82962,30,24.9626,1451,55.7361,57.2026,57.2526,58.1526,0.1,fear_1.png,6.48822492342618e-18
1,12,IEV,fear,20,0.88792,20,18.1697,634,58.2526,58.9025,58.9526,59.8525,0.1,fear_10.png,1.61739191327098e-20
1,13,IEV,fear,27,0.86362,27,23.5164,1068,59.9525,61.0358,61.0858,61.9857,4.1,fear_4.png,8.28671347170606e-19
1,14,IEV,fear,57,0.68426,57,38.7077,2468,66.0856,68.5688,68.6188,69.5187,0.1,fear_2.png,7.86229028557217e-11
1,15,IEV,fear,67,0.60647,0,40.5101,2884,69.6188,72.5186,72.5686,73.4685,4.1,fear_21.png,3.20968926828114e-07
1,16,IEV,fear,99,0.49112,99,48.3788,3451,77.5684,81.0349,81.0849,81.9848,0.1,fear_9.png,0.000320608422302924
1,17,IEV,fear,97,0.48778,0,47.5568,3467,82.085,85.568,85.6181,86.518,1.1,fear_12.png,0.00362591925545891
1,18,IEV,fear,18,0.8828,18,15.4931,751,87.618,88.3846,88.4346,89.3345,11.1,fear_24.png,1.62334363761682e-18
1,19,IEV,fear,28,0.82783,28,23.4991,1468,100.4341,101.9173,101.9674,102.8673,3.1,fear_25.png,7.40053432318736e-16
1,20,IEV,fear,26,0.86606,26,22.3313,1034,105.9672,107.0171,107.0672,107.967,0.1,fear_20.png,3.96439263228572e-17
1,21,IEV,fear,58,0.69303,0,40.1867,2418,108.0671,110.5003,110.5503,111.4502,4.1,fear_7.png,1.98143924644434e-11
1,22,IEV,fear,16,0.88435,16,14.3514,718,115.5501,116.2833,116.3334,117.2333,1.1,fear_22.png,1.31460852574532e-17
1,23,IEV,fear,72,0.58671,72,42.2986,2984,118.3333,121.3331,121.3832,122.2831,1.1,fear_14.png,1.10723746724305e-06
1,24,IEV,fear,55,0.6694,0,37.0196,2551,123.3831,125.9496,125.9997,126.8995,0.1,fear_15.png,1.10014274643867e-10
1,25,IEV,fear,28,0.82613,28,22.8581,1484,126.9996,128.4995,128.5495,129.4494,0.1,fear_3.png,4.86706781422884e-16
1,26,IEV,fear,32,0.80309,0,26.0626,1684,129.5828,131.2827,131.3327,132.2326,3.1,fear_9.png,2.60899608130693e-16
1,27,IEV,fear,23,0.85861,23,19.8584,1134,135.3492,136.4991,136.5492,137.4491,2.1,fear_24.png,1.83594192150397e-17
1,28,IEV,fear,95,0.50153,0,47.892,3401,139.5657,142.9822,143.0322,143.9321,5.1,fear_14.png,0.00149590124257936
1,29,IEV,fear,72,0.6096,72,43.973,2868,149.0652,151.9484,151.9986,152.8984,5.1,fear_2.png,1.60189418926281e-06
1,30,IEV,fear,58,0.66649,58,38.5538,2567,158.0149,160.5981,160.6481,161.548,1.1,fear_22.png,4.22656274603439e-08
1,31,IEV,fear,38,0.76989,0,29.1644,1934,162.6647,164.6146,164.6646,165.5645,8.1,fear_10.png,7.43644621436507e-13
1,32,IEV,fear,34,0.82429,34,28.0033,1501,173.6808,175.1974,175.2475,176.1474,2.1,fear_25.png,2.61166268950223e-14
