run,trial,rewFunc,emotion,magnitude,probability,score,ev,rt,clock_onset,isi_onset,feedback_onset,iti_onset,iti_ideal,image,value_softmax_p_chosen,uv_p_chosen
1,1,IEV,fear,21,0.89524,21,18.5956,401,8.0272,8.4438,8.5111,9.3938,5.1,fear_11.png,0.0290390969160674,3.00565914463949e-29
1,2,IEV,fear,18,0.88981,18,16.057,584,14.5103,15.1102,15.1603,16.0602,1.1,fear_8.png,0.0137255046212796,7.60194658380836e-30
1,3,IEV,fear,14,0.89634,14,12.9955,351,17.1769,17.5434,17.5935,18.4934,2.1,fear_17.png,0.0275378800325495,1.18689920348215e-31
1,4,IEV,fear,19,0.86244,19,16.7689,1084,20.5934,21.6933,21.7433,22.6432,0.1,fear_13.png,0.000851470298590808,5.70212786918896e-30
1,5,IEV,fear,28,0.80915,28,23.0303,1634,22.7433,24.3931,24.4432,25.3431,1.1,fear_5.png,0.0015453835835298,1.71413437203284e-25
1,6,IEV,fear,50,0.72665,50,36.4137,2218,26.4431,28.6763,28.7263,29.6262,3.1,fear_23.png,0.0205478735067692,3.06248323940958e-16
1,7,IEV,fear,62,0.63218,0,39.5063,2751,32.7262,35.4926,35.5427,36.4426,0.1,fear_18.png,2.54200272224964e-06,2.25049823948721e-12
1,8,IEV,fear,39,0.74513,0,29.0493,2101,36.5427,38.6592,38.7092,39.6091,0.1,fear_19.png,0.000957705347595301,3.5116804201374e-15
1,9,IEV,fear,17,0.89598,17,14.8621,368,39.7092,40.0924,40.1425,41.0424,2.1,fear_6.png,0.01075155106928,3.70027443788669e-19
1,10,IEV,fear,23,0.88435,23,20.5418,718,43.1424,43.8756,43.9257,44.8256,0.1,fear_16.png,0.0068346812445866,7.2176502841678e-19
1,11,IEV,fear,24,0.86362,24,20.9255,1068,44.9256,46.0089,46.0589,46.9588,0.1,fear_1.png,0.0057809439567237,3.55076589557245e-18
1,12,IEV,fear,35,0.80711,35,28.0841,1651,47.0589,48.7254,48.7754,49.6754,0.1,fear_10.png,0.0110285045045424,5.6151326848237e-16
1,13,IEV,fear,45,0.7553,45,34.2076,2034,49.7759,51.8253,51.8753,52.7752,4.1,fear_4.png,0.0141401624331594,7.54418875167747e-14
1,14,IEV,fear,23,0.8794,23,20.4368,818,56.8751,57.7083,57.7584,58.6583,0.1,fear_2.png,0.00022575403097509,8.5760439691255e-18
1,15,IEV,fear,27,0.82783,27,22.6713,1468,58.7583,60.2416,60.2916,61.1915,4.1,fear_21.png,0.0046014028953906,1.18053494753212e-15
1,16,IEV,fear,42,0.75768,42,31.7431,2018,65.2914,67.3246,67.3746,68.2745,0.1,fear_9.png,0.0162777866338451,3.05740237133006e-13
1,17,IEV,fear,55,0.67247,0,36.8054,2534,68.3746,70.9244,70.9745,71.8744,1.1,fear_12.png,0.000187532011143079,2.59443003164058e-11
1,18,IEV,fear,14,0.89757,14,12.7342,284,72.9744,73.2743,73.3244,74.2243,11.1,fear_24.png,3.12564870793107e-05,4.26972613458901e-15
1,19,IEV,fear,20,0.8776,20,17.1981,851,85.3238,86.1904,86.2405,87.1404,3.1,fear_25.png,0.000229183583524512,2.435662968005e-14
1,20,IEV,fear,33,0.82613,33,26.9888,1484,90.2403,91.7402,91.7902,92.6901,0.1,fear_20.png,0.00568240124929939,3.17135020507682e-12
1,21,IEV,fear,48,0.75275,0,35.9166,2051,92.7902,94.8567,94.9067,95.8067,4.1,fear_7.png,0.00679062744009947,2.03646067289112e-11
1,22,IEV,fear,14,0.89483,14,12.4133,418,99.9066,100.3398,100.3898,101.2898,1.1,fear_22.png,0.00016123342662453,2.42696173250839e-14
1,23,IEV,fear,30,0.82067,30,24.268,1534,102.3897,103.9396,103.9897,104.8896,1.1,fear_14.png,0.00933424694189502,6.05364318146315e-12
1,24,IEV,fear,47,0.71299,0,33.8424,2301,105.9896,108.3061,108.3562,109.2561,0.1,fear_15.png,0.000718325232308465,6.25762869401437e-11
1,25,IEV,fear,19,0.8776,19,16.3205,851,109.3561,110.2227,110.2727,111.1726,0.1,fear_3.png,0.00153578441267112,4.57678986234817e-12
1,26,IEV,fear,28,0.82962,0,23.3034,1451,111.2727,112.7393,112.7893,113.6892,3.1,fear_9.png,0.00946895249838105,1.3326465873037e-11
1,27,IEV,fear,16,0.89306,16,14.5551,484,116.7891,117.289,117.3391,118.239,2.1,fear_24.png,0.00107042607751135,6.4306728747374e-13
1,28,IEV,fear,96,0.4982,0,48.0488,3417,120.339,123.7721,123.8221,124.7221,5.1,fear_14.png,1.87342000039103e-11,5.72479025981844e-05
1,29,IEV,fear,33,0.83302,33,27.0913,1418,129.8219,131.2552,131.3051,132.2051,5.1,fear_2.png,0.0102062557706684,0.00452920911656888
1,30,IEV,fear,40,0.76989,40,30.7042,1934,137.3216,139.2714,139.3214,140.2214,1.1,fear_22.png,0.00848590046526295,0.00904315962309495
1,31,IEV,fear,55,0.6694,0,37.0196,2551,141.338,143.9045,143.9546,144.8545,8.1,fear_10.png,1.9303697014086e-05,0.000379676942951771
1,32,IEV,fear,21,0.89351,21,18.9333,468,152.9708,153.4541,153.5042,154.4041,2.1,fear_25.png,0.00085758115876392,0.000474971995660932
1,33,IEV,fear,30,0.83643,30,25.051,1384,156.5207,157.9206,157.9706,158.8706,9.1,fear_8.png,0.0102352744612426,0.00690997008029146
1,34,IEV,fear,38,0.75768,38,28.7124,2018,167.9869,170.0201,170.0701,170.9701,0.1,fear_16.png,0.00518296227569136,0.00859056123945711
1,35,IEV,fear,62,0.66027,62,40.9486,2601,171.0867,173.7032,173.7532,174.6532,1.1,fear_6.png,0.000404289560872524,0.00225025698761795
1,36,IEV,fear,67,0.59998,0,40.3096,2917,175.7704,178.703,178.753,179.653,5.1,fear_5.png,2.02080648387368e-06,0.000132052492268058
1,37,IEV,fear,48,0.72143,48,34.6329,2250,184.77,187.036,187.086,187.9859,4.1,fear_17.png,0.00477910482860373,0.00815958010157208
