run,trial,rewFunc,emotion,magnitude,probability,score,ev,rt,clock_onset,isi_onset,feedback_onset,iti_onset,iti_ideal,image,value_softmax_p_chosen,uv_p_chosen
1,1,DEV,scram,76,0.70668,76,53.4832,734,8.0573,8.8072,8.8579,9.7572,5.1,scram_2.png,0.037719468567173,9.00316041070217e-29
1,2,DEV,scram,76,0.55274,0,41.9063,1468,14.8903,16.3734,16.4235,17.3234,1.1,scram_7.png,1.04446101823247e-16,9.30488567413678e-45
1,3,DEV,scram,68,0.76866,68,52.0894,484,18.4234,18.9233,18.9734,19.8733,2.1,scram_20.png,0.0240189699033047,7.47495165637767e-39
1,4,DEV,scram,64,0.8079,64,52.0383,334,21.9899,22.3398,22.3899,23.2897,5.1,scram_12.png,0.0343233168416341,7.99007837269879e-41
1,5,DEV,scram,66,0.75997,66,50.1958,518,28.3895,28.9227,28.9728,29.8727,0.1,scram_19.png,0.0174617192300497,3.57342152865888e-42
1,6,DEV,scram,73,0.78158,73,57.317,434,29.9728,30.4227,30.4727,31.3726,0.1,scram_4.png,0.0262877836835518,7.7133025689806e-42
1,7,DEV,scram,68,0.79019,68,53.7645,401,31.4727,31.8893,31.9393,32.8392,1.1,scram_15.png,0.0288928484850315,3.5432717132342e-42
1,8,DEV,scram,65,0.79019,0,51.3939,401,33.9392,34.3558,34.4058,35.3057,0.1,scram_24.png,0.0247381098308622,5.13058366730729e-48
1,9,DEV,scram,78,0.45896,78,35.9178,2068,35.4058,37.4889,37.539,38.4389,3.1,scram_5.png,1.79077820202365e-12,4.58291597592136e-40
1,10,DEV,scram,74,0.74734,0,55.6408,568,41.5388,42.122,42.172,43.0719,3.1,scram_9.png,0.017927373077411,1.04971268093106e-49
1,11,DEV,scram,80,0.41994,80,33.7381,2384,46.1718,48.5716,48.6217,49.5216,0.1,scram_18.png,0.000167288698817626,7.07256133393163e-32
1,12,DEV,scram,82,0.40533,0,33.1405,2517,49.6216,52.1548,52.2048,53.1047,1.1,scram_3.png,1.39898046404787e-11,5.79812614149443e-30
1,13,DEV,scram,81,0.51854,0,41.8432,1667,54.2047,55.8879,55.9379,56.8378,1.1,scram_21.png,2.04283035752026e-10,2.74423219235577e-38
1,14,DEV,scram,85,0.34536,85,29.2184,3167,57.9378,61.121,61.171,62.0709,1.1,scram_17.png,8.64364117534508e-06,1.28559470626342e-16
1,15,DEV,scram,80,0.31779,0,25.5721,3517,63.1708,66.7039,66.754,67.6539,4.1,scram_1.png,2.30677842109915e-16,0.00300805461091731
1,16,DEV,scram,75,0.63487,75,47.4114,1051,71.7537,72.8202,72.8703,73.7702,10.1,scram_16.png,0.000215525598662423,4.82264178865277e-05
1,17,DEV,scram,71,0.68318,0,48.7492,834,83.8697,84.7195,84.7696,85.6695,1.1,scram_14.png,0.00230751496897639,7.3128129701169e-07
1,18,DEV,scram,75,0.51838,0,38.7219,1668,86.7695,88.4527,88.5027,89.4026,2.1,scram_6.png,6.3807896582017e-10,7.06407090525479e-11
1,19,DEV,scram,79,0.41246,0,32.4005,2451,91.5026,93.969,94.0191,94.919,5.1,scram_22.png,2.60281911345311e-13,4.06320620879716e-09
1,20,DEV,scram,84,0.35347,0,29.8141,3069,100.052,103.1352,103.1852,104.0851,0.1,scram_23.png,4.00059168586128e-17,2.74214663972718e-09
1,21,DEV,scram,77,0.73488,0,56.4674,618,104.1852,104.8184,104.8684,105.7684,0.1,scram_13.png,0.0084490699548285,0.00687280858168642
1,22,DEV,scram,73,0.53516,0,39.2092,1568,105.8684,107.4516,107.5016,108.4015,0.1,scram_25.png,2.02688626919471e-10,1.47869015578084e-08
1,23,DEV,scram,81,0.32552,81,26.4413,3417,108.5016,111.9347,111.9847,112.8847,0.1,scram_11.png,7.99849427515191e-09,3.68905887414077e-05
1,24,DEV,scram,82,0.30243,0,24.7788,3717,112.9847,116.7177,116.7678,117.6677,4.1,scram_10.png,8.88682117323323e-14,2.24689961568908e-06
1,25,DEV,scram,80,0.3426,0,27.3017,3201,121.7675,124.9839,125.034,125.9339,2.1,scram_8.png,4.62313352011565e-14,1.59741992730325e-09
1,26,DEV,scram,70,0.73488,0,51.3232,618,128.0504,128.6837,128.7338,129.6337,8.1,scram_21.png,0.00720454645528892,0.00609483928001114
1,27,DEV,scram,75,0.55581,75,41.5395,1451,137.7333,139.1998,139.2499,140.1498,4.1,scram_16.png,1.64213625672276e-07,2.25980854289048e-06
1,28,DEV,scram,77,0.55274,0,42.4591,1468,144.2496,145.7327,145.7828,146.6827,0.1,scram_14.png,3.44771397035358e-08,4.13465043591231e-07
1,29,DEV,scram,82,0.47046,82,38.5544,1984,146.7827,148.7826,148.8326,149.7325,3.1,scram_19.png,1.98761440227981e-08,1.6547313127777e-06
1,30,DEV,scram,80,0.41611,0,33.476,2418,152.8324,155.2655,155.3156,156.2155,2.1,scram_23.png,3.80554095671781e-10,1.23914185532267e-07
1,31,DEV,scram,80,0.38031,0,30.2384,2767,158.3154,161.0985,161.1486,162.0485,0.1,scram_4.png,3.82689005484575e-12,2.48099933363476e-09
1,32,DEV,scram,86,0.32676,0,28.1634,3401,162.1485,165.565,165.6149,166.515,1.1,scram_3.png,3.49416257088491e-15,2.26363756958639e-11
1,33,DEV,scram,74,0.69483,74,51.4351,784,167.6149,168.4148,168.4648,169.3647,1.1,scram_1.png,0.0021643697574716,0.00166949199196719
1,34,DEV,scram,70,0.64567,70,45.4482,1001,170.4647,171.4812,171.5313,172.4312,7.1,scram_13.png,0.000225037806402518,0.000231043141331778
1,35,DEV,scram,77,0.66045,77,50.8467,934,179.5309,180.4808,180.5308,181.4307,0.1,scram_7.png,0.000753604159042263,0.000655317480116958
1,36,DEV,scram,72,0.58083,0,41.8744,1317,181.5308,182.864,182.914,183.8139,0.1,scram_8.png,1.38185820429889e-06,3.36224898915524e-06
1,37,DEV,scram,78,0.49226,0,38.5813,1834,183.914,185.7638,185.8138,186.7137,2.1,scram_18.png,1.20009705507427e-10,2.1381450588152e-09
1,38,DEV,scram,79,0.41071,79,32.2839,2467,188.8142,191.2968,191.3468,192.2468,0.1,scram_10.png,3.89792846368743e-12,4.29566643387137e-10
1,39,DEV,scram,84,0.38345,84,32.3685,2734,192.3468,195.0966,195.1467,196.0465,0.1,scram_15.png,5.0189792035326e-11,5.5379086872284e-09
1,40,DEV,scram,81,0.39496,81,32.0189,2617,196.1466,198.7797,198.8298,199.7297,1.1,scram_5.png,5.66959693023242e-09,1.99548313109889e-07
1,41,DEV,scram,81,0.41622,81,33.8999,2417,200.8297,203.2628,203.3129,204.2127,8.1,scram_11.png,3.30383152620444e-07,3.74201660595271e-06
1,42,DEV,scram,82,0.41802,82,34.4426,2401,212.3123,214.7288,214.7789,215.6788,11.1,scram_17.png,6.64133262608074e-06,4.09282477528671e-05
1,43,DEV,scram,82,0.43767,0,35.8191,2234,226.7782,229.0281,229.078,229.978,0.1,scram_9.png,9.76891079202819e-07,4.06448502164491e-06
1,44,DEV,scram,69,0.69861,69,48.1455,768,230.078,230.8612,230.9113,231.8112,0.1,scram_25.png,0.00344296169689083,0.00228834023388522
1,45,DEV,scram,77,0.68318,77,52.8482,834,231.9112,232.7611,232.8112,233.711,4.1,scram_12.png,0.00220305188710502,0.00149454971442045
1,46,DEV,scram,78,0.62785,78,48.8882,1084,237.8109,238.9107,238.9608,239.8607,0.1,scram_20.png,0.000243171425191213,0.000197499117867382
1,47,DEV,scram,79,0.66045,79,52.1676,934,239.9607,240.9106,240.9607,241.8606,0.1,scram_22.png,0.00129850822150821,0.000914259212496518
1,48,DEV,scram,74,0.63852,74,46.9831,1034,241.9606,243.0105,243.0606,243.9605,3.1,scram_6.png,0.000651248159956177,0.00049575887069869
1,49,DEV,scram,80,0.60713,80,48.8199,1184,247.0604,248.2602,248.3103,249.2102,6.1,scram_2.png,0.000215059483066476,0.000193308861941785
1,50,DEV,scram,78,0.63124,78,49.0954,1068,255.3099,256.3931,256.4432,257.3431,12.1,scram_24.png,0.00079681449975098,0.000609908326601065
2,51,IEV,happy,29,0.85861,29,25.0101,1134,8.0656,9.2156,9.2656,10.1655,0.1,happy_8.png,0.0234268489645785,0.00553066394541846
2,52,IEV,happy,19,0.88654,19,16.6344,668,10.2822,10.9654,11.0155,11.9154,0.1,happy_20.png,0.00417817265925341,5.34820349748851e-05
2,53,IEV,happy,25,0.8776,25,21.586,851,12.0654,12.932,12.982,13.8819,0.1,happy_23.png,0.0110325137364122,0.000153976435956931
2,54,IEV,happy,25,0.87854,25,22.3247,834,13.9986,14.8485,14.8986,15.7985,2.1,happy_21.png,0.0104510871781378,0.000196327849710785
2,55,IEV,happy,18,0.8836,18,16.2431,734,17.9151,18.665,18.7151,19.615,4.1,happy_13.png,0.00759083160860946,3.85596717758885e-05
2,56,IEV,happy,15,0.88981,15,13.3876,584,23.7314,24.3313,24.3813,25.2813,1.1,happy_16.png,0.00445461290669525,4.57106737553511e-06
2,57,IEV,happy,20,0.89152,20,17.5244,534,26.3979,26.9478,26.9979,27.8978,0.1,happy_1.png,0.00433342276068759,3.04780781311178e-06
2,58,IEV,happy,17,0.88117,17,14.8773,784,28.0145,28.8144,28.8645,29.7643,6.1,happy_11.png,0.0079019685943151,2.59251154461604e-06
2,59,IEV,happy,23,0.87571,23,20.1111,884,35.8807,36.7806,36.8307,37.7306,2.1,happy_17.png,0.00871998856523157,4.11315499187641e-06
2,60,IEV,happy,20,0.8836,20,18.0103,734,39.8472,40.5971,40.6471,41.547,2.1,happy_18.png,0.00682754724470811,2.83884327119103e-06
2,61,IEV,happy,18,0.8776,18,15.4429,851,43.6636,44.5302,44.5802,45.4801,4.1,happy_15.png,0.00817867802369962,2.56391562638169e-06
2,62,IEV,happy,56,0.65418,56,36.7512,2634,49.5966,52.2464,52.2964,53.1963,0.1,happy_24.png,0.0176940430284939,0.000589844487939044
2,63,IEV,happy,86,0.52576,86,45.137,3284,53.3131,56.6128,56.6629,57.5628,0.1,happy_22.png,0.0297128726454386,0.0133533328477298
2,64,IEV,happy,98,0.47735,98,46.6189,3517,57.6795,61.2126,61.2626,62.1625,1.1,happy_6.png,0.0263583149597639,0.0155405276268783
2,65,IEV,happy,90,0.53606,0,48.3396,3234,63.2791,66.5289,66.579,67.4789,1.1,happy_4.png,0.000754161389698673,0.000321163282293127
2,66,IEV,happy,18,0.89398,18,16.1616,451,68.5955,69.0621,69.1121,70.0121,0.1,happy_14.png,1.04597120137457e-26,3.84128245489475e-27
2,67,IEV,happy,28,0.86362,28,24.38,1068,70.1288,71.212,71.2621,72.162,1.1,happy_7.png,1.4500264777063e-25,3.87436267081072e-26
2,68,IEV,happy,38,0.7553,38,28.9205,2034,73.2786,75.3285,75.3784,76.2784,9.1,happy_5.png,1.52152794307671e-19,1.37222396603408e-19
2,69,IEV,happy,75,0.57671,0,43.4559,3034,85.3945,88.4444,88.4944,89.3943,4.1,happy_9.png,3.90436774702393e-06,1.4099873531678e-06
2,70,IEV,happy,20,0.8828,20,17.2587,751,93.5107,94.2773,94.3274,95.2273,3.1,happy_2.png,1.45276788622623e-20,2.78508362735721e-21
2,71,IEV,happy,18,0.8776,18,15.4429,851,98.3438,99.2105,99.2604,100.1604,8.1,happy_3.png,1.67341887669914e-20,2.83620275334281e-21
2,72,IEV,happy,78,0.59327,0,46.0644,2951,108.2766,111.243,111.293,112.193,0.1,happy_25.png,3.77779968617615e-07,1.44636152324073e-07
2,73,IEV,happy,93,0.49466,0,46.2357,3434,112.3097,115.7594,115.8095,116.7094,0.1,happy_10.png,0.00559645894987697,0.00265723781072038
2,74,IEV,happy,28,0.83801,28,23.2002,1368,116.8261,118.2093,118.2593,119.1592,1.1,happy_12.png,2.07406116212377e-11,5.05086315242503e-12
2,75,IEV,happy,18,0.87162,18,15.4705,951,120.2759,121.2425,121.2926,122.1925,1.1,happy_19.png,3.64254242758015e-12,6.88703226312611e-13
2,76,IEV,happy,15,0.89255,15,13.7602,501,123.309,123.8257,123.8757,124.7756,8.1,happy_25.png,6.10979668470268e-13,1.30116581973891e-13
2,77,IEV,happy,26,0.86244,26,22.806,1084,132.8918,133.9917,134.0418,134.9417,1.1,happy_17.png,5.15306393544443e-12,8.48295423727716e-13
2,78,IEV,happy,20,0.88724,20,17.4003,651,136.0583,136.7249,136.775,137.6749,0.1,happy_5.png,1.40404931380472e-12,2.30384415166363e-13
2,79,IEV,happy,22,0.86362,22,19.1983,1068,137.7915,138.8748,138.9248,139.8248,0.1,happy_18.png,5.34990740813204e-12,7.668728381832e-13
2,80,IEV,happy,23,0.85173,23,19.8778,1218,139.9414,141.1747,141.2247,142.1246,1.1,happy_8.png,1.03268693911044e-11,1.44280963728694e-12
2,81,IEV,happy,24,0.85036,24,20.0487,1234,143.2413,144.4911,144.5411,145.4411,1.1,happy_22.png,1.31924117445085e-11,1.72737249377415e-12
2,82,IEV,happy,25,0.86362,25,21.7891,1068,146.5577,147.641,147.691,148.5909,3.1,happy_21.png,1.03264772952363e-11,1.22063077066703e-12
2,83,IEV,happy,31,0.79886,31,24.8796,1718,151.7074,153.4406,153.4907,154.3906,0.1,happy_7.png,2.1796504309681e-10,3.43545558946801e-11
2,84,IEV,happy,40,0.78588,0,31.6406,1818,154.5073,156.3404,156.3905,157.2904,1.1,happy_9.png,1.18116947632059e-10,2.08131732431985e-11
2,85,IEV,happy,30,0.82613,30,24.5104,1484,158.407,159.9069,159.957,160.8569,8.1,happy_6.png,6.09861692440688e-11,7.33164630726639e-12
2,86,IEV,happy,17,0.88919,17,15.28,601,168.9731,169.5897,169.6397,170.5396,5.1,happy_20.png,4.89565566299865e-12,5.89108940553051e-13
2,87,IEV,happy,19,0.88919,19,17.0584,601,175.656,176.2727,176.3227,177.2226,7.1,happy_19.png,4.5237332744318e-12,5.21905716917629e-13
2,88,IEV,happy,22,0.89096,22,19.4101,551,184.3389,184.9055,184.9555,185.8554,6.1,happy_14.png,4.56244293953695e-12,5.10016127403053e-13
2,89,IEV,happy,20,0.88117,20,17.5208,784,191.9718,192.7717,192.8218,193.7217,2.1,happy_15.png,7.65232126599865e-12,7.51012820985688e-13
2,90,IEV,happy,23,0.86941,23,20.1397,985,195.8382,196.8382,196.8882,197.7881,0.1,happy_2.png,1.4139944875854e-11,1.28738078859292e-12
2,91,IEV,happy,22,0.89255,22,20.008,501,197.9048,198.4214,198.4714,199.3713,6.1,happy_24.png,5.29085288629334e-12,5.3447552191324e-13
2,92,IEV,happy,21,0.88724,21,18.2875,651,205.4877,206.1543,206.2043,207.1042,0.1,happy_16.png,7.40390671946484e-12,6.77344339548543e-13
