run,trial,rewFunc,emotion,magnitude,probability,score,ev,rt,clock_onset,isi_onset,feedback_onset,iti_onset,iti_ideal,image,p_chosen
1,1,DEV,scram,77,0.66045,0,50.8467,934,8.0755,9.0254,9.076,9.9754,5.1,scram_2.png,0.00265957446808511
1,2,DEV,scram,78,0.46809,0,36.5176,2001,15.1586,17.1751,17.2251,18.125,1.1,scram_7.png,0.00265957446808511
1,3,DEV,scram,67,0.78158,67,52.6275,434,19.225,19.675,19.725,20.6249,2.1,scram_20.png,0.00451248728572741
1,4,DEV,scram,77,0.35222,0,27.2565,3084,22.7416,25.8413,25.8914,26.7913,5.1,scram_12.png,4.03766732593785e-27
1,5,DEV,scram,79,0.31011,79,24.4067,3617,31.8911,35.5242,35.5743,36.4742,0.1,scram_19.png,0.000229239789505677
1,6,DEV,scram,74,0.76866,74,56.7013,484,36.5743,37.0742,37.1242,38.0241,0.1,scram_4.png,0.00240811516371597
1,7,DEV,scram,68,0.78158,68,53.4091,434,38.1242,38.5741,38.6242,39.5241,1.1,scram_15.png,0.0111377345796391
1,8,DEV,scram,65,0.78575,0,51.2251,418,40.6241,41.0573,41.1074,42.0073,0.1,scram_24.png,0.0118896021277889
1,9,DEV,scram,73,0.65667,73,47.9966,951,42.1073,43.0739,43.124,44.0239,3.1,scram_5.png,1.07671176543263e-05
1,10,DEV,scram,79,0.58722,0,46.3486,1284,47.1238,48.4237,48.4737,49.3736,3.1,scram_9.png,1.39193429507115e-09
1,11,DEV,scram,72,0.74333,72,53.2058,584,52.4736,53.0735,53.1235,54.0234,0.1,scram_18.png,0.00273391567502363
1,12,DEV,scram,71,0.78158,71,55.7538,434,54.1235,54.5734,54.6234,55.5234,1.1,scram_3.png,0.0197380923359995
1,13,DEV,scram,74,0.75161,74,55.8577,551,56.6234,57.19,57.24,58.1399,1.1,scram_21.png,0.00538215519865419
1,14,DEV,scram,73,0.77277,73,56.127,468,59.2399,59.7232,59.7732,60.6732,1.1,scram_17.png,0.0140684827953461
1,15,DEV,scram,68,0.75997,68,51.7158,518,61.7731,62.3064,62.3564,63.2564,4.1,scram_1.png,0.0090247566380357
1,16,DEV,scram,71,0.76431,71,54.1962,501,67.3562,67.8728,67.9228,68.8228,10.1,scram_16.png,0.011683415571144
1,17,DEV,scram,69,0.77277,0,53.0359,468,78.9224,79.4056,79.4557,80.3556,1.1,scram_14.png,0.0169830280172609
1,18,DEV,scram,69,0.7146,69,49.6287,701,81.4556,82.1722,82.2222,83.1221,2.1,scram_6.png,0.00229506972533103
1,19,DEV,scram,71,0.69085,0,49.1463,801,85.2221,86.0387,86.0887,86.9886,5.1,scram_22.png,0.000616698531554322
1,20,DEV,scram,77,0.63852,77,48.8987,1034,92.0884,93.1384,93.1884,94.0883,0.1,scram_23.png,9.00264582856475e-05
1,21,DEV,scram,80,0.61039,0,49.0301,1168,94.1884,95.3716,95.4216,96.3216,0.1,scram_13.png,4.4177085326968e-06
1,22,DEV,scram,69,0.67926,69,47.1859,851,96.4216,97.2882,97.3382,98.2381,0.1,scram_25.png,0.000437183664243913
1,23,DEV,scram,71,0.70668,71,49.9498,734,98.3382,99.0881,99.1382,100.0381,0.1,scram_11.png,0.00192538246167743
1,24,DEV,scram,71,0.70668,0,49.9498,734,100.1381,100.888,100.9381,101.838,4.1,scram_10.png,0.00188119734257328
1,25,DEV,scram,71,0.64197,0,45.894,1018,105.9378,106.9711,107.0211,107.921,2.1,scram_8.png,5.18909811924313e-05
1,26,DEV,scram,67,0.8079,0,54.462,334,110.0543,110.4043,110.4543,111.3542,8.1,scram_21.png,0.0364928128804392
1,27,DEV,scram,81,0.31902,81,25.9782,3501,119.4706,122.987,123.0371,123.937,4.1,scram_16.png,2.73368144941981e-05
1,28,DEV,scram,83,0.33858,0,28.0401,3251,128.0535,131.32,131.3701,132.27,0.1,scram_14.png,2.9140209215712e-09
1,29,DEV,scram,84,0.41246,84,34.4628,2451,132.37,134.8365,134.8866,135.7865,3.1,scram_19.png,1.85783893814894e-10
1,30,DEV,scram,81,0.41433,0,33.3541,2434,138.9031,141.3529,141.4029,142.3029,2.1,scram_23.png,1.94821753660094e-12
1,31,DEV,scram,69,0.74734,0,51.9041,568,144.4195,145.0027,145.0528,145.9527,0.1,scram_4.png,0.00327273525870314
1,32,DEV,scram,77,0.64567,0,49.9679,1001,146.0694,147.086,147.136,148.0359,1.1,scram_3.png,1.39659000832892e-05
1,33,DEV,scram,78,0.53242,78,41.7081,1584,149.1526,150.7525,150.8025,151.7025,1.1,scram_1.png,3.0981335061909e-07
1,34,DEV,scram,74,0.52118,74,38.3721,1651,152.8191,154.4857,154.5358,155.4356,7.1,scram_13.png,1.62155227939514e-06
1,35,DEV,scram,81,0.52118,0,42.0203,1651,162.552,164.2186,164.2686,165.1685,0.1,scram_7.png,1.89959129855873e-07
1,36,DEV,scram,71,0.60389,0,43.1755,1200,165.2858,166.5018,166.5518,167.4518,0.1,scram_8.png,1.48083437055196e-06
1,37,DEV,scram,80,0.42757,0,34.2585,2318,167.5685,169.9016,169.9517,170.8516,2.1,scram_18.png,2.57069421747653e-11
1,38,DEV,scram,80,0.36953,80,29.5044,2884,172.9682,175.868,175.9181,176.818,0.1,scram_10.png,1.93188739342301e-09
1,39,DEV,scram,85,0.37555,85,31.7924,2818,176.9347,179.7679,179.8179,180.7178,0.1,scram_15.png,9.62671205399527e-09
1,40,DEV,scram,82,0.3578,82,29.4142,3018,180.8345,183.8677,183.9177,184.8176,1.1,scram_5.png,5.1257829137703e-07
1,41,DEV,scram,82,0.38996,82,32.0619,2667,185.9343,188.6175,188.6676,189.5674,8.1,scram_11.png,1.29659988026559e-08
1,42,DEV,scram,84,0.37712,84,31.5304,2801,197.6838,200.5003,200.5503,201.4502,11.1,scram_17.png,3.98181723621923e-07
1,43,DEV,scram,83,0.38663,0,32.2134,2701,212.5665,215.2834,215.333,216.2329,0.1,scram_9.png,4.48824546305816e-08
1,44,DEV,scram,69,0.69085,69,47.7646,801,216.3496,217.1662,217.2163,218.1162,0.1,scram_25.png,5.77722229912899e-10
1,45,DEV,scram,76,0.74333,76,56.1792,584,218.2162,218.8162,218.8662,219.7661,4.1,scram_12.png,2.06535645234265e-08
1,46,DEV,scram,74,0.75591,74,56.0735,534,223.8826,224.4326,224.4826,225.3825,0.1,scram_20.png,1.67174523340749e-07
1,47,DEV,scram,76,0.74734,76,57.1355,568,225.4992,226.0825,226.1325,227.0325,0.1,scram_22.png,7.51655504038103e-07
1,48,DEV,scram,70,0.76866,70,53.6267,484,227.1492,227.6491,227.6991,228.599,3.1,scram_6.png,5.21516723256051e-06
1,49,DEV,scram,76,0.75161,76,57.3609,551,231.7156,232.2826,232.3323,233.2322,6.1,scram_2.png,1.60655260942067e-05
1,50,DEV,scram,74,0.75161,74,55.8577,551,239.3486,239.9152,239.9652,240.8652,12.1,scram_24.png,6.20699233714031e-05
2,51,IEV,happy,23,0.89203,23,20.1052,518,8.0271,8.5604,8.6105,9.5104,0.1,happy_8.png,0.021551534932258
2,52,IEV,happy,23,0.86717,23,19.5805,1018,9.6271,10.6603,10.7103,11.6103,0.1,happy_20.png,0.00205086388155498
2,53,IEV,happy,34,0.82613,34,27.8149,1484,11.727,13.2268,13.2769,14.1768,0.1,happy_23.png,0.00495709539828299
2,54,IEV,happy,47,0.75275,47,35.1639,2051,14.2935,16.36,16.4101,17.31,2.1,happy_21.png,0.0176027607836964
2,55,IEV,happy,57,0.66027,57,37.6473,2601,19.4266,22.0431,22.0932,22.9931,4.1,happy_13.png,0.0182430861935546
2,56,IEV,happy,67,0.60313,67,40.1131,2901,27.1096,30.0261,30.0761,30.9761,1.1,happy_16.png,0.0228603481542721
2,57,IEV,happy,93,0.51543,0,47.7395,3334,32.0927,35.4426,35.4926,36.3925,0.1,happy_1.png,9.22486845875037e-09
2,58,IEV,happy,16,0.88586,16,14.0932,684,36.5092,37.2091,37.2592,38.1592,6.1,happy_11.png,6.81256545918522e-12
2,59,IEV,happy,62,0.64785,0,40.4261,2668,44.2755,46.9587,47.0087,47.9087,2.1,happy_17.png,0.00467852547514829
2,60,IEV,happy,23,0.87162,23,19.8286,951,50.0586,51.0252,51.0752,51.9751,2.1,happy_18.png,2.835427225802e-07
2,61,IEV,happy,34,0.78144,34,26.5596,1851,54.0918,55.9583,56.0083,56.9083,4.1,happy_15.png,0.00224901932611261
2,62,IEV,happy,41,0.73734,41,30.4487,2151,61.0581,63.2246,63.2747,64.1746,0.1,happy_24.png,0.013475843763456
2,63,IEV,happy,51,0.68726,51,35.0677,2451,64.2913,66.7578,66.8079,67.7078,0.1,happy_22.png,0.0177390868633557
2,64,IEV,happy,59,0.63541,59,37.3914,2734,67.8245,70.5743,70.6244,71.5243,1.1,happy_6.png,0.00905123939083133
2,65,IEV,happy,66,0.64485,0,42.55,2684,72.6409,75.3408,75.3908,76.2907,1.1,happy_4.png,0.00683511220342143
2,66,IEV,happy,105,0.47025,0,49.3215,3551,77.4074,80.9739,81.0239,81.9238,0.1,happy_14.png,1.3893349196083e-10
2,67,IEV,happy,50,0.73211,50,36.7381,2184,82.0571,84.257,84.3071,85.207,1.1,happy_7.png,0.0188383788060072
2,68,IEV,happy,31,0.79683,31,25.0797,1734,86.3237,88.0735,88.1236,89.0235,9.1,happy_5.png,0.00232670842776264
2,69,IEV,happy,45,0.73466,0,32.8754,2168,98.1398,100.323,100.373,101.273,4.1,happy_9.png,0.0159269854197594
2,70,IEV,happy,17,0.89351,17,15.3593,468,105.3895,105.8728,105.9228,106.8227,3.1,happy_2.png,8.15172613391207e-09
2,71,IEV,happy,27,0.82613,27,22.032,1484,109.9393,111.4392,111.4892,112.3891,8.1,happy_3.png,0.000222099381656758
2,72,IEV,happy,106,0.48424,0,51.1157,3484,120.5055,124.0053,124.0553,124.9553,0.1,happy_25.png,3.18744840505135e-10
2,73,IEV,happy,28,0.82067,28,22.6267,1534,125.072,126.6218,126.6719,127.5718,0.1,happy_10.png,0.00114033368556053
