run,trial,rewFunc,emotion,magnitude,probability,score,ev,rt,clock_onset,isi_onset,feedback_onset,iti_onset,iti_ideal,image,value_softmax_p_chosen,uv_p_chosen
1,1,DEV,scram,77,0.66786,0,51.2812,901,8.0711,8.9877,9.0382,9.9377,5.1,scram_2.png,0.00265957446808511,8.64984851545443e-57
1,2,DEV,scram,78,0.47271,0,36.8195,1968,15.0542,17.0374,17.0874,17.9873,1.1,scram_7.png,0.00265957446808511,4.08317616258066e-49
1,3,DEV,scram,80,0.32808,0,26.2954,3384,19.0873,22.4871,22.5371,23.437,2.1,scram_20.png,0.00265957446808511,8.40884351340962e-10
1,4,DEV,scram,72,0.55581,0,39.8721,1451,25.5536,27.0202,27.0703,27.9702,5.1,scram_12.png,0.00265957446808511,1.50675631424662e-18
1,5,DEV,scram,75,0.4316,75,32.3747,2284,33.07,35.3698,35.4199,36.3198,0.1,scram_19.png,0.0141100596228347,2.64483637097965e-08
1,6,DEV,scram,83,0.42757,83,35.5413,2318,36.4198,38.753,38.803,39.7029,0.1,scram_4.png,0.015436639386794,0.000100434219649732
1,7,DEV,scram,79,0.40175,0,31.6847,2551,39.803,42.3695,42.4195,43.3194,1.1,scram_15.png,0.0164044901083694,1.60094190422705e-06
1,8,DEV,scram,67,0.7391,0,49.3044,601,44.4194,45.036,45.0861,45.986,0.1,scram_24.png,6.30636008038207e-18,2.28283465214255e-19
1,9,DEV,scram,74,0.63124,74,46.5704,1068,46.086,47.1693,47.2193,48.1192,3.1,scram_5.png,5.75886165244652e-09,2.3617388568146e-14
1,10,DEV,scram,74,0.75591,0,56.0735,534,51.2191,51.769,51.8191,52.719,3.1,scram_9.png,9.5324065781362e-14,1.35707420976022e-19
1,11,DEV,scram,77,0.55581,77,42.6511,1451,55.8189,57.2854,57.3354,58.2354,0.1,scram_18.png,8.66686043397405e-06,1.20064645876697e-11
1,12,DEV,scram,79,0.49729,79,39.4071,1801,58.3355,60.152,60.202,61.1019,1.1,scram_3.png,0.00268646390230541,9.9888842439802e-07
1,13,DEV,scram,82,0.46575,0,38.2268,2018,62.2019,64.2351,64.2852,65.1851,1.1,scram_21.png,0.0185524120341297,9.87689413832316e-08
1,14,DEV,scram,75,0.70668,75,52.7765,734,66.285,67.035,67.0851,67.9849,1.1,scram_17.png,9.90670182936751e-08,3.54745876589611e-12
1,15,DEV,scram,68,0.74734,68,51.1568,568,69.1016,69.6849,69.7349,70.6348,4.1,scram_1.png,1.39476821285609e-05,8.69684844301425e-10
1,16,DEV,scram,71,0.74734,71,53.3988,568,74.7513,75.3346,75.3846,76.2846,10.1,scram_16.png,0.00115233697996897,1.27937238378066e-07
1,17,DEV,scram,71,0.70668,0,49.9498,734,86.3841,87.134,87.1841,88.084,1.1,scram_14.png,0.000234978004382911,1.81446909344813e-10
1,18,DEV,scram,74,0.54685,0,40.4486,1501,89.184,90.7005,90.7506,91.6505,2.1,scram_6.png,0.00827638154792901,2.39152002777528e-10
1,19,DEV,scram,79,0.40522,0,31.9174,2518,93.7504,96.2836,96.3337,97.2336,5.1,scram_22.png,9.60740054125328e-06,3.67138622328866e-08
1,20,DEV,scram,85,0.32676,0,27.8366,3401,102.3334,105.7498,105.7999,106.6998,0.1,scram_23.png,8.22479369156849e-17,3.37245347151132e-08
1,21,DEV,scram,78,0.68318,0,53.5314,834,106.7999,107.6497,107.6998,108.5998,0.1,scram_13.png,0.00319051050155117,0.000685083157413656
1,22,DEV,scram,73,0.53242,0,39.046,1584,108.6997,110.2996,110.3497,111.2496,0.1,scram_25.png,0.00607904322295079,0.00256740291632977
1,23,DEV,scram,79,0.41246,79,32.4005,2451,111.3496,113.8161,113.8662,114.7661,0.1,scram_11.png,0.00178278612377342,0.013165516661544
1,24,DEV,scram,77,0.47285,0,36.3558,1967,114.8661,116.8493,116.8994,117.7993,4.1,scram_10.png,0.00667451394889868,0.00183478131266034
1,25,DEV,scram,78,0.40175,0,31.2829,2551,121.8991,124.4656,124.5157,125.4156,2.1,scram_8.png,4.26903428891481e-05,0.000736600016046659
1,26,DEV,scram,81,0.32941,0,26.7175,3367,127.5155,130.8987,130.9487,131.8486,8.1,scram_21.png,2.79075097757681e-13,2.76725228265934e-08
1,27,DEV,scram,70,0.73488,70,51.3232,618,139.9483,140.5815,140.6316,141.5315,4.1,scram_16.png,0.0107442455223757,0.00555958281350106
1,28,DEV,scram,72,0.74333,72,53.2058,584,145.6314,146.2313,146.2813,147.1813,0.1,scram_14.png,0.0114102090646849,0.00657024920070761
1,29,DEV,scram,75,0.7391,75,55.2171,601,147.2813,147.8979,147.9479,148.8479,3.1,scram_19.png,0.00879780246768699,0.00502189374625851
1,30,DEV,scram,72,0.73093,72,52.5975,634,151.9477,152.5977,152.6477,153.5476,2.1,scram_23.png,0.00631753635328288,0.00362304589849262
1,31,DEV,scram,70,0.7146,0,50.3434,701,155.6475,156.3641,156.4141,157.3141,0.1,scram_4.png,0.00463313833584143,0.00256314338555326
1,32,DEV,scram,80,0.53809,0,43.1501,1551,157.4141,158.9808,159.0307,159.9306,1.1,scram_3.png,2.41085597650362e-06,3.82213458633324e-06
1,33,DEV,scram,82,0.39833,82,32.6502,2584,161.0472,163.6471,163.6972,164.5971,1.1,scram_1.png,2.77611623292473e-09,3.55939660116984e-07
1,34,DEV,scram,77,0.40175,77,30.8812,2551,165.7137,168.2802,168.3303,169.2302,7.1,scram_13.png,3.29146355002633e-07,1.27151030030078e-05
1,35,DEV,scram,84,0.39998,0,33.566,2568,176.3466,178.9297,178.9801,179.8797,0.1,scram_7.png,2.271918385228e-08,6.84347735552135e-07
