run,trial,rewFunc,emotion,magnitude,probability,score,ev,rt,clock_onset,isi_onset,feedback_onset,iti_onset,iti_ideal,image,full_rtpred_explore,full_rtpred_exploit,limited_rtpred_explore,limited_rtpred_exploit
1,1,DEV,scram,78,0.63487,0,49.316,1051,8.068,9.1347,9.1852,10.0846,5.1,scram_2.png,81,81,71,71
1,2,DEV,scram,77,0.52118,0,39.9356,1651,15.2011,16.8676,16.9177,17.8176,1.1,scram_7.png,376,81,191,71
1,3,DEV,scram,77,0.43559,0,33.4962,2251,18.9176,21.1841,21.2341,22.1341,2.1,scram_20.png,376,81,35,71
1,4,DEV,scram,65,0.79019,65,51.3939,401,24.2507,24.6672,24.7173,25.6172,5.1,scram_12.png,376,81,35,71
1,5,DEV,scram,65,0.78132,65,51.0543,435,30.717,31.167,31.217,32.1169,0.1,scram_19.png,376,25,100,35
1,6,DEV,scram,74,0.75997,74,56.2756,518,32.217,32.7502,32.8003,33.7002,0.1,scram_4.png,376,25,108,35
1,7,DEV,scram,69,0.77277,69,53.0359,468,33.8002,34.2835,34.3335,35.2334,1.1,scram_15.png,376,25,113,35
1,8,DEV,scram,65,0.79888,0,51.7157,368,36.3334,36.7167,36.7667,37.6666,0.1,scram_24.png,376,25,118,35
1,9,DEV,scram,69,0.78575,69,54.368,418,37.7667,38.2,38.25,39.1499,3.1,scram_5.png,376,25,121,35
1,10,DEV,scram,73,0.79019,73,57.7155,401,42.2498,42.6664,42.7164,43.6164,3.1,scram_9.png,376,25,122,35
1,11,DEV,scram,70,0.77717,70,54.7777,451,46.7163,47.1829,47.2329,48.1328,0.1,scram_18.png,376,25,124,35
1,12,DEV,scram,72,0.77277,72,55.3542,468,48.2329,48.7161,48.7662,49.6661,1.1,scram_3.png,376,25,127,35
1,13,DEV,scram,73,0.78158,73,57.317,434,50.7661,51.216,51.2661,52.166,1.1,scram_21.png,376,25,130,35
1,14,DEV,scram,73,0.76431,73,55.7248,501,53.2659,53.7826,53.8326,54.7325,1.1,scram_17.png,376,25,131,35
1,15,DEV,scram,67,0.79466,67,53.15,384,55.8325,56.2324,56.2825,57.1824,4.1,scram_1.png,376,25,132,35
1,16,DEV,scram,70,0.78158,70,54.9723,434,61.2822,61.7322,61.7822,62.6821,10.1,scram_16.png,376,25,133,35
1,17,DEV,scram,68,0.78158,0,53.4091,434,72.7817,73.2316,73.2817,74.1816,1.1,scram_14.png,376,25,134,35
1,18,DEV,scram,67,0.79466,67,53.15,384,75.2816,75.6815,75.7316,76.6315,2.1,scram_6.png,376,25,135,35
1,19,DEV,scram,68,0.79019,68,53.7645,401,78.7314,79.148,79.1981,80.098,5.1,scram_22.png,376,25,136,35
1,20,DEV,scram,73,0.76866,73,55.9327,484,85.1978,85.6977,85.7478,86.6477,0.1,scram_23.png,376,25,137,35
1,21,DEV,scram,76,0.76866,0,58.2386,484,86.7477,87.2477,87.2977,88.1976,0.1,scram_13.png,376,25,138,35
1,22,DEV,scram,66,0.78158,66,51.8459,434,88.2977,88.7476,88.7976,89.6975,0.1,scram_25.png,376,25,139,35
1,23,DEV,scram,68,0.79466,68,53.9447,384,89.7976,90.1975,90.2475,91.1475,0.1,scram_11.png,376,25,140,35
1,24,DEV,scram,68,0.80338,0,54.2883,351,91.2475,91.6141,91.6642,92.5641,4.1,scram_10.png,376,25,140,35
1,25,DEV,scram,67,0.79888,0,53.3135,368,96.6639,97.0472,97.0972,97.9972,2.1,scram_8.png,376,25,140,35
1,26,DEV,scram,68,0.79466,0,53.9447,384,100.0971,100.497,100.5471,101.447,8.1,scram_21.png,376,25,141,35
1,27,DEV,scram,69,0.74734,69,51.9041,568,109.5467,110.1299,110.18,111.0799,4.1,scram_16.png,376,25,141,35
1,28,DEV,scram,72,0.73488,72,52.793,618,115.1797,115.813,115.863,116.7629,0.1,scram_14.png,376,25,142,35
1,29,DEV,scram,75,0.73093,75,54.7903,634,116.863,117.513,117.5629,118.4629,3.1,scram_19.png,376,25,142,35
1,30,DEV,scram,72,0.71872,72,51.9828,684,121.5961,122.296,122.346,123.246,2.1,scram_23.png,376,25,143,35
1,31,DEV,scram,69,0.75161,0,52.0996,551,125.3626,125.9292,125.9792,126.8791,0.1,scram_4.png,376,25,144,35
1,32,DEV,scram,75,0.7146,0,53.9164,701,126.9958,127.7124,127.7625,128.6624,1.1,scram_3.png,376,25,144,35
1,33,DEV,scram,71,0.78158,71,55.7538,434,129.7624,130.2123,130.2624,131.1623,1.1,scram_1.png,376,25,145,35
1,34,DEV,scram,66,0.79888,66,52.5146,368,132.2789,132.6622,132.7122,133.6121,7.1,scram_13.png,376,25,146,35
1,35,DEV,scram,74,0.77277,74,56.8998,468,140.7286,141.2118,141.2618,142.1617,0.1,scram_7.png,376,25,146,35
1,36,DEV,scram,67,0.76431,0,51.139,501,142.2784,142.795,142.8451,143.745,0.1,scram_8.png,376,25,146,35
1,37,DEV,scram,70,0.78158,70,54.9723,434,143.845,144.295,144.345,145.2449,2.1,scram_18.png,376,25,146,35
1,38,DEV,scram,68,0.79019,68,53.7645,401,147.3616,147.7781,147.8282,148.7281,0.1,scram_10.png,376,25,147,35
1,39,DEV,scram,73,0.79466,73,57.918,384,148.8448,149.2447,149.2948,150.1947,0.1,scram_15.png,376,25,147,35
1,40,DEV,scram,70,0.79466,70,55.534,384,150.3114,150.7114,150.7614,151.6613,1.1,scram_5.png,376,25,147,35
1,41,DEV,scram,71,0.78158,71,55.7538,434,152.7779,153.2279,153.2779,154.1778,8.1,scram_11.png,376,25,147,35
1,42,DEV,scram,73,0.75591,73,55.3176,534,162.2942,162.8441,162.8942,163.7941,11.1,scram_17.png,376,25,148,35
1,43,DEV,scram,72,0.79466,72,57.1233,384,174.9102,175.3102,175.3602,176.2601,0.1,scram_9.png,376,25,148,35
1,44,DEV,scram,66,0.77717,66,51.669,451,176.3768,176.8434,176.8935,177.7934,0.1,scram_25.png,376,25,148,35
1,45,DEV,scram,74,0.78158,74,58.0986,434,177.8935,178.3434,178.3934,179.2933,4.1,scram_12.png,376,25,148,35
1,46,DEV,scram,75,0.73488,75,54.9976,618,183.4098,184.0431,184.0931,184.9931,0.1,scram_20.png,376,25,149,35
1,47,DEV,scram,76,0.77277,76,58.4453,468,185.1098,185.593,185.6431,186.543,0.1,scram_22.png,376,25,149,35
1,48,DEV,scram,69,0.77717,69,54.0005,451,186.6597,187.1263,187.1763,188.0763,3.1,scram_6.png,376,25,149,35
1,49,DEV,scram,76,0.75997,76,57.7955,518,191.1928,191.7261,191.7761,192.676,6.1,scram_2.png,376,25,149,35
1,50,DEV,scram,74,0.76431,74,56.4891,501,198.7925,199.3091,199.3592,200.259,12.1,scram_24.png,376,25,150,35
2,51,IEV,happy,39,0.79683,0,31.4544,1734,8.0294,9.7793,9.8293,10.7292,0.1,happy_8.png,149,149,1,1
2,52,IEV,happy,41,0.7553,41,31.1864,2034,10.846,12.8958,12.9458,13.8458,0.1,happy_20.png,376,149,103,1
2,53,IEV,happy,48,0.73734,48,35.6101,2151,13.9625,16.129,16.179,17.0789,0.1,happy_23.png,376,202,103,103
2,54,IEV,happy,58,0.68726,58,39.8785,2451,17.1956,19.6621,19.7122,20.6121,2.1,happy_21.png,376,214,103,103
2,55,IEV,happy,51,0.69024,51,35.539,2434,22.7287,25.1786,25.2286,26.1285,4.1,happy_13.png,376,234,103,103
2,56,IEV,happy,44,0.72127,44,31.7603,2251,30.245,32.5116,32.5616,33.4615,1.1,happy_16.png,25,239,103,103
2,57,IEV,happy,55,0.68726,0,37.8167,2451,34.5781,37.0447,37.0947,37.9946,0.1,happy_1.png,25,239,103,103
2,58,IEV,happy,42,0.73466,42,30.6715,2168,38.1113,40.2945,40.3445,41.2445,6.1,happy_11.png,25,225,103,103
2,59,IEV,happy,46,0.74001,0,33.9262,2134,47.3609,49.5107,49.5608,50.4607,2.1,happy_17.png,25,223,103,103
2,60,IEV,happy,51,0.70166,51,36.1017,2368,52.5773,54.9605,55.0105,55.9104,2.1,happy_18.png,25,234,103,103
2,61,IEV,happy,47,0.70166,47,33.295,2368,58.0603,60.4436,60.4936,61.3935,4.1,happy_15.png,25,237,103,103
2,62,IEV,happy,46,0.70744,46,32.8493,2334,65.51,67.8599,67.9099,68.8098,0.1,happy_24.png,25,239,103,103
2,63,IEV,happy,47,0.70744,47,33.5568,2334,68.9265,71.2764,71.3264,72.2263,0.1,happy_22.png,25,239,103,103
2,64,IEV,happy,46,0.70183,46,32.5801,2367,72.3431,74.7262,74.7763,75.6762,1.1,happy_6.png,25,240,103,103
2,65,IEV,happy,52,0.72405,0,37.3295,2234,76.7928,79.0427,79.0927,79.9926,1.1,happy_4.png,25,240,103,103
2,66,IEV,happy,55,0.68426,55,37.3392,2468,81.1093,83.5925,83.6425,84.5425,0.1,happy_14.png,25,241,103,103
2,67,IEV,happy,57,0.69303,57,39.4937,2418,84.6591,87.0923,87.1423,88.0423,1.1,happy_7.png,25,243,103,103
2,68,IEV,happy,48,0.69598,48,33.7271,2401,89.1589,91.5754,91.6255,92.5254,9.1,happy_5.png,25,257,103,103
2,69,IEV,happy,51,0.69891,0,35.6013,2384,101.6417,104.0415,104.0916,104.9915,4.1,happy_9.png,25,258,103,103
2,70,IEV,happy,50,0.70166,50,35.4,2368,109.108,111.4912,111.5412,112.4411,3.1,happy_2.png,25,256,103,103
2,71,IEV,happy,45,0.71582,45,32.1934,2284,115.5577,117.8575,117.9076,118.8075,8.1,happy_3.png,25,257,103,103
