run,trial,rewFunc,emotion,magnitude,probability,score,ev,rt,clock_onset,isi_onset,feedback_onset,iti_onset,iti_ideal,image,full_rtpred_explore,full_rtpred_exploit,limited_rtpred_explore,limited_rtpred_exploit
1,1,DEV,scram,80,0.53242,0,42.7729,1584,8.0638,9.6638,9.731,10.6137,5.1,scram_2.png,134,134,124,124
1,2,DEV,scram,74,0.63487,0,46.7766,1051,15.7302,16.7968,16.8468,17.7467,1.1,scram_7.png,376,134,259,124
1,3,DEV,scram,79,0.36508,0,28.8347,2934,18.8467,21.7965,21.8466,22.7465,2.1,scram_20.png,376,134,259,124
1,4,DEV,scram,65,0.80338,65,51.8782,351,24.8631,25.2297,25.2798,26.1797,5.1,scram_12.png,376,134,35,124
1,5,DEV,scram,66,0.74734,66,49.6621,568,31.2795,31.8627,31.9128,32.8127,0.1,scram_19.png,376,25,174,35
1,6,DEV,scram,75,0.74333,75,55.4358,584,32.9128,33.5126,33.5627,34.4626,0.1,scram_4.png,376,25,176,35
1,7,DEV,scram,69,0.75161,69,52.0996,551,34.5626,35.1292,35.1793,36.0792,1.1,scram_15.png,376,25,177,35
1,8,DEV,scram,65,0.79888,0,51.7157,368,37.1792,37.5625,37.6125,38.5124,0.1,scram_24.png,376,25,178,35
1,9,DEV,scram,71,0.73488,71,52.0581,618,38.6125,39.2458,39.2958,40.1957,3.1,scram_5.png,376,25,179,35
1,10,DEV,scram,75,0.73488,0,54.9976,618,43.2956,43.9288,43.9789,44.8788,3.1,scram_9.png,376,25,180,35
1,11,DEV,scram,71,0.75997,71,53.9957,518,47.9787,48.5119,48.562,49.4619,0.1,scram_18.png,376,25,181,35
1,12,DEV,scram,72,0.74734,72,54.1462,568,49.562,50.1452,50.1952,51.0951,1.1,scram_3.png,376,25,182,35
1,13,DEV,scram,74,0.75921,74,56.2378,521,52.1951,52.7284,52.7784,53.6784,1.1,scram_21.png,376,25,182,35
1,14,DEV,scram,73,0.75997,73,55.5156,518,54.7784,55.3116,55.3617,56.2616,1.1,scram_17.png,376,25,183,35
1,15,DEV,scram,68,0.76866,68,52.0894,484,57.3616,57.8615,57.9115,58.8115,4.1,scram_1.png,376,25,184,35
