run,trial,rewFunc,emotion,magnitude,probability,score,ev,rt,clock_onset,isi_onset,feedback_onset,iti_onset,iti_ideal,image,full_rtpred_explore,full_rtpred_exploit
1,32,IEV,fear,106,0.47735,0,50.4378,3517,173.6271,177.1602,177.2103,178.1102,2.1,fear_25.png,NaN,140
1,33,IEV,fear,41,0.77215,41,31.2793,1918,180.2268,182.16,182.2101,183.11,9.1,fear_8.png,NaN,139
1,34,IEV,fear,49,0.69024,49,34.1585,2434,192.2262,194.6761,194.7261,195.626,0.1,fear_16.png,NaN,140
1,35,IEV,fear,75,0.59663,75,44.6941,2934,195.7427,198.6926,198.7426,199.6425,1.1,fear_6.png,NaN,149
1,36,IEV,fear,75,0.56664,0,42.3191,3084,200.7592,203.859,203.909,204.8089,5.1,fear_5.png,NaN,159
1,37,IEV,fear,42,0.7553,42,31.9417,2034,209.9254,211.9753,212.0253,212.9253,4.1,fear_17.png,NaN,156
1,38,IEV,fear,55,0.67247,55,36.8054,2534,217.0584,219.6082,219.6583,220.5582,3.1,fear_20.png,NaN,157
1,39,IEV,fear,58,0.68443,58,39.3802,2467,223.6748,226.1579,226.208,227.1079,1.1,fear_21.png,NaN,160
1,40,IEV,fear,57,0.67247,57,38.1503,2534,228.2245,230.7744,230.8244,231.7243,6.1,fear_13.png,NaN,164
1,41,IEV,fear,85,0.54631,85,46.2136,3184,237.8408,241.0406,241.0906,241.9905,0.1,fear_7.png,NaN,175
1,42,IEV,fear,78,0.57671,78,45.1861,3034,242.1072,245.157,245.2071,246.107,0.1,fear_12.png,NaN,181
1,43,IEV,fear,87,0.53955,0,47.0959,3217,246.2237,249.4568,249.5069,250.4069,0.1,fear_11.png,NaN,198
1,44,IEV,fear,33,0.78814,33,25.9238,1801,250.5402,252.3567,252.4068,253.3067,10.1,fear_23.png,NaN,192
1,45,IEV,fear,44,0.76746,44,33.9837,1951,263.4229,265.3895,265.4394,266.3394,0.1,fear_4.png,NaN,184
1,46,IEV,fear,94,0.51895,94,48.6086,3317,266.4561,269.7892,269.8392,270.7392,0.1,fear_19.png,NaN,182
1,47,IEV,fear,95,0.52225,0,49.5,3301,270.8559,274.1723,274.2224,275.1223,1.1,fear_3.png,NaN,200
1,48,IEV,fear,44,0.73734,44,32.6608,2151,276.239,278.4055,278.4555,279.3554,2.1,fear_15.png,NaN,197
1,49,IEV,fear,84,0.56664,84,47.4188,3084,281.4721,284.5718,284.6219,285.5218,1.1,fear_18.png,NaN,196
1,50,IEV,fear,43,0.76746,43,33.2163,1951,286.6385,288.605,288.655,289.5549,12.1,fear_1.png,NaN,202
2,51,CEV,scram,53,0.75943,0,40.0377,984,8.0658,9.0657,9.1158,10.0157,1.1,scram_18.png,74,74
2,52,CEV,scram,54,0.67371,54,36.3263,1584,11.1324,12.7322,12.7822,13.6822,0.1,scram_2.png,NaN,74
2,53,CEV,scram,63,0.61171,63,38.8351,2018,13.7989,15.8321,15.8821,16.782,0.1,scram_14.png,NaN,163
2,54,CEV,scram,72,0.54743,72,39.1897,2468,16.8987,19.3819,19.432,20.3319,0.1,scram_5.png,NaN,186
2,55,CEV,scram,73,0.49271,73,36.0146,2851,20.4486,23.3151,23.3651,24.265,4.1,scram_7.png,NaN,217
2,56,CEV,scram,79,0.44514,79,35.2194,3184,28.3815,31.5813,31.6314,32.5313,1.1,scram_8.png,NaN,240
2,57,CEV,scram,101,0.37129,0,37.3713,3701,33.6479,37.3644,37.4144,38.3144,0.1,scram_4.png,NaN,267
2,58,CEV,scram,72,0.48557,0,35.0577,2901,38.4311,41.3475,41.3976,42.2975,0.1,scram_9.png,NaN,221
2,59,CEV,scram,48,0.79271,0,37.7927,751,42.4142,43.1808,43.2308,44.1308,1.1,scram_20.png,NaN,204
2,60,CEV,scram,73,0.50457,73,37,2768,45.2474,48.0306,48.0806,48.9805,3.1,scram_11.png,NaN,219
2,61,CEV,scram,48,0.71171,48,34.1531,1318,52.0971,53.4303,53.4803,54.3803,5.1,scram_24.png,NaN,223
2,62,CEV,scram,53,0.65229,53,34.3909,1734,59.4967,61.2466,61.2966,62.1966,1.1,scram_1.png,NaN,222
2,63,CEV,scram,59,0.59514,59,35.2146,2134,63.3132,65.4631,65.5131,66.413,2.1,scram_12.png,NaN,220
2,64,CEV,scram,74,0.47129,74,34.6436,3001,68.5296,71.5461,71.5962,72.4961,5.1,scram_6.png,NaN,219
2,65,CEV,scram,74,0.53086,0,39.1234,2584,77.6125,80.2124,80.2625,81.1624,0.1,scram_21.png,NaN,225
2,66,CEV,scram,51,0.73086,51,37,1184,81.279,82.4789,82.5289,83.4289,0.1,scram_23.png,NaN,222
2,67,CEV,scram,54,0.74029,54,39.9611,1118,83.5456,84.6788,84.7288,85.6288,2.1,scram_22.png,NaN,221
2,68,CEV,scram,55,0.63086,55,34.4766,1884,87.7454,89.6453,89.6953,90.5952,8.1,scram_25.png,NaN,219
2,69,CEV,scram,72,0.50457,0,36.4954,2768,98.7115,101.4947,101.5447,102.4447,2.1,scram_17.png,NaN,218
2,70,CEV,scram,49,0.74743,49,36.2526,1068,104.5613,105.6445,105.6946,106.5945,8.1,scram_10.png,NaN,199
2,71,CEV,scram,52,0.66171,52,34.3531,1668,114.7108,116.394,116.4441,117.344,3.1,scram_19.png,NaN,198
2,72,CEV,scram,69,0.57843,0,39.8921,2251,120.4605,122.727,122.777,123.677,0.1,scram_15.png,NaN,196
2,73,CEV,scram,89,0.39986,0,35.4006,3501,123.7937,127.3101,127.3602,128.2601,0.1,scram_13.png,NaN,182
2,74,CEV,scram,59,0.61657,59,36.3834,1984,128.3768,130.3767,130.4267,131.3266,1.1,scram_3.png,NaN,176
2,75,CEV,scram,53,0.64271,0,33.7864,1801,132.4433,134.2598,134.3099,135.2098,1.1,scram_16.png,NaN,176
2,76,CEV,scram,47,0.74514,47,34.7646,1084,137.1431,138.243,138.293,139.1929,0.1,scram_20.png,NaN,178
2,77,CEV,scram,83,0.45471,0,37.9094,3117,139.3096,142.4428,142.4928,143.3927,4.1,scram_12.png,NaN,177
2,78,CEV,scram,45,0.82129,45,37,551,147.5092,148.0759,148.1259,149.0258,10.1,scram_14.png,NaN,160
2,79,CEV,scram,72,0.49757,0,36.0049,2817,159.142,161.9752,162.0252,162.9252,0.1,scram_13.png,NaN,159
2,80,CEV,scram,56,0.62371,0,35.1289,1934,163.0585,165.0084,165.0584,165.9583,7.1,scram_11.png,NaN,152
2,81,CEV,scram,47,0.74514,47,34.7646,1084,173.0747,174.1746,174.2246,175.1246,0.1,scram_24.png,NaN,141
2,82,CEV,scram,60,0.62843,60,37.6284,1901,175.2413,177.1578,177.2078,178.1077,1.1,scram_21.png,NaN,139
2,83,CEV,scram,65,0.53557,0,34.8577,2551,179.2244,181.7909,181.8409,182.7409,2.1,scram_3.png,NaN,140
2,84,CEV,scram,63,0.61414,0,38.8424,2001,184.8575,186.874,186.924,187.824,5.1,scram_10.png,NaN,136
2,85,CEV,scram,50,0.72371,50,36.2763,1234,192.9404,194.1903,194.2404,195.1403,4.1,scram_9.png,NaN,122
2,86,CEV,scram,92,0.39514,0,36.2097,3534,199.2568,202.8066,202.8566,203.7565,2.1,scram_2.png,NaN,119
2,87,CEV,scram,60,0.62129,60,37,1951,205.8731,207.8397,207.8897,208.7896,0.1,scram_5.png,NaN,118
2,88,CEV,scram,67,0.58086,0,38.7426,2234,208.9063,211.1562,211.2062,212.1061,0.1,scram_15.png,NaN,120
2,89,CEV,scram,53,0.69029,53,36.3097,1468,212.2228,213.7061,213.7561,214.656,0.1,scram_17.png,NaN,116
2,90,CEV,scram,61,0.60943,0,37,2034,214.7727,216.8226,216.8726,217.7725,4.1,scram_1.png,NaN,116
2,91,CEV,scram,54,0.74514,54,39.9806,1084,221.889,222.989,223.039,223.9389,0.1,scram_8.png,NaN,99
2,92,CEV,scram,59,0.64029,0,37.6403,1818,224.0556,225.8888,225.9388,226.8388,3.1,scram_4.png,NaN,97
2,93,CEV,scram,55,0.68314,55,37.6831,1518,229.9553,231.4885,231.5386,232.4385,0.1,scram_23.png,NaN,78
2,94,CEV,scram,100,0.36414,100,36.2717,3751,232.5552,236.3217,236.3717,237.2716,0.1,scram_6.png,NaN,94
2,95,CEV,scram,104,0.34514,0,35.9646,3884,237.3883,241.2881,241.3381,242.238,0.1,scram_18.png,NaN,95
2,96,CEV,scram,43,0.807,0,34.579,651,242.3548,243.0214,243.0713,243.9713,6.1,scram_22.png,NaN,95
2,97,CEV,scram,54,0.65457,54,35.0363,1718,250.0877,251.8209,251.8709,252.7709,3.1,scram_16.png,NaN,117
2,98,CEV,scram,93,0.39271,93,36.6073,3551,255.8875,259.4539,259.5039,260.4044,1.1,scram_25.png,NaN,117
2,99,CEV,scram,63,0.63043,63,39.5217,1887,261.5205,263.4204,263.4704,264.3703,5.1,scram_19.png,NaN,119
2,100,CEV,scram,76,0.47129,76,35.5861,3001,269.4868,272.5033,272.5533,273.4532,12.1,scram_7.png,NaN,120
3,101,DEV,fear,77,0.72676,0,56.023,651,8.0107,8.6773,8.7274,9.6273,0.1,fear_1.png,41,41
3,102,DEV,fear,75,0.48481,75,36.1527,1884,9.744,11.6439,11.6939,12.5938,1.1,fear_10.png,NaN,41
3,103,DEV,fear,81,0.37712,81,30.399,2801,13.7105,16.5269,16.577,17.4769,0.1,fear_15.png,NaN,182
3,104,DEV,fear,79,0.38508,0,30.562,2717,17.5936,20.3268,20.3768,21.2767,4.1,fear_22.png,NaN,237
3,105,DEV,fear,81,0.47271,0,38.2376,1968,25.3932,27.3764,27.4265,28.3264,1.1,fear_21.png,NaN,197
3,106,DEV,fear,79,0.3346,79,26.4145,3301,29.4431,32.7595,32.8096,33.7095,7.1,fear_19.png,NaN,244
3,107,DEV,fear,82,0.31648,82,25.7961,3534,40.8258,44.3756,44.4256,45.3256,6.1,fear_13.png,NaN,320
3,108,DEV,fear,84,0.31264,0,26.1452,3584,51.4421,55.0418,55.0918,55.9918,1.1,fear_5.png,NaN,348
3,109,DEV,fear,81,0.33595,81,27.1785,3284,57.1084,60.4082,60.4583,61.3582,0.1,fear_4.png,NaN,319
3,110,DEV,fear,78,0.33066,0,25.8141,3351,61.4749,64.8414,64.8914,65.7913,0.1,fear_25.png,NaN,320
3,111,DEV,fear,77,0.63124,0,48.4641,1068,65.908,66.9912,67.0413,67.9412,7.1,fear_11.png,NaN,305
3,112,DEV,fear,84,0.332,0,27.8963,3334,75.0576,78.4074,78.4574,79.3574,5.1,fear_23.png,NaN,318
3,113,DEV,fear,76,0.59707,76,45.1824,1234,84.4738,85.7237,85.7737,86.6736,0.1,fear_17.png,NaN,303
3,114,DEV,fear,79,0.45458,0,36.0834,2101,86.7903,88.9069,88.9569,89.8568,1.1,fear_20.png,NaN,300
3,115,DEV,fear,81,0.29726,0,24.1028,3784,90.9735,94.7733,94.8233,95.7232,0.1,fear_2.png,NaN,320
3,116,DEV,fear,80,0.48717,0,38.7346,1868,95.8399,97.7231,97.7732,98.6731,0.1,fear_16.png,NaN,281
3,117,DEV,fear,75,0.59707,0,44.5854,1234,98.7898,100.0397,100.0897,100.9896,0.1,fear_3.png,NaN,299
3,118,DEV,fear,88,0.33066,0,29.1207,3351,101.1063,104.4728,104.5228,105.4227,1.1,fear_12.png,NaN,301
3,119,DEV,fear,79,0.61039,79,48.4197,1168,106.5394,107.7226,107.7727,108.6726,1.1,fear_6.png,NaN,298
3,120,DEV,fear,81,0.51302,0,41.4704,1701,109.7893,111.5058,111.5558,112.4557,0.1,fear_7.png,NaN,282
3,121,DEV,fear,76,0.4999,76,38.0809,1784,112.5725,114.3723,114.4224,115.3223,9.1,fear_18.png,NaN,299
3,122,DEV,fear,77,0.62071,77,47.8289,1118,124.4386,125.5718,125.6218,126.5218,3.1,fear_8.png,NaN,277
3,123,DEV,fear,76,0.66045,76,50.1863,934,129.6383,130.5882,130.6382,131.5382,8.1,fear_14.png,NaN,134
3,124,DEV,fear,76,0.64197,76,49.1038,1018,139.6545,140.6878,140.7378,141.6377,9.1,fear_9.png,NaN,112
3,125,DEV,fear,82,0.48481,0,39.5463,1884,150.754,152.6539,152.7039,153.6038,4.1,fear_24.png,NaN,99
3,126,DEV,fear,79,0.60713,0,48.2128,1184,157.7203,158.9202,158.9703,159.8702,1.1,fear_23.png,NaN,94
3,127,DEV,fear,79,0.39998,0,31.5661,2568,160.9868,163.57,163.62,164.52,1.1,fear_2.png,NaN,96
3,128,DEV,fear,80,0.33326,0,26.6559,3318,165.6366,168.9697,169.0198,169.9197,6.1,fear_21.png,NaN,92
3,129,DEV,fear,78,0.60027,78,46.5749,1218,176.0695,177.3027,177.3527,178.2526,0.1,fear_4.png,NaN,89
3,130,DEV,fear,76,0.56814,76,43.4173,1384,178.3693,179.7692,179.8193,180.7192,0.1,fear_14.png,NaN,82
3,131,DEV,fear,78,0.55581,0,43.2069,1451,180.8359,182.3024,182.3525,183.2524,0.1,fear_8.png,NaN,90
3,132,DEV,fear,84,0.4257,0,35.8337,2334,183.3691,185.7189,185.769,186.6689,7.1,fear_13.png,NaN,81
3,133,DEV,fear,76,0.62427,0,47.42,1101,193.7853,194.9019,194.9519,195.8518,2.1,fear_3.png,NaN,77
3,134,DEV,fear,78,0.38829,78,30.3908,2684,197.9684,200.6683,200.7183,201.6182,3.1,fear_1.png,NaN,79
3,135,DEV,fear,76,0.38498,0,29.4005,2718,204.7348,207.4679,207.518,208.4179,0.1,fear_20.png,NaN,92
3,136,DEV,fear,71,0.64938,71,46.294,984,208.5346,209.5345,209.5846,210.4845,2.1,fear_15.png,NaN,80
3,137,DEV,fear,76,0.6529,0,49.7472,968,212.6011,213.5843,213.6343,214.5343,1.1,fear_22.png,NaN,76
3,138,DEV,fear,76,0.60027,76,45.3744,1218,215.6509,216.8841,216.9342,217.8341,0.1,fear_24.png,NaN,80
3,139,DEV,fear,79,0.56184,79,44.1503,1418,217.9508,219.384,219.4341,220.334,0.1,fear_12.png,NaN,79
3,140,DEV,fear,73,0.55292,73,40.2587,1467,220.4507,221.9339,221.984,222.8839,2.1,fear_10.png,NaN,81
3,141,DEV,fear,73,0.54105,73,39.5588,1534,225.0005,226.5504,226.6004,227.5003,2.1,fear_19.png,NaN,91
3,142,DEV,fear,81,0.49226,0,40.0581,1834,229.6169,231.4668,231.5168,232.4168,3.1,fear_16.png,NaN,93
3,143,DEV,fear,75,0.46356,0,34.8294,2034,235.5333,237.5832,237.6332,238.5331,4.1,fear_7.png,NaN,81
3,144,DEV,fear,78,0.52118,0,40.4568,1651,242.6497,244.3162,244.3663,245.2661,3.1,fear_6.png,NaN,77
3,145,DEV,fear,83,0.36659,0,30.4026,2917,248.3827,251.3159,251.3659,252.2658,0.1,fear_25.png,NaN,75
3,146,DEV,fear,73,0.69483,0,50.7403,784,252.3825,253.1824,253.2325,254.1325,2.1,fear_17.png,NaN,74
3,147,DEV,fear,80,0.52667,80,42.3888,1618,256.249,257.8823,257.9322,258.8322,0.1,fear_18.png,NaN,79
3,148,DEV,fear,73,0.54685,73,39.9017,1501,258.9489,260.4654,260.5154,261.4154,6.1,fear_11.png,NaN,83
3,149,DEV,fear,73,0.65667,73,47.9966,951,267.5318,268.4984,268.5484,269.4483,0.1,fear_5.png,NaN,92
3,150,DEV,fear,78,0.61387,0,48.0263,1151,269.565,270.7316,270.7816,271.6816,12.1,fear_9.png,NaN,79
4,151,IEV,scram,22,0.86947,22,19.2609,984,8.012,9.012,9.062,9.9619,1.1,scram_23.png,74,74
4,152,IEV,scram,16,0.89667,16,14.7175,334,11.0786,11.4285,11.4786,12.3785,0.1,scram_16.png,NaN,75
4,153,IEV,scram,38,0.78814,38,29.8645,1801,12.4952,14.3117,14.3617,15.2617,1.1,scram_17.png,NaN,59
4,154,IEV,scram,55,0.67535,55,37.2788,2518,16.3783,18.9115,18.9615,19.8615,1.1,scram_2.png,NaN,156
4,155,IEV,scram,79,0.58671,79,46.4056,2984,20.9781,23.9779,24.028,24.9279,1.1,scram_1.png,NaN,221
4,156,IEV,scram,93,0.49466,93,46.2357,3434,26.0612,29.511,29.561,30.461,2.1,scram_8.png,NaN,275
4,157,IEV,scram,108,0.45291,108,48.713,3634,32.5776,36.2273,36.2774,37.1773,0.1,scram_20.png,NaN,319
4,158,IEV,scram,116,0.43202,0,50.0712,3734,37.294,41.0438,41.0938,41.9937,4.1,scram_5.png,NaN,346
4,159,IEV,scram,23,0.89038,0,20.4055,568,46.1103,46.694,46.7435,47.6435,0.1,scram_19.png,NaN,302
4,160,IEV,scram,43,0.76501,43,32.6539,1968,47.7602,49.7434,49.7934,50.6933,7.1,scram_24.png,NaN,303
4,161,IEV,scram,61,0.64485,61,39.3257,2684,57.8097,60.5095,60.5596,61.4595,1.1,scram_6.png,NaN,308
4,162,IEV,scram,72,0.61291,72,44.3983,2851,62.5761,65.4426,65.4927,66.3926,11.1,scram_7.png,NaN,305
4,163,IEV,scram,63,0.66649,63,41.8862,2567,77.5088,80.0919,80.142,81.0419,3.1,scram_22.png,NaN,302
4,164,IEV,scram,66,0.63218,66,42.035,2751,84.1585,86.925,86.975,87.8749,6.1,scram_12.png,NaN,302
4,165,IEV,scram,101,0.48424,0,48.6945,3484,93.9913,97.4911,97.5412,98.4411,0.1,scram_4.png,NaN,301
4,166,IEV,scram,61,0.66027,0,40.2884,2601,98.5578,101.1743,101.2243,102.1242,0.1,scram_3.png,NaN,278
4,167,IEV,scram,20,0.86244,20,17.6314,1084,102.2409,103.3408,103.3909,104.2908,0.1,scram_25.png,NaN,298
4,168,IEV,scram,35,0.78144,0,27.3411,1851,104.4075,106.274,106.3241,107.224,0.1,scram_11.png,NaN,299
4,169,IEV,scram,26,0.85986,26,22.2759,1118,107.3408,108.4739,108.5239,109.424,4.1,scram_14.png,NaN,305
4,170,IEV,scram,69,0.61951,0,42.7884,2817,113.5404,116.3735,116.4236,117.3235,0.1,scram_15.png,NaN,306
4,171,IEV,scram,101,0.48069,101,48.3747,3501,117.4402,120.9567,121.0067,121.9066,0.1,scram_9.png,NaN,321
4,172,IEV,scram,109,0.4738,109,51.5333,3534,122.0566,125.6065,125.6565,126.5564,5.1,scram_21.png,NaN,341
4,173,IEV,scram,115,0.45291,115,51.8834,3634,131.6896,135.3393,135.3893,136.2893,6.1,scram_18.png,NaN,361
4,174,IEV,scram,114,0.43891,0,50.2163,3701,142.4057,146.1221,146.1722,147.0721,4.1,scram_10.png,NaN,376
4,175,IEV,scram,24,0.86116,24,20.3867,1101,151.2053,152.3218,152.3719,153.2718,0.1,scram_13.png,NaN,345
4,176,IEV,scram,51,0.68142,51,34.8106,2484,153.3885,155.8884,155.9384,156.8383,0.1,scram_14.png,NaN,359
4,177,IEV,scram,74,0.57329,0,42.5017,3051,156.9717,160.0382,160.0882,160.9881,3.1,scram_9.png,NaN,360
4,178,IEV,scram,24,0.87162,24,20.7003,951,164.1213,165.0879,165.1379,166.0379,2.1,scram_8.png,NaN,363
4,179,IEV,scram,41,0.75018,41,30.8639,2068,168.1711,170.2544,170.3044,171.2043,5.1,scram_10.png,NaN,363
4,180,IEV,scram,62,0.63218,62,39.5063,2751,176.3374,179.1039,179.154,180.0539,3.1,scram_2.png,NaN,363
4,181,IEV,scram,91,0.53606,0,48.8756,3234,183.1871,186.4369,186.4869,187.3869,0.1,scram_4.png,NaN,363
4,182,IEV,scram,88,0.52225,0,45.8442,3301,187.5202,190.8367,190.8867,191.7867,2.1,scram_5.png,NaN,364
4,183,IEV,scram,37,0.76501,37,28.0639,1968,193.9199,195.9031,195.9531,196.8531,3.1,scram_15.png,NaN,364
4,184,IEV,scram,23,0.88981,0,20.5061,584,199.9863,200.5862,200.6363,201.5362,1.1,scram_17.png,NaN,364
4,185,IEV,scram,92,0.50859,0,46.538,3367,202.6695,206.0527,206.1027,207.0026,2.1,scram_19.png,NaN,376
4,186,IEV,scram,39,0.74513,39,29.0493,2101,209.1359,211.2525,211.3024,212.2024,0.1,scram_21.png,NaN,363
4,187,IEV,scram,84,0.53606,84,45.1232,3234,212.3357,215.5855,215.6356,216.5355,8.1,scram_12.png,NaN,364
4,188,IEV,scram,78,0.5565,78,43.4611,3134,224.6685,227.8183,227.8683,228.7683,4.1,scram_6.png,NaN,363
4,189,IEV,scram,57,0.64785,57,37.1868,2668,232.9014,235.5846,235.6346,236.5345,0.1,scram_24.png,NaN,362
4,190,IEV,scram,31,0.82244,31,25.7253,1518,236.6679,238.2011,238.2512,239.1511,1.1,scram_7.png,NaN,362
4,191,IEV,scram,93,0.51874,0,48.0994,3318,240.2844,243.6175,243.6676,244.5675,9.1,scram_1.png,NaN,362
4,192,IEV,scram,21,0.8559,21,17.6393,1168,253.7005,254.8837,254.9337,255.8336,1.1,scram_3.png,NaN,361
4,193,IEV,scram,61,0.63863,61,39.0885,2717,256.967,259.7001,259.7501,260.6501,1.1,scram_16.png,NaN,362
4,194,IEV,scram,74,0.59663,74,44.0975,2934,261.7834,264.7332,264.7832,265.6832,4.1,scram_13.png,NaN,361
4,195,IEV,scram,96,0.51191,96,48.9309,3351,269.8163,273.1828,273.2329,274.1328,2.1,scram_18.png,NaN,343
4,196,IEV,scram,104,0.48778,0,50.9713,3467,276.2661,279.7492,279.7992,280.6991,0.1,scram_25.png,NaN,361
4,197,IEV,scram,47,0.71582,47,33.625,2284,280.8325,283.1324,283.1824,284.0823,0.1,scram_22.png,NaN,342
4,198,IEV,scram,32,0.82244,32,26.5477,1518,284.2157,285.7489,285.7989,286.6989,4.1,scram_20.png,NaN,342
4,199,IEV,scram,123,0.41473,0,51.203,3817,290.832,294.6651,294.7151,295.6151,1.1,scram_11.png,NaN,342
4,200,IEV,scram,22,0.86362,22,19.1983,1068,296.7484,297.8316,297.8817,298.7816,12.1,scram_23.png,NaN,318
5,201,DEV,happy,72,0.64197,72,46.5359,1018,8.0663,9.1,9.1496,10.0496,0.1,happy_18.png,78,78
5,202,DEV,happy,75,0.62427,75,46.7958,1101,10.1829,11.2995,11.3495,12.2494,2.1,happy_7.png,NaN,78
5,203,DEV,happy,83,0.48717,83,40.1961,1868,14.3827,16.2659,16.316,17.2159,2.1,happy_10.png,NaN,80
5,204,DEV,happy,84,0.43353,0,36.3974,2268,19.3491,21.6323,21.6824,22.5823,1.1,happy_3.png,NaN,98
5,205,DEV,happy,80,0.63852,80,50.8142,1034,23.7156,24.7655,24.8155,25.7155,8.1,happy_5.png,NaN,76
5,206,DEV,happy,79,0.52667,79,41.8621,1618,33.8485,35.4817,35.5317,36.4316,0.1,happy_25.png,NaN,73
5,207,DEV,happy,81,0.48232,81,38.8924,1901,36.565,38.4815,38.5316,39.4315,0.1,happy_21.png,NaN,76
5,208,DEV,happy,75,0.45235,0,34.1245,2118,39.5649,41.6981,41.7481,42.648,3.1,happy_6.png,NaN,80
5,209,DEV,happy,73,0.60368,73,43.7679,1201,45.7812,46.9978,47.0478,47.9478,0.1,happy_24.png,NaN,69
5,210,DEV,happy,85,0.37252,0,31.5709,2851,48.0811,50.9476,50.9976,51.8976,3.1,happy_12.png,NaN,62
5,211,DEV,happy,74,0.77277,74,56.8998,468,55.0641,55.5474,55.5974,56.4974,8.1,happy_15.png,NaN,59
5,212,DEV,happy,72,0.54987,0,39.5299,1484,64.6303,66.1302,66.1803,67.0802,0.1,happy_16.png,NaN,51
5,213,DEV,happy,72,0.68318,72,49.4323,834,67.2136,68.0635,68.1136,69.0134,0.1,happy_23.png,NaN,34
5,214,DEV,happy,70,0.63487,0,44.2371,1051,69.1468,70.2134,70.2635,71.1633,4.1,happy_22.png,NaN,32
