run,trial,rewFunc,emotion,magnitude,probability,score,ev,rt,clock_onset,isi_onset,feedback_onset,iti_onset,iti_ideal,image,full_rtpred_explore,full_rtpred_exploit,limited_rtpred_explore,limited_rtpred_exploit
1,1,DEV,scram,78,0.60713,0,47.6057,1184,8.124,9.324,9.3745,10.274,5.1,scram_2.png,94,94,84,84
1,2,DEV,scram,80,0.40353,0,32.2077,2534,15.4571,18.0069,18.057,18.9569,1.1,scram_7.png,376,94,231,84
1,3,DEV,scram,68,0.76431,68,51.9033,501,20.0736,20.5901,20.6402,21.5401,2.1,scram_20.png,376,94,35,84
1,4,DEV,scram,65,0.78575,65,51.2251,418,23.6567,24.09,24.1401,25.0399,5.1,scram_12.png,376,25,141,35
1,5,DEV,scram,66,0.77277,66,50.7176,468,30.1398,30.623,30.6731,31.573,0.1,scram_19.png,376,25,144,35
1,6,DEV,scram,74,0.75997,74,56.2756,518,31.673,32.2063,32.2563,33.1562,0.1,scram_4.png,376,25,146,35
1,7,DEV,scram,69,0.76431,69,52.6676,501,33.2563,33.7729,33.8229,34.7228,1.1,scram_15.png,376,25,148,35
1,8,DEV,scram,65,0.78158,0,51.0644,434,35.8228,36.2727,36.3228,37.2227,0.1,scram_24.png,376,25,149,35
1,9,DEV,scram,71,0.7391,71,52.2608,601,37.3227,37.9393,37.9894,38.8893,3.1,scram_5.png,376,25,151,35
1,10,DEV,scram,79,0.60027,0,47.1752,1218,41.9892,43.2224,43.2725,44.1724,3.1,scram_9.png,376,25,153,35
1,11,DEV,scram,80,0.42372,80,33.9964,2351,47.2889,49.6554,49.7055,50.6054,0.1,scram_18.png,376,25,159,35
1,12,DEV,scram,82,0.41246,0,33.6379,2451,50.7221,53.1886,53.2387,54.1386,1.1,scram_3.png,376,25,148,35
1,13,DEV,scram,84,0.39155,0,32.9569,2651,55.2386,57.9051,57.9551,58.855,1.1,scram_21.png,376,25,141,35
1,14,DEV,scram,73,0.76431,73,55.7248,501,59.955,60.4716,60.5217,61.4216,1.1,scram_17.png,376,25,136,35
1,15,DEV,scram,67,0.77717,67,52.4462,451,62.5216,62.9881,63.0382,63.9381,4.1,scram_1.png,376,25,137,35
1,16,DEV,scram,70,0.77717,70,54.7777,451,68.0546,68.5212,68.5713,69.4712,10.1,scram_16.png,376,25,138,35
1,17,DEV,scram,69,0.76431,0,52.6676,501,79.5708,80.0874,80.1374,81.0373,1.1,scram_14.png,376,25,139,35
1,18,DEV,scram,78,0.41246,0,31.9881,2451,82.1373,84.6038,84.6538,85.5538,2.1,scram_6.png,376,25,141,35
1,19,DEV,scram,74,0.57758,0,42.8433,1334,87.6537,89.0036,89.0537,89.9536,5.1,scram_22.png,376,25,136,35
1,20,DEV,scram,72,0.78575,72,56.7253,418,95.0534,95.4866,95.5366,96.4366,0.1,scram_23.png,376,25,139,35
1,21,DEV,scram,76,0.75591,0,57.5853,534,96.5366,97.0866,97.1366,98.0365,0.1,scram_13.png,376,25,140,35
1,22,DEV,scram,66,0.77717,66,51.669,451,98.1366,98.6031,98.6532,99.5531,0.1,scram_25.png,376,25,142,35
1,23,DEV,scram,68,0.79019,68,53.7645,401,99.6532,100.0697,100.1198,101.0197,0.1,scram_11.png,376,25,143,35
1,24,DEV,scram,68,0.79466,0,53.9447,384,101.1198,101.5197,101.5697,102.4696,4.1,scram_10.png,376,25,144,35
1,25,DEV,scram,67,0.77717,0,52.4462,451,106.5695,107.0361,107.0861,107.986,2.1,scram_8.png,376,25,144,35
