run,trial,rewFunc,emotion,magnitude,probability,score,ev,rt,clock_onset,isi_onset,feedback_onset,iti_onset,iti_ideal,image,p_chosen
1,1,IEV,fear,35,0.82067,35,28.3714,1534,8.0634,9.6133,9.6638,10.5633,5.1,fear_11.png,0.0245845987566386
1,2,IEV,fear,45,0.73211,0,33.0776,2184,15.6798,17.8796,17.9297,18.8296,1.1,fear_8.png,2.49386416783927e-06
1,3,IEV,fear,16,0.89203,16,13.861,518,19.9462,20.4795,20.5295,21.4294,2.1,fear_17.png,0.00177714862661167
1,4,IEV,fear,19,0.86606,19,16.2689,1034,23.5295,24.5793,24.6294,25.5293,0.1,fear_13.png,0.0107618222031697
1,5,IEV,fear,23,0.83966,23,19.6536,1351,25.6294,26.9959,27.0459,27.9458,1.1,fear_5.png,0.0146809774824629
1,6,IEV,fear,29,0.85173,29,24.9882,1218,29.0624,30.2957,30.3457,31.2457,3.1,fear_23.png,0.015367174694549
1,7,IEV,fear,32,0.80711,32,25.6627,1651,34.3456,36.0122,36.0622,36.9621,0.1,fear_18.png,0.0083102758331578
1,8,IEV,fear,36,0.76515,0,27.2858,1967,37.0622,39.0453,39.0954,39.9953,0.1,fear_19.png,0.000136468690232093
1,9,IEV,fear,25,0.85459,25,21.2275,1184,40.0953,41.2952,41.3453,42.2452,2.1,fear_6.png,0.0143117107720345
1,10,IEV,fear,31,0.83966,31,26.3709,1351,44.3452,45.7117,45.7618,46.6617,0.1,fear_16.png,0.0123266656504512
1,11,IEV,fear,26,0.85459,26,22.0821,1184,46.7618,47.9616,48.0116,48.9115,0.1,fear_1.png,0.0139845288090581
1,12,IEV,fear,29,0.84128,29,24.5079,1334,49.0616,50.4115,50.4616,51.3615,0.1,fear_10.png,0.0122652724971124
1,13,IEV,fear,31,0.84437,31,25.8433,1301,51.4615,52.7781,52.8281,53.728,4.1,fear_4.png,0.0126649361418807
1,14,IEV,fear,26,0.86244,26,22.806,1084,57.8279,58.9278,58.9778,59.8778,0.1,fear_2.png,0.0119996186990848
1,15,IEV,fear,25,0.84437,25,20.7771,1301,59.9778,61.2944,61.3444,62.2443,4.1,fear_21.png,0.0118786869651631
1,16,IEV,fear,29,0.83643,29,24.2146,1384,66.3442,67.7441,67.7941,68.694,0.1,fear_9.png,0.010868205082928
1,17,IEV,fear,31,0.81105,0,25.2656,1618,68.7941,70.4273,70.4773,71.3773,1.1,fear_12.png,0.00355473689321079
1,18,IEV,fear,22,0.85986,22,18.8365,1118,72.4773,73.6105,73.6605,74.5604,11.1,fear_24.png,0.0113978793534122
1,19,IEV,fear,23,0.85727,23,20.032,1151,85.66,86.8266,86.8767,87.7765,3.1,fear_25.png,0.0111623553130229
1,20,IEV,fear,27,0.85727,27,23.4611,1151,90.8764,92.0431,92.093,92.993,0.1,fear_20.png,0.0109480092409386
1,21,IEV,fear,33,0.84279,0,27.7072,1318,93.093,94.4262,94.4763,95.3762,4.1,fear_7.png,0.00838104069634721
1,22,IEV,fear,16,0.88511,16,14.2212,701,99.4762,100.1927,100.2427,101.1426,1.1,fear_22.png,0.00573500348444984
1,23,IEV,fear,20,0.87368,20,17.7857,918,102.2426,103.1759,103.2259,104.1258,1.1,fear_14.png,0.00869424993776392
1,24,IEV,fear,22,0.86717,22,18.7134,1018,105.2258,106.2591,106.3091,107.209,0.1,fear_15.png,0.00970674925404826
1,25,IEV,fear,21,0.86244,21,18.4938,1084,107.3091,108.409,108.459,109.3589,0.1,fear_3.png,0.00960439991041449
1,26,IEV,fear,19,0.8828,0,16.3759,751,109.459,110.2255,110.2756,111.1755,3.1,fear_9.png,0.00457028263173739
1,27,IEV,fear,22,0.86485,22,19.0319,1051,114.2921,115.3587,115.4087,116.3086,2.1,fear_24.png,0.00852666926001805
1,28,IEV,fear,23,0.87269,23,19.6756,934,118.4252,119.3751,119.4252,120.3251,5.1,fear_14.png,0.00707994324129617
1,29,IEV,fear,28,0.85727,28,24.3183,1151,125.4249,126.5915,126.6416,127.5415,5.1,fear_2.png,0.009252834348091
1,30,IEV,fear,27,0.85036,27,22.5998,1234,132.6579,133.9078,133.9579,134.8578,1.1,fear_22.png,0.00960314669993353
1,31,IEV,fear,26,0.83966,0,22.1726,1351,135.9745,137.341,137.3911,138.291,8.1,fear_10.png,0.00872111972117152
1,32,IEV,fear,26,0.87053,26,22.5949,968,146.4073,147.3906,147.4406,148.3405,2.1,fear_25.png,0.0080283844645481
1,33,IEV,fear,23,0.87571,23,20.1111,884,150.4572,151.3571,151.4071,152.3071,9.1,fear_8.png,0.00712544073646998
1,34,IEV,fear,19,0.87162,19,16.3422,951,161.4233,162.3899,162.44,163.3399,0.1,fear_16.png,0.00771670014296566
1,35,IEV,fear,27,0.86717,27,23.0492,1018,163.4566,164.4898,164.5398,165.4398,1.1,fear_6.png,0.008343568448226
1,36,IEV,fear,19,0.87162,0,16.3422,951,166.5565,167.523,167.5731,168.473,5.1,fear_5.png,0.00721072209610947
1,37,IEV,fear,29,0.83643,29,24.2146,1384,173.5895,174.9894,175.0394,175.9393,4.1,fear_17.png,0.00842777809258046
1,38,IEV,fear,28,0.82962,28,23.3034,1451,180.0558,181.5224,181.5725,182.4724,3.1,fear_20.png,0.00815447583005577
1,39,IEV,fear,32,0.83474,32,26.9071,1401,185.5889,187.0055,187.0556,187.9555,1.1,fear_21.png,0.00859242746412597
