run,trial,rewFunc,emotion,magnitude,probability,score,ev,rt,clock_onset,isi_onset,feedback_onset,iti_onset,iti_ideal,image,value_softmax_p_chosen,uv_p_chosen
1,1,IEV,fear,27,0.86717,27,23.0492,1018,8.0273,9.0606,9.1111,10.0105,5.1,fear_11.png,0.0233751296665912,1.50019156999197e-18
1,2,IEV,fear,40,0.76019,40,30.7722,2001,15.127,17.1435,17.1936,18.0935,1.1,fear_8.png,0.0114062448880145,8.81565286008263e-14
1,3,IEV,fear,72,0.58332,0,41.9135,3001,19.2102,22.2266,22.2767,23.1766,2.1,fear_17.png,1.63815756147444e-12,1.31980539293336e-12
1,4,IEV,fear,38,0.75275,38,28.3891,2051,25.2766,27.3431,27.3932,28.2931,0.1,fear_13.png,0.00336411355126432,3.37837116710829e-07
1,5,IEV,fear,19,0.86244,19,16.7689,1084,28.3931,29.493,29.5431,30.443,1.1,fear_5.png,0.00114932956235311,1.32808938726666e-07
1,6,IEV,fear,44,0.76019,44,33.8129,2001,31.543,33.5595,33.6095,34.5094,3.1,fear_23.png,0.01514429965959,9.67253632860169e-06
1,7,IEV,fear,39,0.76501,39,29.5939,1968,37.6094,39.5926,39.6426,40.5425,0.1,fear_18.png,0.0179990922384693,1.38229761196779e-05
1,8,IEV,fear,39,0.74513,0,29.0493,2101,40.6426,42.7591,42.8091,43.709,0.1,fear_19.png,0.00564872474957449,9.18430297707034e-08
1,9,IEV,fear,38,0.77454,38,29.5235,1901,43.8258,45.7423,45.7924,46.6923,2.1,fear_6.png,0.0140944306283021,3.73801171889053e-07
1,10,IEV,fear,41,0.78374,41,31.8291,1834,48.8089,50.6588,50.7088,51.6087,0.1,fear_16.png,0.016028790427606,1.27583125908773e-06
1,11,IEV,fear,38,0.77911,38,29.8933,1868,51.7088,53.592,53.642,54.5419,0.1,fear_1.png,0.0150195652500896,2.13876012715141e-06
1,12,IEV,fear,40,0.77691,40,30.8663,1884,54.642,56.5418,56.5919,57.4919,0.1,fear_10.png,0.0146915958722596,4.19584522388521e-06
1,13,IEV,fear,42,0.77691,42,32.4201,1884,57.5918,59.4917,59.5418,60.4417,4.1,fear_4.png,0.0146338856660235,8.95357912176916e-06
1,14,IEV,fear,41,0.77454,41,31.8471,1901,64.5415,66.4581,66.5082,67.408,0.1,fear_2.png,0.0140304202419227,1.53524405178255e-05
1,15,IEV,fear,37,0.76746,37,28.6115,1951,67.5081,69.4746,69.5247,70.4246,4.1,fear_21.png,0.0128607202037243,1.87382701299429e-05
1,16,IEV,fear,41,0.76501,41,31.1239,1968,74.5244,76.5076,76.5577,77.4576,0.1,fear_9.png,0.012636455480418,2.94778516213971e-05
1,17,IEV,fear,26,0.84437,0,21.6214,1301,77.5577,78.8742,78.9242,79.8242,1.1,fear_12.png,0.000754558710019061,4.46597458667263e-07
1,18,IEV,fear,44,0.72939,44,31.8336,2201,80.9242,83.1407,83.1908,84.0906,11.1,fear_24.png,0.0121845549479716,5.50733478318413e-06
