run,trial,rewFunc,emotion,magnitude,probability,score,ev,rt,clock_onset,isi_onset,feedback_onset,iti_onset,iti_ideal,image,value_softmax_p_chosen,uv_p_chosen
1,1,IEV,fear,44,0.76501,44,33.4189,1968,8.0595,10.0427,10.0932,10.9927,5.1,fear_11.png,0.0274023496225761,5.54630103425932e-51
1,2,IEV,fear,23,0.86362,23,20.0619,1068,16.1258,17.2091,17.2591,18.159,1.1,fear_8.png,1.42282059321222e-05,1.18424148512764e-71
1,3,IEV,fear,15,0.89255,15,13.7602,501,19.2757,19.7922,19.8424,20.7423,2.1,fear_17.png,1.24456614593439e-07,6.61639381494605e-92
1,4,IEV,fear,58,0.63844,0,37.1855,2718,22.8422,25.5753,25.6254,26.5253,0.1,fear_13.png,1.7535785421166e-08,6.74229743253254e-50
1,5,IEV,fear,74,0.5632,74,41.9559,3101,26.6254,29.7418,29.7919,30.6918,1.1,fear_5.png,0.00807196737892513,3.28990813358252e-28
1,6,IEV,fear,116,0.44601,116,51.6997,3667,31.7918,35.4749,35.5249,36.4249,3.1,fear_23.png,0.000727353243352832,1.83701239411293e-06
1,7,IEV,fear,111,0.44601,0,49.4696,3667,39.5248,43.2079,43.258,44.1579,0.1,fear_18.png,0.0094034407167886,0.000651636241835428
1,8,IEV,fear,86,0.51895,0,44.4571,3317,44.2579,47.591,47.6411,48.541,0.1,fear_19.png,3.50745449980377e-05,6.09969934687271e-07
1,9,IEV,fear,85,0.53606,85,45.6593,3234,48.6411,51.8909,51.9409,52.8408,2.1,fear_6.png,8.77115012047632e-05,1.74016011227364e-06
1,10,IEV,fear,89,0.53606,0,47.8035,3234,54.9408,58.1906,58.2406,59.1405,0.1,fear_16.png,6.1384255513211e-05,1.18447665781301e-07
1,11,IEV,fear,96,0.4982,96,48.0488,3417,59.2406,62.6737,62.7238,63.6237,0.1,fear_1.png,0.000918193439981591,2.42771734067717e-05
1,12,IEV,fear,98,0.49466,98,48.709,3434,63.7237,67.1736,67.2236,68.1235,0.1,fear_10.png,0.00123796111267869,6.25268165717078e-05
1,13,IEV,fear,100,0.49466,0,49.6984,3434,68.2235,71.6733,71.7234,72.6233,4.1,fear_4.png,0.00187088488233998,1.09834982884712e-05
1,14,IEV,fear,85,0.54978,85,46.5854,3167,76.7237,79.9063,79.9564,80.8563,0.1,fear_2.png,0.000327449069535138,6.71124292701068e-06
1,15,IEV,fear,83,0.53606,0,44.5871,3234,80.9563,84.2061,84.2561,85.1561,4.1,fear_21.png,0.000459001887615686,2.60647437553819e-07
1,16,IEV,fear,92,0.51543,92,47.224,3334,89.256,92.6058,92.6558,93.5557,0.1,fear_9.png,0.00145615444245779,7.20994606275843e-06
1,17,IEV,fear,95,0.49466,0,47.2251,3434,93.6558,97.1056,97.1556,98.0555,1.1,fear_12.png,0.00439779581692946,1.60363002921668e-07
1,18,IEV,fear,85,0.52927,0,44.9511,3267,99.1555,102.4387,102.4887,103.3886,11.1,fear_24.png,0.00135116511988084,2.05094720024499e-09
1,19,IEV,fear,83,0.53955,0,44.9377,3217,114.4882,117.7213,117.7714,118.6713,3.1,fear_25.png,0.00077550195283249,6.56963700025569e-11
1,20,IEV,fear,121,0.42847,0,51.9346,3751,121.7712,125.5377,125.5877,126.4876,0.1,fear_20.png,0.0159475202427739,1.17964612471219e-11
1,21,IEV,fear,96,0.51895,0,49.6465,3317,126.5877,129.9208,129.9708,130.8708,4.1,fear_7.png,0.0046953825319813,4.6846272803533e-14
1,22,IEV,fear,39,0.75275,39,29.1419,2051,134.9706,137.0372,137.0872,137.9871,1.1,fear_22.png,2.60150477560808e-06,2.65197110717636e-09
1,23,IEV,fear,40,0.7553,40,30.4311,2034,139.0871,141.137,141.187,142.087,1.1,fear_14.png,7.43644792434009e-06,2.7138010351952e-09
1,24,IEV,fear,42,0.74513,0,31.2847,2101,143.187,145.3035,145.3535,146.2534,0.1,fear_15.png,3.8566410003053e-07,3.22314357038992e-11
1,25,IEV,fear,38,0.76501,0,28.8289,1968,146.3535,148.3367,148.3867,149.2867,0.1,fear_3.png,3.40924160088277e-09,1.17242839786358e-11
1,26,IEV,fear,97,0.49112,0,47.3965,3451,149.3867,152.8531,152.9032,153.8031,3.1,fear_9.png,0.00685574080412845,1.79302475363548e-12
1,27,IEV,fear,84,0.53606,84,45.1232,3234,156.903,160.1528,160.2029,161.1028,2.1,fear_24.png,0.00286653041188839,8.8182161123253e-12
1,28,IEV,fear,89,0.52576,0,46.7143,3284,163.2028,166.5026,166.5526,167.4525,5.1,fear_14.png,0.0036709335103585,7.57430510231293e-13
1,29,IEV,fear,94,0.51895,94,48.6086,3317,172.5524,175.8855,175.9355,176.8354,5.1,fear_2.png,0.00455069291549254,2.32354221967457e-11
1,30,IEV,fear,81,0.5565,0,45.1306,3134,181.9519,185.1017,185.1518,186.0517,1.1,fear_22.png,0.00137938502194518,1.05780995842711e-12
1,31,IEV,fear,92,0.50506,0,46.714,3384,187.1684,190.5682,190.6182,191.5181,8.1,fear_10.png,0.00567288442330888,2.89772558775023e-13
1,32,IEV,fear,86,0.54958,0,47.1452,3168,199.6345,202.8176,202.8677,203.7676,2.1,fear_25.png,0.00191227826122109,1.62256324640972e-14
1,33,IEV,fear,92,0.51895,92,47.5707,3317,205.8842,209.2174,209.2674,210.1673,9.1,fear_8.png,0.00411541521870922,5.14110917877932e-13
1,34,IEV,fear,83,0.53256,83,44.2426,3251,219.2837,222.5501,222.6002,223.5001,0.1,fear_16.png,0.00349400278049238,3.26264108448104e-12
1,35,IEV,fear,92,0.52576,0,48.2916,3284,223.6168,226.9166,226.9666,227.8666,1.1,fear_6.png,0.0039890245960531,4.91942784625418e-13
