run,trial,rewFunc,emotion,magnitude,probability,score,ev,rt,clock_onset,isi_onset,feedback_onset,iti_onset,iti_ideal,image,p_chosen
1,1,DEV,scram,77,0.65667,0,50.6232,951,8.0759,9.0425,9.093,9.9924,5.1,scram_2.png,0.00265957446808511
1,2,DEV,scram,78,0.48717,0,37.7603,1868,15.1089,16.9921,17.0422,17.9421,1.1,scram_7.png,0.00265957446808511
1,3,DEV,scram,79,0.35788,0,28.3467,3017,19.0588,22.0919,22.142,23.0419,2.1,scram_20.png,0.00265957446808511
1,4,DEV,scram,72,0.53809,0,38.8454,1551,25.1585,26.725,26.7751,27.675,5.1,scram_12.png,0.00265957446808511
1,5,DEV,scram,76,0.39325,76,29.9339,2634,32.7748,35.4246,35.4747,36.3746,0.1,scram_19.png,0.0145747956463183
1,6,DEV,scram,84,0.38986,84,32.8347,2668,36.4747,39.1578,39.2079,40.1078,0.1,scram_4.png,0.0155322315038412
1,7,DEV,scram,79,0.39496,0,31.229,2617,40.2079,42.841,42.891,43.7909,1.1,scram_15.png,0.0105726174111639
1,8,DEV,scram,76,0.38182,0,29.1958,2751,44.891,47.6574,47.7075,48.6074,0.1,scram_24.png,0.0202447106726161
1,9,DEV,scram,79,0.41622,0,33.0675,2417,48.7075,51.1406,51.1907,52.0906,3.1,scram_5.png,0.00205541955670778
1,10,DEV,scram,84,0.39833,0,33.4468,2584,55.1905,57.7903,57.8404,58.7403,3.1,scram_9.png,0.00798397919759319
1,11,DEV,scram,81,0.38996,81,31.672,2667,61.8402,64.5234,64.5734,65.4733,0.1,scram_18.png,0.0103756783142108
1,12,DEV,scram,82,0.38345,0,31.6016,2734,65.5734,68.3232,68.3733,69.2732,1.1,scram_3.png,0.0136832725683259
1,13,DEV,scram,84,0.38345,0,32.3685,2734,70.3732,73.123,73.173,74.073,1.1,scram_21.png,0.0138991245818804
1,14,DEV,scram,83,0.40704,83,33.6668,2501,75.173,77.6895,77.7395,78.6394,1.1,scram_17.png,0.0089891373107533
1,15,DEV,scram,77,0.41802,0,32.3525,2401,79.7394,82.1559,82.206,83.1059,4.1,scram_1.png,0.00407339424092873
1,16,DEV,scram,80,0.44175,80,35.2202,2201,87.2058,89.4223,89.4723,90.3722,10.1,scram_16.png,0.00344881109897791
1,17,DEV,scram,78,0.42372,0,33.1489,2351,100.4718,102.8384,102.8884,103.7883,1.1,scram_14.png,0.00675825636743517
1,18,DEV,scram,78,0.38986,0,30.4955,2668,104.8883,107.5715,107.6215,108.5214,2.1,scram_6.png,0.0141490192304045
1,19,DEV,scram,77,0.46356,0,35.7565,2034,110.6547,112.7046,112.7547,113.6545,5.1,scram_22.png,0.000584877092221379
1,20,DEV,scram,82,0.41994,0,34.578,2384,118.771,121.1709,121.2209,122.1208,0.1,scram_23.png,0.00547912017499376
1,21,DEV,scram,86,0.39659,0,34.1144,2601,122.2209,124.8374,124.8874,125.7874,0.1,scram_13.png,0.0112299958579753
1,22,DEV,scram,77,0.40886,0,31.3431,2484,125.8874,128.3872,128.4373,129.3372,0.1,scram_25.png,0.00811810989487392
1,23,DEV,scram,80,0.35643,80,28.6046,3034,129.4372,132.487,132.5371,133.437,0.1,scram_11.png,0.00746108573150235
1,24,DEV,scram,81,0.34667,0,27.9281,3151,133.5371,136.7036,136.7536,137.6535,4.1,scram_10.png,0.00951568513358558
1,25,DEV,scram,80,0.33066,0,26.4754,3351,141.7534,145.1198,145.1699,146.0699,2.1,scram_8.png,0.00334083192698009
1,26,DEV,scram,79,0.40522,0,31.9174,2518,148.1697,150.7029,150.7529,151.6529,8.1,scram_21.png,0.00781155234216252
1,27,DEV,scram,80,0.36659,80,29.3028,2917,159.7525,162.6857,162.7358,163.6357,4.1,scram_16.png,0.00996753816153804
1,28,DEV,scram,82,0.35499,0,29.215,3051,167.7356,170.802,170.8521,171.752,0.1,scram_14.png,0.0101892984877026
1,29,DEV,scram,85,0.36659,85,31.1358,2917,171.852,174.7852,174.8353,175.7352,3.1,scram_19.png,0.00885677475468779
