run,trial,rewFunc,emotion,magnitude,probability,score,ev,rt,clock_onset,isi_onset,feedback_onset,iti_onset,iti_ideal,image,full_rtpred_explore,full_rtpred_exploit,limited_rtpred_explore,limited_rtpred_exploit
1,1,IEV,fear,21,0.89442,21,18.7564,434,8.0757,8.5257,8.5763,9.4757,5.1,fear_11.png,19,19,16,16
1,2,IEV,fear,22,0.87053,22,19.1128,968,14.5922,15.5754,15.6254,16.5253,1.1,fear_8.png,362,25,359,28
1,3,IEV,fear,28,0.82429,28,23.0576,1501,17.642,19.1586,19.2086,20.1085,2.1,fear_17.png,376,25,373,28
1,4,IEV,fear,35,0.76989,35,26.8548,1934,22.2085,24.1583,24.2084,25.1083,0.1,fear_13.png,376,25,373,28
1,5,IEV,fear,50,0.68142,50,34.1292,2484,25.2084,27.7081,27.7582,28.6581,1.1,fear_5.png,376,153,373,148
1,6,IEV,fear,74,0.60313,74,44.335,2901,29.7581,32.6746,32.7246,33.6245,3.1,fear_23.png,376,218,373,215
1,7,IEV,fear,91,0.51191,0,46.3714,3351,36.7245,40.0909,40.141,41.0409,0.1,fear_18.png,376,271,373,267
1,8,IEV,fear,19,0.86606,0,16.2689,1034,41.1409,42.1908,42.2409,43.1408,0.1,fear_19.png,376,226,373,222
1,9,IEV,fear,70,0.60313,70,41.9225,2901,43.2408,46.1573,46.2074,47.1076,2.1,fear_6.png,376,239,373,236
1,10,IEV,fear,75,0.59663,0,44.6941,2934,49.2072,52.157,52.2071,53.107,0.1,fear_16.png,376,253,373,249
1,11,IEV,fear,18,0.89398,18,16.1616,451,53.207,53.6736,53.7236,54.6235,0.1,fear_1.png,376,240,373,238
1,12,IEV,fear,19,0.89483,19,16.8874,418,54.7236,55.1569,55.2069,56.107,0.1,fear_10.png,376,241,373,239
1,13,IEV,fear,20,0.89667,20,18.3042,334,56.2069,56.5568,56.6069,57.5068,4.1,fear_4.png,376,242,373,239
1,14,IEV,fear,21,0.89203,21,18.3211,518,61.64,62.1732,62.2233,63.1232,0.1,fear_2.png,376,243,373,240
1,15,IEV,fear,15,0.89524,15,13.2242,401,63.2399,63.6565,63.7065,64.6064,4.1,fear_21.png,376,244,373,241
1,16,IEV,fear,18,0.89306,18,16.3412,484,68.7063,69.2062,69.2562,70.1562,0.1,fear_9.png,376,245,373,242
1,17,IEV,fear,17,0.89152,0,14.8499,534,70.2562,70.8061,70.8562,71.7561,1.1,fear_12.png,376,247,373,243
1,18,IEV,fear,14,0.89757,14,12.7342,284,72.8561,73.156,73.2061,74.1066,11.1,fear_24.png,376,252,373,248
1,19,IEV,fear,20,0.8776,20,17.1981,851,85.2055,86.0721,86.1221,87.0221,3.1,fear_25.png,376,253,373,249
1,20,IEV,fear,65,0.64165,65,41.4577,2701,90.1219,92.8384,92.8885,93.7884,0.1,fear_20.png,376,255,373,251
1,21,IEV,fear,26,0.8794,0,23.075,818,93.8884,94.7217,94.7717,95.6716,4.1,fear_7.png,376,257,373,254
1,22,IEV,fear,28,0.81684,28,23.0357,1568,99.7715,101.3547,101.4047,102.3047,1.1,fear_22.png,376,259,373,256
1,23,IEV,fear,0,0,0,0,4016,103.4047,107.4377,107.4878,108.3877,1.1,fear_14.png,376,260,373,257
1,24,IEV,fear,25,0.87664,25,21.7277,868,109.4877,110.3709,110.421,111.3209,0.1,fear_15.png,376,242,373,240
1,25,IEV,fear,36,0.81105,36,29.3208,1618,111.4209,113.0542,113.1047,114.0041,0.1,fear_3.png,376,243,373,240
1,26,IEV,fear,61,0.67247,61,40.8402,2534,114.1046,116.654,116.704,117.6039,3.1,fear_9.png,376,242,373,239
1,27,IEV,fear,15,0.89524,15,13.2242,401,120.7038,121.1205,121.1705,122.0704,2.1,fear_24.png,376,242,373,240
1,28,IEV,fear,21,0.88724,21,18.2875,651,124.1703,124.8369,124.887,125.7869,5.1,fear_14.png,376,243,373,240
1,29,IEV,fear,19,0.88724,19,16.513,651,130.8867,131.5533,131.6033,132.5032,5.1,fear_2.png,376,244,373,241
1,30,IEV,fear,27,0.8559,27,22.7747,1168,137.6197,138.8029,138.853,139.7529,1.1,fear_22.png,376,244,373,241
1,31,IEV,fear,78,0.58671,78,45.8189,2984,140.8695,143.8694,143.9194,144.8193,8.1,fear_10.png,376,245,373,242
1,32,IEV,fear,107,0.4738,107,50.5857,3534,152.919,156.4688,156.5188,157.4188,2.1,fear_25.png,376,255,373,252
1,33,IEV,fear,18,0.89038,18,15.9537,568,159.5187,160.1024,160.152,161.0519,9.1,fear_8.png,376,277,373,274
1,34,IEV,fear,21,0.86116,21,17.8033,1101,170.1682,171.2847,171.3348,172.2347,0.1,fear_16.png,376,277,373,274
1,35,IEV,fear,35,0.79683,35,28.2671,1734,172.3514,174.1013,174.1513,175.0512,1.1,fear_6.png,376,278,373,275
1,36,IEV,fear,48,0.7425,0,35.9568,2118,176.1679,178.3011,178.3511,179.251,5.1,fear_5.png,376,279,373,276
1,37,IEV,fear,43,0.75768,43,32.5008,2018,184.3675,186.4007,186.4508,187.3507,4.1,fear_17.png,376,283,373,280
1,38,IEV,fear,53,0.66339,53,35.4441,2584,191.4672,194.067,194.1171,195.017,3.1,fear_20.png,376,282,373,279
1,39,IEV,fear,70,0.59327,70,41.3183,2951,198.1335,201.1,201.15,202.05,1.1,fear_21.png,376,282,373,279
1,40,IEV,fear,16,0.89483,16,14.203,418,203.1666,203.5999,203.6499,204.5499,6.1,fear_13.png,376,283,373,280
1,41,IEV,fear,21,0.86362,21,18.3347,1068,210.6663,211.7495,211.7996,212.6995,0.1,fear_7.png,376,283,373,280
1,42,IEV,fear,27,0.83801,27,22.3622,1368,212.8162,214.1994,214.2494,215.1494,0.1,fear_12.png,376,284,373,281
1,43,IEV,fear,60,0.66631,60,39.8986,2568,215.2661,217.8492,217.8993,218.7992,0.1,fear_11.png,376,285,373,281
1,44,IEV,fear,0,0,0,0,4000,218.9159,222.9323,222.9824,223.8823,10.1,fear_23.png,376,284,373,281
1,45,IEV,fear,105,0.45646,105,48.0947,3617,233.9985,237.6316,237.6817,238.5816,0.1,fear_4.png,376,270,373,265
1,46,IEV,fear,24,0.8836,24,21.5448,734,238.6983,239.4482,239.4983,240.3982,0.1,fear_19.png,376,283,373,280
1,47,IEV,fear,28,0.86116,28,23.8314,1101,240.5149,241.6314,241.6815,242.5814,1.1,fear_3.png,376,284,373,281
1,48,IEV,fear,23,0.89563,23,20.3084,384,243.6981,244.098,244.148,245.048,2.1,fear_15.png,376,284,373,281
1,49,IEV,fear,23,0.86485,23,19.8967,1051,247.1646,248.2311,248.2812,249.1811,1.1,fear_18.png,376,284,373,281
1,50,IEV,fear,47,0.75768,47,35.5315,2018,250.2977,252.3309,252.381,253.2809,12.1,fear_1.png,376,285,373,282
2,51,CEV,scram,46,0.85214,46,39.5564,335,8.0581,8.4081,8.4581,9.3581,1.1,scram_18.png,10,10,7,7
2,52,CEV,scram,47,0.85457,47,40.4183,318,10.4747,10.808,10.858,11.7579,0.1,scram_2.png,362,25,318,28
2,53,CEV,scram,43,0.83557,43,36.1644,451,11.8746,12.3412,12.3913,13.2912,0.1,scram_14.png,362,25,318,28
2,54,CEV,scram,46,0.85943,46,39.5783,284,13.4079,13.7078,13.7578,14.6578,0.1,scram_5.png,363,25,318,28
2,55,CEV,scram,48,0.84986,48,40.3994,351,14.7745,15.1411,15.1912,16.0911,4.1,scram_7.png,363,25,318,28
2,56,CEV,scram,42,0.84271,42,35.3146,401,20.2076,20.6242,20.6742,21.5741,1.1,scram_8.png,363,25,319,28
2,57,CEV,scram,41,0.826,41,33.696,518,22.6908,23.224,23.2741,24.174,0.1,scram_4.png,376,25,330,28
2,58,CEV,scram,45,0.84986,0,37.8499,351,24.2907,24.6573,24.7074,25.6073,0.1,scram_9.png,376,25,330,28
2,59,CEV,scram,40,0.84514,40,33.6194,384,25.724,26.1239,26.1739,27.0739,1.1,scram_20.png,376,25,330,28
