run,trial,rewFunc,emotion,magnitude,probability,score,ev,rt,clock_onset,isi_onset,feedback_onset,iti_onset,iti_ideal,image,full_rtpred_explore,full_rtpred_exploit,limited_rtpred_explore,limited_rtpred_exploit
1,1,IEV,fear,22,0.88919,22,19.726,601,8.0693,8.686,8.7365,9.6359,5.1,fear_11.png,36,36,18,18
1,2,IEV,fear,25,0.8559,25,21.0629,1168,14.7524,15.9356,15.9857,16.8856,1.1,fear_8.png,362,33,316,43
1,3,IEV,fear,42,0.74001,42,30.9661,2134,18.0023,20.1521,20.2022,21.1021,2.1,fear_17.png,376,44,328,43
1,4,IEV,fear,71,0.58012,0,40.9423,3017,23.2021,26.2352,26.2853,27.1852,0.1,fear_13.png,376,179,328,164
1,5,IEV,fear,110,0.43891,110,48.4607,3701,27.2852,31.0017,31.0517,31.9516,1.1,fear_5.png,376,121,328,119
1,6,IEV,fear,102,0.48778,102,49.9958,3467,33.0683,36.5514,36.6015,37.5014,3.1,fear_23.png,184,376,159,328
1,7,IEV,fear,107,0.45646,0,49.0076,3617,40.6013,44.2344,44.2845,45.1844,0.1,fear_18.png,161,376,145,328
1,8,IEV,fear,110,0.43891,0,48.4607,3701,45.2845,49.0009,49.051,49.9508,0.1,fear_19.png,153,376,139,328
1,9,IEV,fear,17,0.89255,17,15.5453,501,50.0509,50.5675,50.6176,51.5174,2.1,fear_6.png,142,376,136,328
1,10,IEV,fear,28,0.85861,28,24.1515,1134,53.6174,54.7673,54.8174,55.7173,0.1,fear_16.png,163,376,149,328
1,11,IEV,fear,43,0.75275,43,32.1529,2051,55.8173,57.8838,57.9339,58.8338,0.1,fear_1.png,179,376,160,328
1,12,IEV,fear,75,0.58671,75,44.0588,2984,58.9339,61.9336,61.9837,62.8836,0.1,fear_10.png,178,376,159,328
1,13,IEV,fear,84,0.5565,0,46.8002,3134,62.9837,66.1335,66.1835,67.0834,4.1,fear_4.png,160,376,148,328
1,14,IEV,fear,61,0.66027,61,40.2884,2601,71.1833,73.7998,73.8499,74.7498,0.1,fear_2.png,150,376,139,328
1,15,IEV,fear,70,0.59009,0,41.5095,2967,74.8499,77.833,77.8831,78.7829,4.1,fear_21.png,25,376,128,328
1,16,IEV,fear,20,0.88654,20,17.521,668,82.8828,83.566,83.6161,84.516,0.1,fear_9.png,25,376,121,328
