run,trial,rewFunc,emotion,magnitude,probability,score,ev,rt,clock_onset,isi_onset,feedback_onset,iti_onset,iti_ideal,image,full_rtpred_explore,full_rtpred_exploit
1,16,IEV,fear,20,0.88511,20,17.7616,701,76.6572,77.3738,77.4238,78.3237,0.1,fear_9.png,NaN,222
1,17,IEV,fear,27,0.86947,27,23.6083,984,78.4237,79.4236,79.4737,80.3736,1.1,fear_12.png,NaN,236
1,18,IEV,fear,17,0.89634,0,15.6845,351,81.4736,81.8402,81.8902,82.7902,11.1,fear_24.png,NaN,238
1,19,IEV,fear,16,0.88435,16,14.3514,718,93.8897,94.6229,94.6729,95.5729,3.1,fear_25.png,NaN,240
1,20,IEV,fear,27,0.86485,27,23.3561,1051,98.6728,99.7394,99.7894,100.6894,0.1,fear_20.png,NaN,242
1,21,IEV,fear,31,0.84437,31,25.8433,1301,100.7893,102.1059,102.156,103.0559,4.1,fear_7.png,NaN,243
1,22,IEV,fear,29,0.85986,29,24.8555,1118,107.1557,108.289,108.339,109.2389,1.1,fear_22.png,NaN,244
1,23,IEV,fear,19,0.87368,19,16.9121,918,110.3389,111.2722,111.3222,112.2221,1.1,fear_14.png,NaN,256
1,24,IEV,fear,22,0.88197,22,19.1567,768,113.3221,114.1054,114.1554,115.0553,0.1,fear_15.png,NaN,258
1,25,IEV,fear,21,0.87664,21,18.2211,868,115.1554,116.0386,116.0886,116.9886,0.1,fear_3.png,NaN,259
1,26,IEV,fear,21,0.88511,21,18.6467,701,117.0886,117.8052,117.8552,118.7551,3.1,fear_9.png,NaN,260
1,27,IEV,fear,80,0.57671,80,46.3395,3034,121.855,124.9049,124.9549,125.8548,2.1,fear_24.png,NaN,261
1,28,IEV,fear,78,0.58332,78,45.4134,3001,127.9548,130.9712,131.0212,131.9212,5.1,fear_14.png,NaN,302
1,29,IEV,fear,82,0.54958,0,44.9469,3168,137.0543,140.2375,140.2875,141.1875,5.1,fear_2.png,NaN,318
1,30,IEV,fear,16,0.88654,16,13.9748,668,146.2872,146.9705,147.0205,147.9204,1.1,fear_22.png,NaN,283
1,31,IEV,fear,28,0.83966,28,23.8519,1351,149.0537,150.4203,150.4704,151.3703,8.1,fear_10.png,NaN,283
1,32,IEV,fear,24,0.88435,24,21.4261,718,159.4866,160.2199,160.2699,161.1698,2.1,fear_25.png,NaN,298
1,33,IEV,fear,20,0.88855,20,18.0609,618,163.2698,163.903,163.953,164.853,9.1,fear_8.png,NaN,298
1,34,IEV,fear,14,0.89038,14,12.3922,568,173.9692,174.5525,174.6025,175.5025,0.1,fear_16.png,NaN,299
1,35,IEV,fear,18,0.88029,18,15.8982,801,175.6192,176.4358,176.4858,177.3857,1.1,fear_6.png,NaN,299
1,36,IEV,fear,24,0.85459,24,20.3729,1184,178.5024,179.7023,179.7526,180.6522,5.1,fear_5.png,NaN,300
1,37,IEV,fear,16,0.89038,16,14.1729,568,185.7687,186.3519,186.402,187.3019,4.1,fear_17.png,NaN,300
1,38,IEV,fear,16,0.89483,16,14.203,418,191.4184,191.8517,191.9017,192.8017,3.1,fear_20.png,NaN,301
1,39,IEV,fear,22,0.88724,22,19.1747,651,195.9182,196.5848,196.6348,197.5348,1.1,fear_21.png,NaN,301
1,40,IEV,fear,19,0.88792,19,17.2818,634,198.6514,199.3014,199.3514,200.2513,6.1,fear_13.png,NaN,301
1,41,IEV,fear,15,0.89255,15,13.7602,501,206.3677,206.8843,206.9344,207.8343,0.1,fear_7.png,NaN,301
1,42,IEV,fear,25,0.83966,0,21.3329,1351,207.951,209.3175,209.3676,210.2675,0.1,fear_12.png,NaN,302
1,43,IEV,fear,20,0.88654,20,17.521,668,210.3842,211.0675,211.1175,212.0174,0.1,fear_11.png,NaN,317
1,44,IEV,fear,44,0.72127,0,31.7603,2251,212.1341,214.4006,214.4507,215.3506,10.1,fear_23.png,NaN,318
1,45,IEV,fear,14,0.89398,14,12.5857,451,225.4668,225.9334,225.9835,226.8834,0.1,fear_4.png,NaN,324
1,46,IEV,fear,71,0.58012,0,40.9423,3017,227.0001,230.0332,230.0833,230.9832,0.1,fear_19.png,NaN,324
1,47,IEV,fear,99,0.4982,0,49.5434,3417,231.0999,234.533,234.5831,235.483,1.1,fear_3.png,NaN,323
1,48,IEV,fear,14,0.89255,14,12.8676,501,236.5996,237.1162,237.1663,238.0662,2.1,fear_15.png,NaN,279
1,49,IEV,fear,19,0.88117,19,16.6396,784,240.1828,240.9828,241.0327,241.9327,1.1,fear_18.png,NaN,279
1,50,IEV,fear,26,0.85036,26,21.7495,1234,243.0659,244.316,244.3659,245.2659,12.1,fear_1.png,NaN,279
2,51,CEV,scram,41,0.84029,0,34.4791,418,8.0597,8.493,8.543,9.4429,1.1,scram_18.png,18,18
2,52,CEV,scram,43,0.788,43,33.848,784,10.5596,11.3595,11.4095,12.3095,0.1,scram_2.png,NaN,18
2,53,CEV,scram,54,0.74514,54,39.9806,1084,12.4261,13.5261,13.5761,14.476,0.1,scram_14.png,NaN,111
2,54,CEV,scram,53,0.70457,53,37,1368,14.5927,15.9759,16.026,16.9259,0.1,scram_5.png,NaN,122
2,55,CEV,scram,60,0.66171,60,39.6469,1668,17.0592,18.7425,18.7925,19.6924,4.1,scram_7.png,NaN,135
2,56,CEV,scram,43,0.84271,43,36.1573,401,23.809,24.2256,24.2756,25.1755,1.1,scram_8.png,NaN,150
2,57,CEV,scram,43,0.84514,43,36.1549,384,26.2922,26.6921,26.7421,27.6421,0.1,scram_4.png,NaN,146
2,58,CEV,scram,41,0.83314,41,34.5006,468,27.7588,28.242,28.2921,29.192,0.1,scram_9.png,NaN,143
2,59,CEV,scram,41,0.84743,41,34.4577,368,29.3087,29.692,29.742,30.6419,1.1,scram_20.png,NaN,142
2,60,CEV,scram,42,0.85457,42,36.1454,318,31.7586,32.0919,32.1419,33.0418,3.1,scram_11.png,NaN,141
2,61,CEV,scram,66,0.59743,66,39.3897,2118,36.1584,38.2916,38.3416,39.2415,5.1,scram_24.png,NaN,141
2,62,CEV,scram,44,0.84743,0,37,368,44.358,44.7413,44.7913,45.6912,1.1,scram_1.png,NaN,175
2,63,CEV,scram,44,0.80229,44,35.3954,684,46.8079,47.5078,47.5578,48.4578,2.1,scram_12.png,NaN,182
2,64,CEV,scram,48,0.75943,0,36.2406,984,50.5744,51.5743,51.6244,52.5242,5.1,scram_6.png,NaN,181
2,65,CEV,scram,55,0.707,55,39.121,1351,57.6407,59.0073,59.0573,59.9572,0.1,scram_21.png,NaN,193
2,66,CEV,scram,55,0.64271,55,35.0719,1801,60.0739,61.8905,61.9405,62.8404,0.1,scram_23.png,NaN,194
2,67,CEV,scram,55,0.63086,55,34.4766,1884,62.9571,64.857,64.907,65.807,2.1,scram_22.png,NaN,198
2,68,CEV,scram,66,0.59743,66,39.3897,2118,67.9235,70.0567,70.1068,71.0067,8.1,scram_25.png,NaN,200
2,69,CEV,scram,70,0.53557,0,37.5356,2551,79.123,81.6895,81.7395,82.6395,2.1,scram_17.png,NaN,215
2,70,CEV,scram,78,0.45943,78,35.6217,3084,84.7561,87.8559,87.9059,88.8059,8.1,scram_10.png,NaN,180
2,71,CEV,scram,53,0.74514,53,39.2354,1084,96.9222,98.0221,98.0721,98.9721,3.1,scram_19.png,NaN,215
2,72,CEV,scram,49,0.69029,49,33.5486,1468,102.0886,103.5718,103.6219,104.5218,0.1,scram_15.png,NaN,203
2,73,CEV,scram,59,0.64029,59,37.6403,1818,104.6385,106.4717,106.5218,107.4216,0.1,scram_13.png,NaN,202
2,74,CEV,scram,69,0.54514,0,37.5451,2484,107.5383,110.0382,110.0882,110.9881,1.1,scram_3.png,NaN,203
2,75,CEV,scram,95,0.388,0,37,3584,112.1048,115.7046,115.7546,116.6546,1.1,scram_16.png,NaN,178
2,76,CEV,scram,56,0.68314,56,38.3663,1518,117.7712,119.3044,119.3545,120.2544,0.1,scram_20.png,NaN,162
2,77,CEV,scram,53,0.73086,53,38.4617,1184,120.3711,121.571,121.6211,122.5209,4.1,scram_12.png,NaN,162
2,78,CEV,scram,45,0.807,45,36.193,651,126.6375,127.3041,127.3541,128.254,10.1,scram_14.png,NaN,161
2,79,CEV,scram,47,0.83314,47,39.4994,468,138.3703,138.8535,138.9035,139.8035,0.1,scram_13.png,NaN,161
2,80,CEV,scram,50,0.81171,50,40.2469,618,139.9202,140.5534,140.6035,141.5034,7.1,scram_11.png,NaN,160
2,81,CEV,scram,44,0.84986,44,37,351,148.6198,148.9864,149.0364,149.9363,0.1,scram_24.png,NaN,160
2,82,CEV,scram,43,0.83557,43,36.1644,451,150.053,150.5196,150.5697,151.4696,1.1,scram_21.png,NaN,160
2,83,CEV,scram,44,0.83557,44,37,451,152.5862,153.0528,153.1029,154.0028,2.1,scram_3.png,NaN,159
2,84,CEV,scram,52,0.75943,52,39.2783,984,156.1527,157.1526,157.2027,158.1027,5.1,scram_10.png,NaN,159
2,85,CEV,scram,48,0.79029,0,37.7903,768,163.2191,164.0023,164.0524,164.9523,4.1,scram_9.png,NaN,159
2,86,CEV,scram,49,0.79986,49,39.3996,701,169.0688,169.7854,169.8354,170.7353,2.1,scram_2.png,NaN,163
2,87,CEV,scram,50,0.72843,50,36.2716,1201,172.8519,174.0685,174.1185,175.0185,0.1,scram_5.png,NaN,162
2,88,CEV,scram,60,0.66414,0,39.6566,1651,175.1352,176.8017,176.8518,177.7517,0.1,scram_15.png,NaN,162
2,89,CEV,scram,49,0.776,49,37.776,868,177.8684,178.7516,178.8016,179.7016,0.1,scram_17.png,NaN,158
2,90,CEV,scram,42,0.81414,42,34.5576,601,179.8183,180.4349,180.4849,181.3848,4.1,scram_1.png,NaN,158
2,91,CEV,scram,51,0.72129,51,37,1251,185.5014,186.7679,186.818,187.7179,0.1,scram_8.png,NaN,158
2,92,CEV,scram,53,0.74271,53,39.2281,1101,187.8346,188.9511,189.0012,189.9011,3.1,scram_4.png,NaN,158
2,93,CEV,scram,45,0.77129,45,34.6861,901,193.051,193.9676,194.0176,194.9175,0.1,scram_23.png,NaN,157
2,94,CEV,scram,50,0.69514,50,34.9146,1434,195.0509,196.5008,196.5508,197.4508,0.1,scram_6.png,NaN,157
2,95,CEV,scram,43,0.82129,43,35.3574,551,197.5674,198.1341,198.1841,199.084,0.1,scram_18.png,NaN,157
2,96,CEV,scram,45,0.80457,0,36.1954,668,199.2007,199.884,199.934,200.8339,6.1,scram_22.png,NaN,157
2,97,CEV,scram,50,0.80943,50,40.2377,634,206.9503,207.6003,207.6503,208.5502,3.1,scram_16.png,NaN,160
2,98,CEV,scram,52,0.70229,0,36.2977,1384,211.6668,213.0667,213.1167,214.0166,1.1,scram_25.png,NaN,159
2,99,CEV,scram,56,0.64029,56,35.7194,1818,215.1333,216.9666,217.0165,217.9165,5.1,scram_19.png,NaN,158
2,100,CEV,scram,46,0.83086,46,37.8309,484,223.0495,223.5495,223.5995,224.4995,12.1,scram_7.png,NaN,160
3,101,DEV,fear,74,0.69483,74,51.4351,784,8.0498,8.8503,8.8999,9.7997,0.1,fear_1.png,54,54
3,102,DEV,fear,69,0.74333,69,50.9758,584,9.9165,10.5164,10.5664,11.4663,1.1,fear_10.png,NaN,54
3,103,DEV,fear,71,0.69861,71,49.5427,768,12.583,13.3663,13.4163,14.3162,0.1,fear_15.png,NaN,49
3,104,DEV,fear,72,0.68689,72,49.6287,818,14.4329,15.2661,15.3162,16.2161,4.1,fear_22.png,NaN,52
3,105,DEV,fear,67,0.77277,67,51.4903,468,20.3326,20.8159,20.8659,21.7658,1.1,fear_21.png,NaN,53
3,106,DEV,fear,76,0.70263,76,53.2596,751,22.8825,23.6491,23.6991,24.599,7.1,fear_19.png,NaN,53
3,107,DEV,fear,75,0.74734,75,56.3882,568,31.7154,32.2987,32.3487,33.2486,6.1,fear_13.png,NaN,54
3,108,DEV,fear,71,0.75161,71,53.6029,551,39.3651,39.9317,39.9817,40.8816,1.1,fear_5.png,NaN,53
3,109,DEV,fear,68,0.77277,68,52.2631,468,41.9983,42.4815,42.5316,43.4315,0.1,fear_4.png,NaN,53
3,110,DEV,fear,76,0.77277,76,58.4453,468,43.5482,44.0315,44.0815,44.9814,0.1,fear_25.png,NaN,38
3,111,DEV,fear,73,0.70168,73,51.1019,755,45.0981,45.8647,45.9147,46.8147,7.1,fear_11.png,NaN,37
3,112,DEV,fear,70,0.77717,70,54.7777,451,53.9311,54.3976,54.4477,55.3476,5.1,fear_23.png,NaN,37
3,113,DEV,fear,73,0.74734,73,54.8935,568,60.4641,61.0474,61.0974,61.9973,0.1,fear_17.png,NaN,37
3,114,DEV,fear,69,0.78158,69,54.1907,434,62.114,62.5639,62.614,63.5139,1.1,fear_20.png,NaN,37
3,115,DEV,fear,68,0.69861,0,47.4469,768,64.6305,65.4138,65.4638,66.3637,0.1,fear_2.png,NaN,36
3,116,DEV,fear,74,0.79466,0,58.7126,384,66.4804,66.8804,66.9304,67.8303,0.1,fear_16.png,NaN,25
3,117,DEV,fear,69,0.70263,0,48.3412,751,67.947,68.7136,68.7637,69.6636,0.1,fear_3.png,NaN,55
3,118,DEV,fear,69,0.76431,69,52.6676,501,69.7803,70.2969,70.3469,71.2468,1.1,fear_12.png,NaN,36
3,119,DEV,fear,66,0.79888,66,52.5146,368,72.3635,72.7468,72.7968,73.6967,1.1,fear_6.png,NaN,36
3,120,DEV,fear,66,0.78575,66,52.0108,418,74.8134,75.2467,75.2967,76.1966,0.1,fear_7.png,NaN,35
3,121,DEV,fear,70,0.80338,70,55.8951,351,76.3133,76.6799,76.7299,77.6299,9.1,fear_18.png,NaN,35
3,122,DEV,fear,72,0.78575,72,56.7253,418,86.7462,87.1794,87.2294,88.1294,3.1,fear_8.png,NaN,25
3,123,DEV,fear,76,0.71872,0,54.8576,684,91.246,91.9459,91.996,92.8958,8.1,fear_14.png,NaN,25
3,124,DEV,fear,72,0.79466,72,57.1233,384,101.0455,101.4454,101.4955,102.3954,9.1,fear_9.png,NaN,25
3,125,DEV,fear,65,0.78575,65,51.2251,418,111.5117,111.9449,111.995,112.8949,4.1,fear_24.png,NaN,25
3,126,DEV,fear,70,0.78158,70,54.9723,434,117.0447,117.4947,117.5447,118.4446,1.1,fear_23.png,NaN,25
3,127,DEV,fear,74,0.78158,74,58.0986,434,119.5613,120.0112,120.0612,120.9612,1.1,fear_2.png,NaN,25
3,128,DEV,fear,71,0.78158,71,55.7538,434,122.0778,122.5278,122.5778,123.4777,6.1,fear_21.png,NaN,25
3,129,DEV,fear,74,0.77277,0,56.8998,468,129.5942,130.0774,130.1274,131.0274,0.1,fear_4.png,NaN,25
3,130,DEV,fear,68,0.75997,68,51.7158,518,131.1441,131.6774,131.7274,132.6273,0.1,fear_14.png,NaN,25
3,131,DEV,fear,74,0.78158,74,58.0986,434,132.744,133.194,133.2439,134.1439,0.1,fear_8.png,NaN,25
3,132,DEV,fear,70,0.79888,70,55.7101,368,134.2606,134.6439,134.6939,135.5938,7.1,fear_13.png,NaN,25
3,133,DEV,fear,75,0.78575,75,59.0825,418,142.7102,143.1435,143.1935,144.0934,2.1,fear_3.png,NaN,25
3,134,DEV,fear,71,0.77277,71,54.5814,468,146.2101,146.6933,146.7433,147.6433,3.1,fear_1.png,NaN,25
3,135,DEV,fear,67,0.76866,67,51.3207,484,150.7598,151.2598,151.3098,152.2097,0.1,fear_20.png,NaN,25
3,136,DEV,fear,66,0.74734,66,49.6621,568,152.3264,152.9097,152.9597,153.8596,2.1,fear_15.png,NaN,25
3,137,DEV,fear,71,0.76866,71,54.3953,484,155.9762,156.4762,156.5262,157.4261,1.1,fear_22.png,NaN,25
3,138,DEV,fear,74,0.75591,74,56.0735,534,158.5428,159.0927,159.1428,160.0427,0.1,fear_24.png,NaN,25
3,139,DEV,fear,73,0.77277,0,56.127,468,160.1594,160.6426,160.6927,161.5926,0.1,fear_12.png,NaN,25
3,140,DEV,fear,73,0.76431,73,55.7248,501,161.7093,162.2259,162.276,163.1759,2.1,fear_10.png,NaN,25
3,141,DEV,fear,76,0.75997,76,57.7955,518,165.2925,165.8258,165.8757,166.7757,2.1,fear_19.png,NaN,25
3,142,DEV,fear,73,0.78158,73,57.317,434,168.8923,169.3422,169.3922,170.2922,3.1,fear_16.png,NaN,25
3,143,DEV,fear,69,0.79019,69,54.5547,401,173.4088,173.8254,173.8754,174.7753,4.1,fear_7.png,NaN,25
3,144,DEV,fear,66,0.77717,0,51.669,451,178.8918,179.3584,179.4085,180.3084,3.1,fear_6.png,NaN,25
3,145,DEV,fear,70,0.69085,70,48.4555,801,183.4249,184.2415,184.2916,185.1915,0.1,fear_25.png,NaN,25
3,146,DEV,fear,77,0.67536,77,51.7164,868,185.3082,186.1915,186.2415,187.1414,2.1,fear_17.png,NaN,25
3,147,DEV,fear,70,0.67536,0,46.9888,868,189.258,190.1413,190.1913,191.0912,0.1,fear_18.png,NaN,25
3,148,DEV,fear,77,0.54685,77,42.0891,1501,191.2079,192.7245,192.7746,193.6745,6.1,fear_11.png,NaN,25
3,149,DEV,fear,77,0.62785,77,48.2603,1084,199.7909,200.8908,200.9408,201.8407,0.1,fear_5.png,NaN,25
3,150,DEV,fear,71,0.71051,71,50.1408,718,201.9574,202.6907,202.7407,203.6406,12.1,fear_9.png,NaN,25
4,151,IEV,scram,14,0.88855,14,12.7296,618,8.0118,8.6451,8.6952,9.595,1.1,scram_23.png,38,38
4,152,IEV,scram,15,0.89306,0,13.6621,484,10.7117,11.2116,11.2616,12.1616,0.1,scram_16.png,NaN,35
4,153,IEV,scram,18,0.88792,18,16.3939,634,12.2783,12.9282,12.9782,13.8782,1.1,scram_17.png,NaN,40
4,154,IEV,scram,28,0.83966,28,23.8519,1351,14.9948,16.3614,16.4114,17.3113,1.1,scram_2.png,NaN,47
4,155,IEV,scram,37,0.81877,37,30.1997,1551,18.428,19.9945,20.0446,20.9445,1.1,scram_1.png,NaN,137
4,156,IEV,scram,20,0.86717,0,16.979,1018,22.0612,23.0944,23.1444,24.0443,2.1,scram_8.png,NaN,160
4,157,IEV,scram,31,0.81105,31,25.2656,1618,26.161,27.7942,27.8442,28.7441,0.1,scram_20.png,NaN,166
4,158,IEV,scram,28,0.84279,28,23.4933,1318,28.8608,30.1941,30.2441,31.144,4.1,scram_5.png,NaN,176
4,159,IEV,scram,24,0.86116,0,20.3867,1101,35.2605,36.3771,36.4271,37.3271,0.1,scram_19.png,NaN,176
4,160,IEV,scram,18,0.88586,0,15.8649,684,37.4438,38.1437,38.1937,39.0936,7.1,scram_24.png,NaN,179
4,161,IEV,scram,54,0.69891,0,37.6981,2384,46.21,48.6099,48.6599,49.5598,1.1,scram_6.png,NaN,185
4,162,IEV,scram,22,0.88511,22,19.5318,701,50.6765,51.3931,51.4431,52.343,11.1,scram_7.png,NaN,161
4,163,IEV,scram,17,0.88511,17,15.1063,701,63.4592,64.1758,64.2258,65.1258,3.1,scram_22.png,NaN,159
4,164,IEV,scram,26,0.8828,26,22.5555,751,68.2423,69.0089,69.0589,69.9589,6.1,scram_12.png,NaN,158
4,165,IEV,scram,14,0.88855,14,12.7296,618,76.0753,76.7085,76.7586,77.6585,0.1,scram_4.png,NaN,156
4,166,IEV,scram,23,0.89203,23,20.1052,518,77.7752,78.3085,78.3585,79.2584,0.1,scram_3.png,NaN,156
4,167,IEV,scram,29,0.81673,29,23.8645,1569,79.3751,80.9583,81.0083,81.9083,0.1,scram_25.png,NaN,155
4,168,IEV,scram,20,0.88724,20,17.4003,651,82.0583,82.7249,82.7749,83.6749,0.1,scram_11.png,NaN,159
4,169,IEV,scram,21,0.86717,0,17.8462,1018,83.7916,84.8248,84.8749,85.7748,4.1,scram_14.png,NaN,158
4,170,IEV,scram,32,0.82244,0,26.5477,1518,89.8913,91.4245,91.4745,92.3745,0.1,scram_15.png,NaN,159
4,171,IEV,scram,17,0.8836,17,15.3595,734,92.4912,93.2411,93.2911,94.191,0.1,scram_9.png,NaN,155
4,172,IEV,scram,23,0.87269,23,19.6756,934,94.3077,95.2577,95.3077,96.2076,5.1,scram_21.png,NaN,154
4,173,IEV,scram,22,0.88117,22,19.2831,784,101.3407,102.1407,102.1908,103.0906,6.1,scram_18.png,NaN,153
4,174,IEV,scram,17,0.89442,17,15.1787,434,109.2237,109.6737,109.7237,110.6236,4.1,scram_10.png,NaN,152
4,175,IEV,scram,16,0.89255,16,14.6527,501,114.7568,115.2734,115.3234,116.2233,0.1,scram_13.png,NaN,143
4,176,IEV,scram,20,0.89152,20,17.5244,534,116.3567,116.9066,116.9567,117.8566,0.1,scram_14.png,NaN,143
4,177,IEV,scram,22,0.88919,22,19.726,601,117.99,118.6066,118.6566,119.5566,3.1,scram_9.png,NaN,141
4,178,IEV,scram,20,0.89306,0,18.1273,484,122.6897,123.1897,123.2397,124.1397,2.1,scram_8.png,NaN,140
4,179,IEV,scram,20,0.88981,20,17.8366,584,126.2729,126.8728,126.9229,127.8228,5.1,scram_10.png,NaN,154
4,180,IEV,scram,23,0.88792,23,20.8335,634,132.956,133.6059,133.6559,134.5558,3.1,scram_2.png,NaN,153
4,181,IEV,scram,22,0.89152,22,19.3075,534,137.6724,138.2223,138.2723,139.1723,0.1,scram_4.png,NaN,142
4,182,IEV,scram,21,0.88511,21,18.6467,701,139.3056,140.0222,140.0723,140.9722,2.1,scram_5.png,NaN,140
4,183,IEV,scram,17,0.89563,17,14.9346,384,143.1054,143.5054,143.5554,144.4554,3.1,scram_15.png,NaN,140
4,184,IEV,scram,16,0.88981,16,14.2774,584,147.5886,148.1885,148.2386,149.1385,1.1,scram_17.png,NaN,139
4,185,IEV,scram,20,0.8794,20,17.7986,818,150.2718,151.105,151.1551,152.055,2.1,scram_19.png,NaN,139
4,186,IEV,scram,20,0.88919,20,17.9476,601,154.1883,154.8049,154.8549,155.7548,0.1,scram_21.png,NaN,139
4,187,IEV,scram,21,0.89203,21,18.3211,518,155.8882,156.4215,156.4715,157.3714,8.1,scram_12.png,NaN,139
4,188,IEV,scram,21,0.88435,21,18.7731,718,165.5044,166.2377,166.2877,167.1876,4.1,scram_6.png,NaN,138
4,189,IEV,scram,17,0.88117,17,14.8773,784,171.3208,172.1207,172.1708,173.0707,0.1,scram_24.png,NaN,138
4,190,IEV,scram,22,0.87571,22,19.2354,884,173.204,174.104,174.154,175.0539,1.1,scram_7.png,NaN,138
4,191,IEV,scram,26,0.85036,26,21.7495,1234,176.1873,177.4371,177.4872,178.3871,9.1,scram_1.png,NaN,138
4,192,IEV,scram,21,0.89152,21,18.4159,534,187.52,188.07,188.12,189.0199,1.1,scram_3.png,NaN,139
4,193,IEV,scram,25,0.86116,0,21.2479,1101,190.1532,191.2698,191.3198,192.2198,1.1,scram_16.png,NaN,139
4,194,IEV,scram,14,0.89563,14,12.2477,384,193.3531,193.753,193.8031,194.703,4.1,scram_13.png,NaN,137
4,195,IEV,scram,22,0.89152,22,19.3075,534,198.8362,199.3861,199.4361,200.3361,2.1,scram_18.png,NaN,138
4,196,IEV,scram,15,0.88792,15,13.7301,634,202.4693,203.1193,203.1693,204.0692,0.1,scram_25.png,NaN,137
4,197,IEV,scram,16,0.89096,16,14.0643,551,204.2026,204.7692,204.8192,205.7191,0.1,scram_22.png,NaN,137
4,198,IEV,scram,17,0.89442,17,15.1787,434,205.8525,206.3024,206.3525,207.2524,4.1,scram_20.png,NaN,137
4,199,IEV,scram,19,0.88792,19,17.2818,634,211.3856,212.0355,212.0855,212.9855,1.1,scram_11.png,NaN,137
4,200,IEV,scram,21,0.8828,21,18.1415,751,214.1188,214.8854,214.9354,215.8353,12.1,scram_23.png,NaN,137
5,201,DEV,happy,73,0.71872,0,52.7015,684,8.0684,8.7684,8.8184,9.7184,0.1,happy_18.png,44,44
5,202,DEV,happy,70,0.68318,0,48.066,834,9.8518,10.7016,10.7517,11.6516,2.1,happy_7.png,NaN,44
5,203,DEV,happy,71,0.67926,71,48.5444,851,13.7849,14.6514,14.7015,15.6014,2.1,happy_10.png,NaN,44
5,204,DEV,happy,75,0.67926,75,51.2614,851,17.7347,18.6013,18.6513,19.5512,1.1,happy_3.png,NaN,118
5,205,DEV,happy,71,0.68689,71,48.9418,818,20.6846,21.5178,21.5678,22.4678,8.1,happy_5.png,NaN,119
5,206,DEV,happy,73,0.74734,73,54.8935,568,30.6008,31.184,31.2341,32.134,0.1,happy_25.png,NaN,119
5,207,DEV,happy,70,0.71872,0,50.5453,684,32.2673,32.9673,33.0173,33.9172,0.1,happy_21.png,NaN,116
5,208,DEV,happy,77,0.62427,0,48.0443,1101,34.0673,35.1838,35.2338,36.1338,3.1,happy_6.png,NaN,117
5,209,DEV,happy,72,0.76866,72,55.164,484,39.267,39.7669,39.817,40.7169,0.1,happy_24.png,NaN,99
5,210,DEV,happy,75,0.76866,75,57.47,484,40.8503,41.3502,41.4002,42.3002,3.1,happy_12.png,NaN,25
5,211,DEV,happy,70,0.78575,70,55.1538,418,45.4334,45.8666,45.9167,46.8167,8.1,happy_15.png,NaN,25
5,212,DEV,happy,74,0.64938,74,48.2422,984,54.9497,55.9496,55.9995,56.8995,0.1,happy_16.png,NaN,25
5,213,DEV,happy,72,0.67172,0,48.1467,884,57.0661,57.9661,58.0161,58.916,0.1,happy_23.png,NaN,25
5,214,DEV,happy,73,0.69483,0,50.7403,784,59.066,59.866,59.916,60.816,4.1,happy_22.png,NaN,25
5,215,DEV,happy,69,0.7391,69,50.7826,601,64.9491,65.5657,65.6158,66.5157,0.1,happy_17.png,NaN,25
5,216,DEV,happy,72,0.73488,72,52.793,618,66.649,67.2823,67.3323,68.2323,0.1,happy_8.png,NaN,25
5,217,DEV,happy,68,0.79019,68,53.7645,401,68.3656,68.7823,68.8323,69.7322,0.1,happy_9.png,NaN,25
