run,trial,rewFunc,emotion,magnitude,probability,score,ev,rt,clock_onset,isi_onset,feedback_onset,iti_onset,iti_ideal,image,value_softmax_p_chosen,uv_p_chosen
1,1,DEV,scram,77,0.66045,0,50.8467,934,8.0674,9.0173,9.0679,9.9674,5.1,scram_2.png,0.00265957446808511,2.85300812016388e-42
1,2,DEV,scram,73,0.64938,0,47.5928,984,15.0838,16.0837,16.1337,17.0337,1.1,scram_7.png,0.00265957446808511,3.07989817126837e-50
1,3,DEV,scram,77,0.44808,0,34.3027,2151,18.1337,20.3001,20.3502,21.2501,2.1,scram_20.png,0.00265957446808511,1.68847664685993e-37
1,4,DEV,scram,77,0.35643,0,27.5353,3034,23.3667,26.4166,26.4666,27.3665,5.1,scram_12.png,0.00265957446808511,8.89365482470725e-18
1,5,DEV,scram,67,0.71872,67,48.3892,684,32.4663,33.1663,33.2163,34.1162,0.1,scram_19.png,0.000725343576712138,4.36148599145245e-17
1,6,DEV,scram,74,0.75997,74,56.2756,518,34.2163,34.7495,34.7996,35.6995,0.1,scram_4.png,0.0022739431818755,1.28198349086975e-09
1,7,DEV,scram,69,0.77277,69,53.0359,468,35.7996,36.2828,36.3329,37.2327,1.1,scram_15.png,0.00554561524033916,2.04918233248391e-06
1,8,DEV,scram,66,0.75591,0,50.0262,534,38.3327,38.8827,38.9328,39.8326,0.1,scram_24.png,0.00452599947269804,1.50489700414786e-12
1,9,DEV,scram,71,0.71872,71,51.264,684,39.9327,40.6326,40.6827,41.5826,3.1,scram_5.png,0.000640741279540899,2.3677792545514e-11
1,10,DEV,scram,75,0.7391,0,55.2171,601,44.6825,45.2991,45.3491,46.249,3.1,scram_9.png,0.00376572472685477,2.48203708532517e-14
1,11,DEV,scram,71,0.75997,71,53.9957,518,49.3489,49.8822,49.9322,50.8322,0.1,scram_18.png,0.00864017410773853,7.17776982739794e-12
1,12,DEV,scram,73,0.73093,73,53.3285,634,50.9322,51.5821,51.6322,52.5321,1.1,scram_3.png,0.00294552119777374,1.01810800015928e-10
1,13,DEV,scram,74,0.74734,74,55.6408,568,53.6321,54.2153,54.2654,55.1653,1.1,scram_21.png,0.00613412041704933,6.2068155036467e-09
1,14,DEV,scram,74,0.7391,74,54.4781,601,56.282,56.8986,56.9486,57.8485,1.1,scram_17.png,0.00494861082239895,8.0065199253963e-08
1,15,DEV,scram,69,0.72676,69,50.2089,651,58.9485,59.6151,59.6651,60.5651,4.1,scram_1.png,0.00327424561356376,3.06398341927921e-07
1,16,DEV,scram,72,0.7391,72,52.9999,601,64.6649,65.2815,65.3316,66.2315,10.1,scram_16.png,0.00602779723424406,3.55125212024234e-06
1,17,DEV,scram,71,0.69483,0,49.3506,784,76.3311,77.131,77.1811,78.081,1.1,scram_14.png,0.000900270604466366,8.15176355967419e-09
1,18,DEV,scram,69,0.7391,69,50.7826,601,79.181,79.7976,79.8476,80.7475,2.1,scram_6.png,0.00616527443046377,2.11052876078793e-07
1,19,DEV,scram,69,0.75591,69,52.294,534,82.8475,83.3975,83.4475,84.3474,5.1,scram_22.png,0.0109678054206061,1.58076715724963e-06
1,20,DEV,scram,74,0.72676,74,53.8427,651,89.4472,90.1138,90.1638,91.0637,0.1,scram_23.png,0.00430077320969063,3.06284266985485e-06
1,21,DEV,scram,77,0.72676,0,56.023,651,91.1638,91.8304,91.8804,92.7803,0.1,scram_13.png,0.00468916515900702,6.15323102664891e-08
1,22,DEV,scram,66,0.79466,66,52.3554,384,92.8804,93.2803,93.3304,94.2303,0.1,scram_25.png,0.0313537873743513,1.29303173850178e-06
1,23,DEV,scram,71,0.67949,71,48.5564,850,94.3307,95.1969,95.2469,96.1469,0.1,scram_11.png,0.000993856926520177,1.51120323691087e-07
1,24,DEV,scram,69,0.74734,0,51.9041,568,96.2469,96.8302,96.8802,97.7801,4.1,scram_10.png,0.010593717765098,3.0695782148189e-08
1,25,DEV,scram,69,0.72261,0,50.0123,668,101.88,102.5632,102.6133,103.5132,2.1,scram_8.png,0.00527062978749701,7.88436241086815e-10
1,26,DEV,scram,71,0.69085,0,49.1463,801,105.6131,106.4297,106.4798,107.3797,8.1,scram_21.png,0.00190547242964238,2.88269559206047e-11
1,27,DEV,scram,74,0.58722,74,43.4125,1284,115.4794,116.7793,116.8293,117.7292,4.1,scram_16.png,0.000100907415792287,1.18599431807957e-11
1,28,DEV,scram,74,0.67172,74,49.4902,884,121.8624,122.7624,122.8124,123.7123,0.1,scram_14.png,0.00196324005448245,1.93070309638196e-10
1,29,DEV,scram,76,0.68318,76,52.1651,834,123.829,124.6789,124.729,125.6289,3.1,scram_19.png,0.00325341129816262,1.00244687975451e-09
1,30,DEV,scram,75,0.61387,75,46.1847,1151,128.7455,129.912,129.9621,130.862,2.1,scram_23.png,0.00103886755727548,1.27639138566187e-09
1,31,DEV,scram,75,0.55274,0,41.3536,1468,132.9787,134.4618,134.5119,135.4118,0.1,scram_4.png,3.59031544512321e-05,1.30780171122592e-10
1,32,DEV,scram,79,0.59035,0,46.5478,1268,135.5285,136.8117,136.8618,137.7617,1.1,scram_3.png,7.04062536121343e-05,3.71056201063566e-11
1,33,DEV,scram,70,0.8079,70,56.8857,334,138.8784,139.2283,139.2784,140.1783,1.1,scram_1.png,0.0347411059267201,2.22611013264752e-08
1,34,DEV,scram,68,0.74333,68,50.2325,584,141.2783,141.8782,141.9282,142.8282,7.1,scram_13.png,0.0100184929367138,1.59053298593744e-08
1,35,DEV,scram,76,0.70668,76,53.4832,734,149.9445,150.6945,150.7445,151.6444,0.1,scram_7.png,0.00362923634165447,1.86084946492257e-08
1,36,DEV,scram,70,0.65667,0,46.0266,951,151.7611,152.7277,152.7777,153.6777,0.1,scram_8.png,0.000589342163039757,8.10738017377307e-10
1,37,DEV,scram,72,0.7146,72,51.7726,701,153.7944,154.511,154.561,155.4609,2.1,scram_18.png,0.00414125711268278,1.06933657718459e-08
1,38,DEV,scram,69,0.77277,69,53.0359,468,157.5775,158.0609,158.1109,159.0108,0.1,scram_10.png,0.0182483551253874,1.11122884159125e-07
1,39,DEV,scram,76,0.69483,76,52.8248,784,159.1108,159.9107,159.9608,160.8607,0.1,scram_15.png,0.00258823182230997,4.40314157397646e-08
1,40,DEV,scram,73,0.70668,73,51.3632,734,160.9774,161.7273,161.7773,162.6773,1.1,scram_5.png,0.00375796419599331,1.35446481778815e-07
1,41,DEV,scram,73,0.7391,73,53.739,601,163.7939,164.4105,164.4606,165.3605,8.1,scram_11.png,0.00939065542779231,7.41395342869289e-07
1,42,DEV,scram,73,0.74734,73,54.8935,568,173.4768,174.0601,174.1102,175.0101,11.1,scram_17.png,0.0111553726357394,2.0006815121897e-06
1,43,DEV,scram,74,0.72261,74,53.6253,668,186.1263,186.8096,186.8596,187.7595,0.1,scram_9.png,0.00586577571165207,2.3222787213493e-06
1,44,DEV,scram,69,0.69483,69,47.9609,784,187.8596,188.6595,188.7095,189.6094,0.1,scram_25.png,0.00314907826121209,2.17205990495284e-06
1,45,DEV,scram,75,0.74734,75,56.3882,568,189.7261,190.3094,190.3594,191.2594,4.1,scram_12.png,0.01155149669602,1.57472440775448e-05
1,46,DEV,scram,75,0.73488,75,54.9976,618,195.3759,196.0092,196.0592,196.9591,0.1,scram_20.png,0.00877399035428579,2.49021721045918e-05
