run,trial,rewFunc,emotion,magnitude,probability,score,ev,rt,clock_onset,isi_onset,feedback_onset,iti_onset,iti_ideal,image,value_softmax_p_chosen,uv_p_chosen
1,1,DEV,scram,74,0.75161,74,55.8577,551,8.0543,8.621,8.6715,9.5709,5.1,scram_2.png,0.0288249138891791,2.93125792162331e-21
1,2,DEV,scram,73,0.66045,0,48.2049,934,14.6875,15.6373,15.6874,16.5873,1.1,scram_7.png,2.63062642548698e-08,2.92744687715746e-35
1,3,DEV,scram,72,0.61039,0,44.147,1168,17.704,18.8872,18.9372,19.8371,2.1,scram_20.png,1.424107926377e-14,3.10149958396316e-45
1,4,DEV,scram,73,0.52118,0,37.8509,1651,21.9538,23.6203,23.6704,24.5703,5.1,scram_12.png,1.75445178265652e-22,3.51626167779965e-50
1,5,DEV,scram,67,0.74333,67,49.4892,584,29.6701,30.27,30.3201,31.22,0.1,scram_19.png,0.0019548336841168,5.19003882269263e-37
1,6,DEV,scram,75,0.73093,75,54.7903,634,31.3201,31.9699,32.02,32.9199,0.1,scram_4.png,0.000838228633032134,2.11511329287536e-35
1,7,DEV,scram,70,0.73093,70,51.1357,634,33.0532,33.7032,33.7532,34.6532,1.1,scram_15.png,0.00122280713499287,2.85091152205067e-34
1,8,DEV,scram,64,0.81672,0,52.3417,301,35.7532,36.0698,36.1198,37.0197,0.1,scram_24.png,0.0322230980745507,8.20493762466873e-39
1,9,DEV,scram,70,0.75591,70,53.0499,534,37.1198,37.6697,37.7198,38.6197,3.1,scram_5.png,0.017134705777053,6.7752437614756e-38
1,10,DEV,scram,75,0.72261,0,54.3479,668,41.7196,42.4028,42.4529,43.3528,3.1,scram_9.png,0.00436994713501523,1.85696975343356e-41
1,11,DEV,scram,80,0.42958,80,34.3951,2301,46.4527,48.7692,48.8192,49.7192,0.1,scram_18.png,3.05054408251258e-10,1.86424121407481e-33
1,12,DEV,scram,81,0.42177,0,34.2846,2368,49.8192,52.2024,52.2524,53.1523,1.1,scram_3.png,1.4538549726683e-14,1.01642951630769e-32
1,13,DEV,scram,83,0.42769,0,35.5496,2317,54.2524,56.5855,56.6356,57.5355,1.1,scram_21.png,3.69063672436137e-17,8.13508418995791e-33
1,14,DEV,scram,73,0.76866,73,55.9327,484,58.6355,59.1354,59.1855,60.0854,1.1,scram_17.png,0.0207419818934696,4.048091772071e-25
1,15,DEV,scram,68,0.75591,68,51.5381,534,61.1854,61.7353,61.7853,62.6853,4.1,scram_1.png,0.0148346726062509,2.40955164920482e-24
1,16,DEV,scram,71,0.75591,71,53.8058,534,66.7852,67.3351,67.3851,68.285,10.1,scram_16.png,0.0147218685392898,2.05981117476703e-23
1,17,DEV,scram,69,0.74734,0,51.9041,568,78.3846,78.9679,79.0179,79.9178,1.1,scram_14.png,0.0124034596720041,7.77966368715651e-26
1,18,DEV,scram,79,0.37555,0,29.5391,2818,81.0511,83.8843,83.9344,84.8343,2.1,scram_6.png,7.02209044670311e-24,1.1420970910232e-22
1,19,DEV,scram,81,0.3426,0,27.6443,3201,86.9509,90.1674,90.2175,91.1173,5.1,scram_22.png,7.83072576900308e-29,5.55298366753237e-15
1,20,DEV,scram,73,0.75997,73,55.5156,518,96.2172,96.7504,96.8004,97.7004,0.1,scram_23.png,0.0161912885758631,0.0150444836370265
1,21,DEV,scram,77,0.73488,0,56.4674,618,97.8004,98.4337,98.4837,99.3837,0.1,scram_13.png,0.0080729465706761,0.00788311171245988
1,22,DEV,scram,67,0.76866,67,51.3207,484,99.4837,99.9837,100.0337,100.9336,0.1,scram_25.png,0.0203934481431701,0.0192002157723069
1,23,DEV,scram,67,0.8079,67,54.462,334,101.0502,101.4002,101.4503,102.3502,0.1,scram_11.png,0.0352949095157009,0.0349564485103335
1,24,DEV,scram,68,0.80338,0,54.2883,351,102.4502,102.8168,102.8669,103.7668,4.1,scram_10.png,0.0308288182242264,0.0292696112346653
1,25,DEV,scram,68,0.76866,0,52.0894,484,107.8667,108.3666,108.4166,109.3165,2.1,scram_8.png,0.0214327483496711,0.0105771745813851
1,26,DEV,scram,81,0.32933,0,26.712,3368,111.4165,114.7996,114.8497,115.7496,8.1,scram_21.png,9.34424808570431e-29,7.03495602095581e-16
1,27,DEV,scram,82,0.31264,82,25.5199,3584,123.866,127.4658,127.5158,128.4157,4.1,scram_16.png,3.43105901448717e-16,2.90846618358525e-06
1,28,DEV,scram,84,0.31648,0,26.4291,3534,132.5156,136.0654,136.1154,137.0153,0.1,scram_14.png,2.20571959694673e-19,3.97939772930926e-11
1,29,DEV,scram,74,0.75997,74,56.2756,518,137.1154,137.6486,137.6987,138.5986,3.1,scram_19.png,0.0183496157677337,0.017505394790048
1,30,DEV,scram,71,0.76866,71,54.3953,484,141.6985,142.1984,142.2485,143.1484,2.1,scram_23.png,0.0210168183416199,0.019954868134101
1,31,DEV,scram,69,0.76866,0,52.858,484,145.265,145.7649,145.815,146.7149,0.1,scram_4.png,0.0211241160053335,0.0199456026216525
1,32,DEV,scram,75,0.7391,0,55.2171,601,146.8149,147.4315,147.4816,148.3815,1.1,scram_3.png,0.0134854236741117,0.0134010631612099
1,33,DEV,scram,71,0.80338,71,56.6985,351,149.4981,149.8648,149.9148,150.8147,1.1,scram_1.png,0.0288479726864182,0.0275258138018488
1,34,DEV,scram,66,0.80338,66,52.6816,351,151.9314,152.298,152.3481,153.248,7.1,scram_13.png,0.0294249399808182,0.0279835669435113
1,35,DEV,scram,74,0.77277,74,56.8998,468,160.3643,160.8476,160.8976,161.7976,0.1,scram_7.png,0.021235260428207,0.0202830531274188
1,36,DEV,scram,67,0.76866,0,51.3207,484,161.9143,162.4142,162.4642,163.3642,0.1,scram_8.png,0.0204711991239179,0.0195063239500638
1,37,DEV,scram,70,0.79019,70,55.3449,401,163.4809,163.8975,163.9475,164.8474,2.1,scram_18.png,0.0267878032238335,0.0252457823290144
1,38,DEV,scram,67,0.82129,67,54.9578,284,166.9641,167.264,167.314,168.214,0.1,scram_10.png,0.0317083717681581,0.0300927279957877
1,39,DEV,scram,73,0.80338,73,58.3052,351,168.314,168.6806,168.7307,169.6306,0.1,scram_15.png,0.0300279187747005,0.0282807301364016
1,40,DEV,scram,70,0.79888,70,55.7101,368,169.7473,170.1305,170.1806,171.0805,1.1,scram_5.png,0.0293664434679887,0.027648687993733
1,41,DEV,scram,71,0.79888,71,56.509,368,172.1972,172.5804,172.6304,173.5305,8.1,scram_11.png,0.0294983060144348,0.0277634244574859
1,42,DEV,scram,73,0.76866,73,55.9327,484,181.6467,182.1467,182.1967,183.0966,11.1,scram_17.png,0.019625940174033,0.0190349521518142
1,43,DEV,scram,73,0.76866,73,55.9327,484,194.2129,194.7128,194.7628,195.6628,0.1,scram_9.png,0.0195873827352314,0.0189813700580203
1,44,DEV,scram,66,0.79888,66,52.5146,368,195.7794,196.1627,196.2128,197.1127,0.1,scram_25.png,0.029114874142666,0.0273321761220522
1,45,DEV,scram,74,0.79888,74,58.9056,368,197.2294,197.6127,197.6627,198.5627,4.1,scram_12.png,0.0292162416297802,0.0274244464439618
1,46,DEV,scram,73,0.78158,73,57.317,434,202.6792,203.1291,203.1791,204.0791,0.1,scram_20.png,0.0242372736383749,0.0230614281202882
1,47,DEV,scram,75,0.78575,75,59.0825,418,204.1958,204.629,204.6791,205.579,0.1,scram_22.png,0.0251812540462068,0.0238777913279876
1,48,DEV,scram,69,0.80338,69,55.0917,351,205.6957,206.0623,206.1123,207.0123,3.1,scram_6.png,0.0300214953301968,0.0280764269329178
1,49,DEV,scram,75,0.79019,75,59.2958,401,210.1288,210.5454,210.5955,211.4954,6.1,scram_2.png,0.0269699591612157,0.0254238137015486
1,50,DEV,scram,73,0.78575,73,57.511,418,217.6118,218.0451,218.0951,218.9951,12.1,scram_24.png,0.0250449672114719,0.0237431158855109
