run,trial,rewFunc,emotion,magnitude,probability,score,ev,rt,clock_onset,isi_onset,feedback_onset,iti_onset,iti_ideal,image,full_rtpred_explore,full_rtpred_exploit,limited_rtpred_explore,limited_rtpred_exploit
1,1,IEV,fear,27,0.86717,27,23.0492,1018,8.0635,9.0967,9.1473,10.0467,5.1,fear_11.png,78,78,1,1
1,2,IEV,fear,43,0.74513,43,32.0298,2101,15.1632,17.2797,17.3298,18.2297,1.1,fear_8.png,376,78,242,102
1,3,IEV,fear,89,0.51543,0,45.6777,3334,19.3464,22.6962,22.7462,23.6461,2.1,fear_17.png,376,177,251,102
1,4,IEV,fear,28,0.80915,28,23.0303,1634,25.7461,27.396,27.446,28.3459,0.1,fear_13.png,25,138,152,102
1,5,IEV,fear,23,0.84437,23,19.0883,1301,28.446,29.7625,29.8126,30.7125,1.1,fear_5.png,376,139,162,102
1,6,IEV,fear,46,0.75018,46,34.6148,2068,31.8125,33.8957,33.9457,34.8456,3.1,fear_23.png,376,139,165,102
1,7,IEV,fear,48,0.71031,48,34.047,2317,37.9456,40.2787,40.3288,41.2287,0.1,fear_18.png,376,163,174,105
1,8,IEV,fear,45,0.70744,0,32.1419,2334,41.3287,43.6786,43.7286,44.6285,0.1,fear_19.png,376,179,183,116
1,9,IEV,fear,24,0.85727,24,20.8893,1151,44.7619,45.9285,45.9786,46.8784,2.1,fear_6.png,376,160,189,102
1,10,IEV,fear,37,0.80505,37,29.8937,1668,48.9951,50.6783,50.7283,51.6282,0.1,fear_16.png,376,161,190,104
1,11,IEV,fear,38,0.78374,38,29.4779,1834,51.7283,53.5782,53.6282,54.5281,0.1,fear_1.png,376,159,192,102
1,12,IEV,fear,35,0.80505,35,28.2836,1668,54.6282,56.3114,56.3614,57.2613,0.1,fear_10.png,376,159,196,102
1,13,IEV,fear,36,0.80915,36,29.5035,1634,57.3614,59.0113,59.0613,59.9612,4.1,fear_4.png,376,159,198,102
1,14,IEV,fear,39,0.78588,39,30.8548,1818,64.0611,65.8943,65.9444,66.8443,0.1,fear_2.png,376,158,199,102
1,15,IEV,fear,23,0.8559,23,19.3511,1168,66.9443,68.1275,68.1776,69.0775,4.1,fear_21.png,376,158,251,102
1,16,IEV,fear,38,0.77911,38,29.8933,1868,73.1774,75.0606,75.1106,76.0105,0.1,fear_9.png,376,160,251,102
1,17,IEV,fear,42,0.7425,0,31.5017,2118,76.1106,78.2438,78.2938,79.1937,1.1,fear_12.png,376,161,251,102
