run,trial,rewFunc,emotion,magnitude,probability,score,ev,rt,clock_onset,isi_onset,feedback_onset,iti_onset,iti_ideal,image,p_chosen
1,1,IEV,fear,37,0.80505,37,29.8937,1668,8.058,9.7413,9.792,10.6913,5.1,fear_11.png,0.025335915202036
1,2,IEV,fear,26,0.84736,26,22.1106,1268,15.8078,17.091,17.1411,18.0409,1.1,fear_8.png,0.00564553347013511
1,3,IEV,fear,42,0.74001,42,30.9661,2134,19.1576,21.3075,21.3575,22.2574,2.1,fear_17.png,0.00971639227444583
1,4,IEV,fear,51,0.67839,0,34.3535,2501,24.3575,26.8739,26.9239,27.8239,0.1,fear_13.png,1.94971141139372e-06
1,5,IEV,fear,43,0.72127,43,31.039,2251,27.9239,30.1904,30.2405,31.1404,1.1,fear_5.png,0.00154332615695251
1,6,IEV,fear,25,0.87368,25,22.1541,918,32.2404,33.1736,33.2237,34.1236,3.1,fear_23.png,0.00014511942743001
1,7,IEV,fear,15,0.89697,15,13.757,318,37.2235,37.5568,37.6068,38.5067,0.1,fear_18.png,3.5711079797406e-08
1,8,IEV,fear,78,0.54978,0,42.7369,3167,38.6068,41.7899,41.84,42.7399,0.1,fear_19.png,8.28504613513911e-12
1,9,IEV,fear,122,0.41805,0,51.0706,3801,42.84,46.6564,46.7064,47.6063,2.1,fear_6.png,1.62272052680812e-17
1,10,IEV,fear,22,0.89203,22,19.2132,518,49.7063,50.2395,50.2896,51.1895,0.1,fear_16.png,9.83933428166132e-06
1,11,IEV,fear,22,0.8776,22,18.9533,851,51.2896,52.1562,52.2062,53.1061,0.1,fear_1.png,0.000268746287919957
1,12,IEV,fear,20,0.88855,20,18.0609,618,53.2061,53.8394,53.8895,54.7893,0.1,fear_10.png,7.89238863350882e-05
1,13,IEV,fear,22,0.88977,22,19.6226,585,54.8894,55.4893,55.5393,56.4393,4.1,fear_4.png,0.000119999301550147
1,14,IEV,fear,35,0.81501,35,28.1194,1584,60.5392,62.139,62.1891,63.089,0.1,fear_2.png,0.0151046431138744
1,15,IEV,fear,16,0.88792,16,14.618,634,63.189,63.8389,63.889,64.7889,4.1,fear_21.png,6.04223221326112e-05
1,16,IEV,fear,17,0.89697,17,15.551,318,68.8888,69.2221,69.2721,70.172,0.1,fear_9.png,1.36492855468193e-05
1,17,IEV,fear,40,0.7553,0,30.4311,2034,70.2721,72.3219,72.372,73.2719,1.1,fear_12.png,0.00338040916604821
1,18,IEV,fear,15,0.89255,15,13.7602,501,74.3719,74.8885,74.9385,75.8384,11.1,fear_24.png,0.000219745785433753
1,19,IEV,fear,45,0.72939,0,32.5629,2201,86.938,89.1545,89.2046,90.1045,3.1,fear_25.png,0.000261017795849692
1,20,IEV,fear,52,0.70744,52,37.094,2334,93.2044,95.5542,95.6043,96.5042,0.1,fear_20.png,0.000860394253052251
1,21,IEV,fear,57,0.69891,0,39.7948,2384,96.6042,99.0041,99.0541,99.954,4.1,fear_7.png,0.000154658377035797
1,22,IEV,fear,17,0.87854,17,15.2965,834,104.0539,104.9038,104.9539,105.8538,1.1,fear_22.png,0.00170928075753431
1,23,IEV,fear,25,0.84592,25,21.4364,1284,106.9539,108.2537,108.3037,109.2036,1.1,fear_14.png,0.007694064764988
1,24,IEV,fear,77,0.5632,0,43.6455,3101,110.3037,113.4201,113.4706,114.3701,0.1,fear_15.png,3.97048103870445e-10
1,25,IEV,fear,19,0.87477,19,16.7503,900,114.4706,115.3867,115.4368,116.3367,0.1,fear_3.png,0.0032326853707198
1,26,IEV,fear,18,0.88511,0,15.9914,701,116.4368,117.1533,117.2033,118.1033,3.1,fear_9.png,0.000997164607430812
1,27,IEV,fear,35,0.78588,35,27.7112,1818,121.2032,123.0364,123.0864,123.9863,2.1,fear_24.png,0.0120711523853495
1,28,IEV,fear,21,0.87854,21,18.8106,834,126.0863,126.9362,126.9862,127.8862,5.1,fear_14.png,0.00104454062699607
1,29,IEV,fear,50,0.72939,50,36.2099,2201,132.986,135.2025,135.2526,136.1525,5.1,fear_2.png,0.00447213421086478
1,30,IEV,fear,45,0.7375,45,33.3856,2150,141.2529,143.4188,143.4693,144.3688,1.1,fear_22.png,0.00915011319920146
1,31,IEV,fear,47,0.71582,0,33.625,2284,145.4689,147.7686,147.8187,148.7186,8.1,fear_10.png,0.00266553996999952
1,32,IEV,fear,47,0.7425,0,35.2143,2118,156.8183,158.9515,159.0015,159.9014,2.1,fear_25.png,0.00495524378438884
1,33,IEV,fear,22,0.87854,22,19.6891,834,162.0014,162.8513,162.9013,163.8013,9.1,fear_8.png,0.000764058790708272
1,34,IEV,fear,58,0.64485,58,37.3912,2684,172.9009,175.6007,175.6508,176.5507,0.1,fear_16.png,0.000344326864270647
1,35,IEV,fear,26,0.87269,26,22.2937,934,176.6508,177.6007,177.6507,178.5506,1.1,fear_6.png,0.0004206708890072
1,36,IEV,fear,64,0.61621,0,39.2835,2834,179.6506,182.5004,182.5505,183.4504,5.1,fear_5.png,1.8016595463186e-05
1,37,IEV,fear,66,0.62259,66,41.3615,2801,188.5503,191.3667,191.4168,192.3167,4.1,fear_17.png,0.000462655019310007
1,38,IEV,fear,47,0.71299,47,33.8424,2301,196.4166,198.7331,198.7831,199.6831,3.1,fear_20.png,0.0108867026358856
1,39,IEV,fear,29,0.8559,29,24.4865,1168,202.783,203.9662,204.0162,204.9161,1.1,fear_21.png,0.000348239074355367
1,40,IEV,fear,19,0.89152,19,16.6329,534,206.0494,206.5994,206.6495,207.5494,6.1,fear_13.png,1.15162942363316e-05
1,41,IEV,fear,25,0.86485,25,21.6264,1051,213.6658,214.7324,214.7824,215.6823,0.1,fear_7.png,0.000195079396958017
1,42,IEV,fear,22,0.88724,22,19.1747,651,215.799,216.4657,216.5156,217.4156,0.1,fear_12.png,2.9829180588968e-05
1,43,IEV,fear,20,0.89563,20,17.6215,384,217.5156,217.9156,217.9656,218.8655,0.1,fear_11.png,1.25858819573981e-05
1,44,IEV,fear,34,0.78374,34,26.3429,1834,218.9656,220.8154,220.8655,221.7654,10.1,fear_23.png,0.00853543549992989
1,45,IEV,fear,57,0.69303,57,39.4937,2418,231.865,234.2982,234.3482,235.2482,0.1,fear_4.png,0.0112040495001715
1,46,IEV,fear,55,0.69891,55,38.397,2384,235.3482,237.7481,237.7981,238.698,0.1,fear_19.png,0.0141229677782669
1,47,IEV,fear,59,0.68726,59,40.5658,2451,238.7981,241.2646,241.3146,242.2145,1.1,fear_3.png,0.0149792744571463
1,48,IEV,fear,52,0.69024,52,36.2292,2434,243.3145,245.7644,245.8144,246.7143,2.1,fear_15.png,0.0161446987505923
1,49,IEV,fear,24,0.88855,24,21.6151,618,248.8143,249.4475,249.4976,250.3975,1.1,fear_18.png,7.31894798759526e-08
1,50,IEV,fear,21,0.89306,21,19.0204,484,251.4975,251.9974,252.0474,252.9474,12.1,fear_1.png,4.02336192868471e-08
