run,trial,rewFunc,emotion,magnitude,probability,score,ev,rt,clock_onset,isi_onset,feedback_onset,iti_onset,iti_ideal,image,full_rtpred_explore,full_rtpred_exploit,limited_rtpred_explore,limited_rtpred_exploit
1,1,IEV,fear,51,0.71847,51,36.2942,2268,8.0292,10.3124,10.3625,11.2624,5.1,fear_11.png,203,203,188,188
1,2,IEV,fear,72,0.61951,0,44.6469,2817,16.3789,19.212,19.2621,20.162,1.1,fear_8.png,25,202,40,189
1,3,IEV,fear,37,0.76268,37,28.2711,1984,21.2786,23.2785,23.3285,24.2285,2.1,fear_17.png,25,182,40,170
1,4,IEV,fear,49,0.70456,49,34.4814,2351,26.3284,28.6949,28.745,29.6449,0.1,fear_13.png,25,172,40,158
1,5,IEV,fear,54,0.67839,0,36.3886,2501,29.7449,32.2614,32.3115,33.2114,1.1,fear_5.png,25,177,40,162
1,6,IEV,fear,41,0.74774,0,30.3201,2084,34.3114,36.4113,36.4613,37.3612,3.1,fear_23.png,25,165,40,155
1,7,IEV,fear,31,0.81501,0,24.8594,1584,40.4611,42.061,42.1111,43.011,0.1,fear_18.png,25,177,40,161
1,8,IEV,fear,22,0.86717,22,18.7134,1018,43.111,44.1442,44.1943,45.0942,0.1,fear_19.png,25,196,40,178
1,9,IEV,fear,18,0.89524,18,15.9099,401,45.1942,45.6108,45.6609,46.5608,2.1,fear_6.png,376,194,328,176
1,10,IEV,fear,23,0.88586,23,20.2942,684,48.6608,49.3607,49.4107,50.3106,0.1,fear_16.png,376,194,328,176
1,11,IEV,fear,86,0.53606,0,46.1953,3234,50.4107,53.6605,53.7105,54.6105,0.1,fear_1.png,376,189,328,175
1,12,IEV,fear,111,0.44601,0,49.4696,3667,54.7105,58.3936,58.4437,59.3436,0.1,fear_10.png,376,175,328,163
1,13,IEV,fear,21,0.89483,21,18.6771,418,59.4436,59.8769,59.9269,60.8269,4.1,fear_4.png,376,161,328,157
1,14,IEV,fear,23,0.87664,23,19.9744,868,64.9267,65.8099,65.86,66.7599,0.1,fear_2.png,376,25,328,40
1,15,IEV,fear,23,0.85036,23,19.1984,1234,66.86,68.1099,68.1599,69.0598,4.1,fear_21.png,376,35,328,40
1,16,IEV,fear,38,0.79683,38,30.6576,1734,73.1597,74.9096,74.9596,75.8595,0.1,fear_9.png,376,37,328,40
1,17,IEV,fear,39,0.75018,0,29.3635,2068,75.9596,78.0427,78.0928,78.9927,1.1,fear_12.png,376,140,328,139
1,18,IEV,fear,39,0.77691,39,30.0894,1884,80.0927,81.9926,82.0426,82.9425,11.1,fear_24.png,376,55,328,46
