run,trial,rewFunc,emotion,magnitude,probability,score,ev,rt,clock_onset,isi_onset,feedback_onset,iti_onset,iti_ideal,image,p_chosen
1,1,DEV,scram,75,0.7146,75,53.9164,701,8.0277,8.7444,8.7949,9.6943,5.1,scram_2.png,0.0359185161009642
1,2,DEV,scram,75,0.60027,0,44.7741,1218,14.8109,16.0441,16.0941,16.994,1.1,scram_7.png,8.28603925325753e-11
1,3,DEV,scram,75,0.50239,0,37.7354,1768,18.094,19.8773,19.9273,20.8272,2.1,scram_20.png,6.20100439271225e-22
1,4,DEV,scram,76,0.40533,0,30.7086,2517,22.9438,25.477,25.5271,26.4269,5.1,scram_12.png,8.89564426375645e-28
1,5,DEV,scram,77,0.35925,77,27.7213,3001,31.5268,34.5432,34.5933,35.4932,0.1,scram_19.png,1.60991701805883e-09
1,6,DEV,scram,86,0.34131,86,29.2605,3217,35.5933,38.8264,38.8764,39.7764,0.1,scram_4.png,0.00354832222321928
1,7,DEV,scram,81,0.33066,0,26.8061,3351,39.8764,43.2429,43.2929,44.1928,1.1,scram_15.png,0.000665095849440167
1,8,DEV,scram,77,0.36801,0,28.2963,2901,45.2929,48.2093,48.2594,49.1593,0.1,scram_24.png,2.12133958802029e-09
1,9,DEV,scram,79,0.43767,0,34.5061,2234,49.2593,51.5092,51.5593,52.4591,3.1,scram_5.png,1.10738574128926e-16
1,10,DEV,scram,81,0.49226,0,40.0581,1834,55.5591,57.4089,57.459,58.3589,3.1,scram_9.png,1.50693547121709e-18
1,11,DEV,scram,77,0.55581,77,42.6511,1451,61.4589,62.9253,62.9754,63.8753,0.1,scram_18.png,1.48976000631572e-13
1,12,DEV,scram,78,0.54987,78,42.8291,1484,63.9753,65.4752,65.5253,66.4252,1.1,scram_3.png,1.35283515410548e-11
1,13,DEV,scram,80,0.54685,0,43.7296,1501,67.5252,69.0418,69.0918,69.9917,1.1,scram_21.png,1.30386275939909e-11
1,14,DEV,scram,76,0.66045,76,50.1863,934,71.1084,72.0583,72.1084,73.0083,1.1,scram_17.png,1.31813295986161e-05
1,15,DEV,scram,71,0.6529,0,46.4827,968,74.1249,75.1082,75.1582,76.0581,4.1,scram_1.png,3.81533947292283e-05
1,16,DEV,scram,78,0.50774,78,39.5899,1734,80.158,81.9079,81.9579,82.8578,10.1,scram_16.png,6.48880690063173e-10
1,17,DEV,scram,76,0.50774,0,38.5745,1734,92.9574,94.7073,94.7574,95.6573,1.1,scram_14.png,2.08553267127798e-10
1,18,DEV,scram,77,0.41611,0,32.2277,2418,96.7573,99.1904,99.2405,100.1404,2.1,scram_6.png,3.54403756862465e-13
1,19,DEV,scram,80,0.35925,0,28.7991,3001,102.2403,105.2569,105.3069,106.2069,5.1,scram_22.png,1.63581006989995e-13
1,20,DEV,scram,76,0.66403,76,50.3932,918,111.3066,112.2399,112.2899,113.1898,0.1,scram_23.png,5.29085843237901e-05
1,21,DEV,scram,79,0.64567,0,51.2592,1001,113.2899,114.3065,114.3565,115.2564,0.1,scram_13.png,4.13351196858227e-05
1,22,DEV,scram,73,0.54385,0,39.7246,1518,115.3565,116.8897,116.9397,117.8396,0.1,scram_25.png,1.51206487344985e-09
1,23,DEV,scram,77,0.46575,77,35.898,2018,117.9397,119.9729,120.0229,120.9228,0.1,scram_11.png,1.12241765424346e-10
1,24,DEV,scram,77,0.45458,0,35.1742,2101,121.0562,123.1727,123.2228,124.1227,4.1,scram_10.png,1.30387591474676e-11
1,25,DEV,scram,78,0.4106,0,31.866,2468,128.2226,130.7057,130.7558,131.6557,2.1,scram_8.png,3.13456886581698e-13
1,26,DEV,scram,80,0.35364,0,28.4118,3067,133.7556,136.8388,136.8888,137.7888,8.1,scram_21.png,4.29642216298757e-14
1,27,DEV,scram,81,0.33066,81,26.8061,3351,145.8885,149.2549,149.305,150.2049,4.1,scram_16.png,1.28948803477239e-09
1,28,DEV,scram,83,0.332,0,27.5643,3334,154.3047,157.6546,157.7046,158.6045,0.1,scram_14.png,2.09124655741514e-11
1,29,DEV,scram,76,0.70263,76,53.2596,751,158.7046,159.4711,159.5212,160.4211,3.1,scram_19.png,0.000708155834606115
1,30,DEV,scram,75,0.60713,75,45.7843,1184,163.521,164.7209,164.7709,165.6709,2.1,scram_23.png,1.81691542007692e-07
1,31,DEV,scram,75,0.53516,0,40.2795,1568,167.7708,169.3541,169.4041,170.304,0.1,scram_4.png,5.03865916340663e-11
1,32,DEV,scram,82,0.46575,0,38.2268,2018,170.4041,172.4372,172.4873,173.3872,1.1,scram_3.png,1.9024449017869e-14
1,33,DEV,scram,82,0.39155,82,32.1738,2651,174.4872,177.1537,177.2038,178.1037,1.1,scram_1.png,4.88066236770343e-14
1,34,DEV,scram,77,0.39325,77,30.3271,2634,179.2037,181.8535,181.9036,182.8035,7.1,scram_13.png,1.99121883881834e-12
1,35,DEV,scram,84,0.38663,0,32.6,2701,189.9199,192.6364,192.6864,193.5863,0.1,scram_7.png,3.75384698743632e-13
1,36,DEV,scram,79,0.332,0,26.2363,3334,193.703,197.0528,197.1029,198.0028,0.1,scram_8.png,1.90677918980213e-13
1,37,DEV,scram,79,0.46356,0,36.6836,2034,198.1195,200.1694,200.2194,201.1194,2.1,scram_18.png,2.858897520331e-13
1,38,DEV,scram,71,0.69085,71,49.1463,801,203.2193,204.0359,204.0859,204.9858,0.1,scram_10.png,0.000119638805587138
1,39,DEV,scram,79,0.58392,79,46.1378,1301,205.1025,206.4191,206.4692,207.3691,0.1,scram_15.png,4.21239548875038e-09
1,40,DEV,scram,79,0.47999,79,37.7744,1917,207.4858,209.419,209.469,210.3689,1.1,scram_5.png,5.61345293354145e-13
1,41,DEV,scram,82,0.38345,82,31.6016,2734,211.4856,214.2354,214.2855,215.1854,8.1,scram_11.png,4.55798794716792e-14
1,42,DEV,scram,85,0.332,85,28.2283,3334,223.2851,226.6349,226.6849,227.5849,11.1,scram_17.png,9.90985239494043e-12
1,43,DEV,scram,74,0.73488,74,54.2628,618,238.7011,239.3343,239.3844,240.2843,0.1,scram_9.png,0.0025805311619598
1,44,DEV,scram,72,0.58392,72,42.0504,1301,240.401,241.7176,241.7676,242.6675,0.1,scram_25.png,1.08712015374425e-08
1,45,DEV,scram,83,0.48717,83,40.1961,1868,242.7842,244.6674,244.7175,245.6174,4.1,scram_12.png,6.33963090632267e-12
1,46,DEV,scram,84,0.39833,84,33.4468,2584,249.7339,252.3338,252.3838,253.2837,0.1,scram_20.png,6.85615410431045e-13
1,47,DEV,scram,88,0.34667,0,30.3548,3151,253.4005,256.5669,256.617,257.5169,0.1,scram_22.png,7.18340210424626e-14
1,48,DEV,scram,82,0.33326,82,27.3224,3318,257.6336,260.9667,261.0168,261.9167,3.1,scram_6.png,3.87810885523182e-12
1,49,DEV,scram,78,0.70263,78,54.6648,751,265.0666,265.8332,265.8833,266.7831,6.1,scram_2.png,0.00045542172290673
1,50,DEV,scram,80,0.55581,80,44.3185,1451,272.8996,274.3661,274.4162,275.3161,12.1,scram_24.png,3.46988131386886e-09
2,51,IEV,happy,24,0.88724,24,20.9492,651,8.0304,8.6971,8.7471,9.647,0.1,happy_8.png,0.0207346525393415
2,52,IEV,happy,30,0.82244,30,24.9028,1518,9.7637,11.2969,11.347,12.2469,0.1,happy_20.png,0.00164287916606974
2,53,IEV,happy,46,0.75275,46,34.4111,2051,12.3636,14.4302,14.4802,15.3801,0.1,happy_23.png,0.0168495719659911
2,54,IEV,happy,67,0.63863,67,42.9203,2717,15.4968,18.23,18.28,19.1799,2.1,happy_21.png,0.0234525124954656
2,55,IEV,happy,81,0.54978,81,44.3862,3167,21.2966,24.4797,24.5298,25.4297,4.1,happy_13.png,0.0264866712845119
2,56,IEV,happy,88,0.51543,88,45.1623,3334,29.5462,32.8961,32.946,33.846,1.1,happy_16.png,0.0277259846499049
2,57,IEV,happy,96,0.50153,0,48.3935,3401,34.9627,38.3791,38.4291,39.3296,0.1,happy_1.png,0.00237832403730035
2,58,IEV,happy,75,0.56664,75,42.3191,3084,39.4458,42.5456,42.5957,43.4955,6.1,happy_11.png,0.0219666821785104
2,59,IEV,happy,83,0.55304,0,45.8671,3151,49.612,52.7785,52.8285,53.7284,2.1,happy_17.png,0.0123957117904773
2,60,IEV,happy,62,0.64485,62,39.9706,2684,55.845,58.545,58.5949,59.4949,2.1,happy_18.png,0.0114797697971529
2,61,IEV,happy,60,0.63541,60,38.0268,2734,61.6115,64.3614,64.4113,65.3113,4.1,happy_15.png,0.0148258233740719
2,62,IEV,happy,66,0.60647,66,39.9037,2884,69.4278,72.3277,72.3777,73.2776,0.1,happy_24.png,0.0174685378139946
2,63,IEV,happy,77,0.55996,77,43.2664,3117,73.3943,76.5275,76.5775,77.4774,0.1,happy_22.png,0.0107448414390433
2,64,IEV,happy,76,0.5565,76,42.3481,3134,77.5941,80.7439,80.794,81.6939,1.1,happy_6.png,0.0118841254034599
2,65,IEV,happy,88,0.54631,0,47.8526,3184,82.8105,86.0104,86.0604,86.9603,1.1,happy_4.png,0.00608316039407332
2,66,IEV,happy,68,0.61621,68,41.7484,2834,88.077,90.9268,90.9768,91.8768,0.1,happy_14.png,0.0162536460748202
2,67,IEV,happy,75,0.59979,75,45.1202,2918,91.9935,94.9266,94.9767,95.8766,1.1,happy_7.png,0.0134687669470157
2,68,IEV,happy,69,0.59327,69,40.725,2951,96.9933,99.9598,100.0098,100.9097,9.1,happy_5.png,0.0124263298660254
2,69,IEV,happy,68,0.6096,0,41.5346,2868,110.0593,112.9425,112.9926,113.8925,4.1,happy_9.png,0.0144361087180555
2,70,IEV,happy,48,0.71299,48,34.5554,2301,118.009,120.3255,120.3756,121.2755,3.1,happy_2.png,0.00177119574792253
2,71,IEV,happy,38,0.75768,38,28.7124,2018,124.3921,126.4253,126.4753,127.3752,8.1,happy_3.png,4.49091846842011e-05
2,72,IEV,happy,72,0.61951,0,44.6469,2817,135.4916,138.3248,138.3748,139.2747,0.1,happy_25.png,0.0121058822444543
2,73,IEV,happy,89,0.51191,0,45.3475,3351,139.3914,142.7579,142.808,143.7079,0.1,happy_10.png,0.00193432052520272
2,74,IEV,happy,50,0.70166,50,35.4,2368,143.8245,146.2077,146.2578,147.1577,1.1,happy_12.png,0.00647052013837969
2,75,IEV,happy,47,0.69891,0,32.8056,2384,148.2744,150.6742,150.7243,151.6242,1.1,happy_19.png,0.00295394513597277
2,76,IEV,happy,38,0.76501,38,28.8289,1968,152.7408,154.7241,154.7741,155.674,8.1,happy_25.png,8.98665467035748e-05
2,77,IEV,happy,43,0.76019,43,33.0527,2001,163.7904,165.8069,165.8569,166.7568,1.1,happy_17.png,0.000154328223206931
2,78,IEV,happy,45,0.73734,45,33.3981,2151,167.8735,170.04,170.0901,170.99,0.1,happy_5.png,0.000663945671308721
2,79,IEV,happy,48,0.71014,48,34.0598,2318,171.1067,173.4399,173.4899,174.3899,0.1,happy_18.png,0.00233376733604427
2,80,IEV,happy,53,0.67839,0,35.7102,2501,174.5066,177.0231,177.0731,177.973,1.1,happy_8.png,0.00350954615980354
2,81,IEV,happy,43,0.73466,43,31.4061,2168,179.0897,181.2729,181.3229,182.2228,1.1,happy_22.png,0.000642361751397834
2,82,IEV,happy,49,0.72405,49,35.1574,2234,183.3395,185.5893,185.6394,186.5393,3.1,happy_21.png,0.00121839270929224
2,83,IEV,happy,42,0.73466,0,30.6715,2168,189.6559,191.8392,191.8891,192.789,0.1,happy_7.png,0.00027799253663573
2,84,IEV,happy,46,0.75275,0,34.4111,2051,192.9058,194.9723,195.0223,195.9222,1.1,happy_9.png,2.84511821083124e-05
2,85,IEV,happy,21,0.87471,21,18.5087,901,197.0555,197.9722,198.0222,198.9221,8.1,happy_6.png,2.87147487495002e-12
2,86,IEV,happy,33,0.79886,33,26.4773,1718,207.0551,208.7884,208.8384,209.7383,5.1,happy_20.png,4.71556955321532e-07
2,87,IEV,happy,37,0.79038,37,28.8703,1784,214.8548,216.6547,216.7047,217.6046,7.1,happy_19.png,1.1304739776772e-06
2,88,IEV,happy,36,0.81105,0,29.3208,1618,224.721,226.3543,226.4043,227.3042,6.1,happy_14.png,2.32981511908677e-08
2,89,IEV,happy,24,0.85861,24,20.717,1134,233.4207,234.5706,234.6206,235.5205,2.1,happy_15.png,1.86258504742826e-11
2,90,IEV,happy,27,0.84736,27,22.958,1268,237.6371,238.9204,238.9704,239.8703,0.1,happy_2.png,1.04688195264804e-10
2,91,IEV,happy,34,0.82783,34,28.4661,1468,239.987,241.4702,241.5203,242.4202,6.1,happy_24.png,1.84471764286491e-09
2,92,IEV,happy,28,0.84887,0,23.6272,1251,248.5367,249.8032,249.8532,250.7532,0.1,happy_16.png,1.1572559872002e-11
2,93,IEV,happy,23,0.87368,23,20.4068,918,250.8699,251.8031,251.8532,252.7531,0.1,happy_10.png,1.38576516859702e-13
2,94,IEV,happy,20,0.87664,20,17.3445,868,252.8698,253.753,253.8031,254.703,3.1,happy_12.png,4.6724316606919e-14
2,95,IEV,happy,19,0.87571,19,16.6083,884,257.8196,258.7195,258.7696,259.6695,0.1,happy_11.png,2.92539135456763e-14
2,96,IEV,happy,20,0.87053,20,17.3718,968,259.7862,260.7694,260.8194,261.7194,2.1,happy_23.png,5.20710323182989e-14
