run,trial,rewFunc,emotion,magnitude,probability,score,ev,rt,clock_onset,isi_onset,feedback_onset,iti_onset,iti_ideal,image
1,1,IEV,fear,21,0.89561,21,18.5217,385,8.066,8.466,8.5165,9.4159,5.1,fear_11.png
1,2,IEV,fear,25,0.8559,25,21.0629,1168,14.5325,15.7157,15.7658,16.6656,1.1,fear_8.png
1,3,IEV,fear,41,0.74266,41,30.7463,2117,17.7823,19.9154,19.9655,20.8654,2.1,fear_17.png
1,4,IEV,fear,78,0.54978,0,42.7369,3167,22.9654,26.1485,26.1986,27.0985,0.1,fear_13.png
1,5,IEV,fear,61,0.62259,61,38.2486,2801,27.2152,30.0317,30.0817,30.9816,1.1,fear_5.png
1,6,IEV,fear,40,0.78588,40,31.6406,1818,32.0816,33.9148,33.9648,34.8648,3.1,fear_23.png
1,7,IEV,fear,130,0.39729,0,51.4816,3901,37.9647,41.8811,41.9312,42.8311,0.1,fear_18.png
1,8,IEV,fear,17,0.87664,0,14.7146,868,42.9311,43.8143,43.8644,44.7643,0.1,fear_19.png
1,9,IEV,fear,67,0.61291,67,41.3338,2851,44.8644,47.7309,47.7809,48.6808,2.1,fear_6.png
1,10,IEV,fear,116,0.44601,0,51.6997,3667,50.7807,54.4638,54.5139,55.4138,0.1,fear_16.png
1,11,IEV,fear,38,0.77911,38,29.8933,1868,55.5139,57.397,57.4471,58.347,0.1,fear_1.png
1,12,IEV,fear,48,0.72939,48,34.7511,2201,58.447,60.6635,60.7136,61.6135,0.1,fear_10.png
1,13,IEV,fear,71,0.61291,0,43.7854,2851,61.7135,64.58,64.6301,65.53,4.1,fear_4.png
1,14,IEV,fear,71,0.60979,71,43.3522,2867,69.6299,72.513,72.5631,73.463,0.1,fear_2.png
1,15,IEV,fear,68,0.60313,0,40.7163,2901,73.563,76.4795,76.5295,77.4294,4.1,fear_21.png
1,16,IEV,fear,70,0.60647,70,42.3295,2884,81.5293,84.4291,84.4791,85.3791,0.1,fear_9.png
1,17,IEV,fear,66,0.61291,0,40.7209,2851,85.4791,88.3456,88.3957,89.2955,1.1,fear_12.png
1,18,IEV,fear,65,0.61291,65,40.1079,2851,90.3955,93.262,93.3121,94.212,11.1,fear_24.png
1,19,IEV,fear,65,0.61931,0,40.3225,2818,105.3115,108.1446,108.1947,109.0946,3.1,fear_25.png
1,20,IEV,fear,75,0.59009,75,44.46,2967,112.1945,115.1776,115.2277,116.1276,0.1,fear_20.png
1,21,IEV,fear,80,0.58332,0,46.5801,3001,116.2277,119.2441,119.2941,120.1941,4.1,fear_7.png
1,22,IEV,fear,70,0.58671,70,41.1252,2984,124.2939,127.2937,127.3438,128.2437,1.1,fear_22.png
1,23,IEV,fear,74,0.57932,74,42.729,3021,129.3437,132.3768,132.4269,133.3268,1.1,fear_14.png
1,24,IEV,fear,77,0.56664,0,43.4524,3084,134.4268,137.5266,137.5767,138.4766,0.1,fear_15.png
1,25,IEV,fear,70,0.59009,0,41.5095,2967,138.5766,141.5598,141.6098,142.5097,0.1,fear_3.png
1,26,IEV,fear,22,0.86362,0,19.1983,1068,142.6097,143.693,143.743,144.6429,3.1,fear_9.png
1,27,IEV,fear,78,0.55996,78,43.8263,3117,147.7428,150.876,150.926,151.826,2.1,fear_24.png
1,28,IEV,fear,84,0.54631,0,45.6673,3184,153.9259,157.1257,157.1757,158.0756,5.1,fear_14.png
1,29,IEV,fear,78,0.58332,78,45.4134,3001,163.1754,166.1919,166.242,167.1419,5.1,fear_2.png
1,30,IEV,fear,76,0.58012,0,43.8429,3017,172.2417,175.2748,175.3249,176.2248,1.1,fear_22.png
1,31,IEV,fear,71,0.59009,0,42.0996,2967,177.3248,180.3079,180.3579,181.2579,8.1,fear_10.png
1,32,IEV,fear,82,0.5632,0,46.4615,3101,189.3576,192.474,192.5241,193.424,2.1,fear_25.png
