"run","trial","rewFunc","emotion","magnitude","probability","score","ev","rt","clock_onset","isi_onset","feedback_onset","iti_onset","iti_ideal","image","pushidx"
1,1,"CEV","scram",48,0.737714285714286,0,35.5245714285714,1071,3061,4204,4514,5355,0,NA,4132
1,2,"CEV","scram",43,0.825142857142857,0,35.3497142857143,461,6673,7202,7507,8352,0,NA,7134
1,3,"CEV","scram",76,0.469571428571429,76,35.5912857142857,2949,9415,12433,12739,13584,0,NA,12364
1,4,"CEV","scram",92,0.394285714285714,0,36.2114285714286,3479,14852,18398,18703,19548,0,NA,18331
1,5,"CEV","scram",44,0.836285714285714,44,37,374,20712,21164,21469,22314,0,NA,21086
1,6,"CEV","scram",44,0.819571428571429,44,36.1804285714286,485,23578,24146,24451,25296,0,NA,24063
1,7,"CEV","scram",41,0.819714285714286,41,33.7211428571429,501,26810,27378,27683,28529,0,NA,27311
1,8,"CEV","scram",48,0.822142857142857,48,39.4664285714286,475,29943,30494,30799,31644,0,NA,30418
1,9,"CEV","scram",48,0.815,48,39.445,529,32658,33259,33565,34410,0,NA,33187
1,10,"CEV","scram",40,0.829285714285714,40,32.8535714285714,422,35925,36425,36730,37575,0,NA,36347
1,11,"CEV","scram",40,0.853142857142857,40,34.4405714285714,264,38840,39174,39479,40325,0,NA,39104
1,12,"CEV","scram",47,0.848428571428571,47,39.5452857142857,293,41840,42206,42511,43357,0,NA,42133
1,13,"CEV","scram",48,0.839,48,40.356,354,44622,45055,45360,46206,0,NA,44976
1,14,"CEV","scram",43,0.855571428571429,43,37,241,47221,47538,47843,48688,0,NA,47462
1,15,"CEV","scram",47,0.853285714285714,47,40.4131428571429,263,49754,50087,50392,51237,0,NA,50017
1,16,"CEV","scram",48,0.796142857142857,48,38.5922857142857,659,52504,53236,53541,54386,0,NA,53163
1,17,"CEV","scram",46,0.751,0,34.747,975,55503,56551,56856,57702,0,NA,56478
1,18,"CEV","scram",61,0.603428571428571,61,37,2004,59069,61150,61455,62300,0,NA,61073
1,19,"CEV","scram",65,0.615428571428571,0,40.0771428571429,1928,63817,65815,66120,66965,0,NA,65745
1,20,"CEV","scram",74,0.527285714285714,74,39.1091428571429,2538,68432,71046,71351,72197,0,NA,70970
1,21,"CEV","scram",46,0.805857142857143,46,37,582,73664,74328,74633,75479,0,NA,74246
1,22,"CEV","scram",48,0.817714285714286,48,39.4531428571429,505,76496,77077,77383,78228,0,NA,77001
1,23,"CEV","scram",44,0.851142857142857,44,37.8511428571429,270,79246,79593,79898,80744,0,NA,79516
1,24,"CEV","scram",44,0.846428571428571,44,37,301,81962,82342,82648,83493,0,NA,82263
1,25,"CEV","scram",91,0.403714285714286,91,36.5962857142857,3413,84711,88190,88495,89341,0,NA,88124
