run,trial,rewFunc,emotion,magnitude,probability,score,ev,rt,clock_onset,isi_onset,feedback_onset,iti_onset,iti_ideal,image
1,1,DEV,scram,78,0.61039,0,47.8093,1168,8.028,9.2113,9.2614,10.1613,3.1,scram_2.png
1,2,DEV,scram,73,0.76866,73,55.9327,484,13.2946,13.7945,13.8445,14.7444,1.1,scram_7.png
1,3,DEV,scram,67,0.79019,67,52.9743,401,15.8444,16.261,16.3111,17.211,2.1,scram_20.png
1,4,DEV,scram,78,0.51577,78,40.1089,1684,19.3276,21.0275,21.0776,21.9774,2.1,scram_12.png
1,5,DEV,scram,78,0.4316,0,33.6696,2284,24.0774,26.3772,26.4273,27.3272,8.1,scram_19.png
1,6,DEV,scram,74,0.54385,0,40.2685,1518,35.4269,36.9602,37.0102,37.9101,0.1,scram_4.png
1,7,DEV,scram,70,0.7391,0,51.5217,601,38.0101,38.6267,38.6768,39.5767,2.1,scram_15.png
1,8,DEV,scram,84,0.36211,0,30.4439,2968,41.6767,44.6598,44.7098,45.6098,0.1,scram_24.png
1,9,DEV,scram,78,0.69861,0,54.4329,768,45.7098,46.4931,46.5431,47.443,6.1,scram_5.png
1,10,DEV,scram,71,0.61739,71,43.9224,1134,53.5428,54.6927,54.7427,55.6427,0.1,scram_9.png
1,11,DEV,scram,80,0.37098,80,29.603,2868,55.7427,58.6259,58.6759,59.5758,0.1,scram_18.png
1,12,DEV,scram,72,0.66045,0,47.5445,934,59.6759,60.6257,60.6758,61.5757,0.1,scram_3.png
1,13,DEV,scram,79,0.3665,0,28.9302,2918,61.6758,64.6089,64.659,65.5589,0.1,scram_21.png
1,14,DEV,scram,68,0.77717,0,53.2233,451,65.6589,66.1255,66.1755,67.0755,1.1,scram_17.png
1,15,DEV,scram,77,0.48232,77,36.9631,1901,68.1755,70.092,70.1421,71.042,5.1,scram_1.png
1,16,DEV,scram,79,0.47754,0,37.6125,1934,76.1418,78.0917,78.1417,79.0416,1.1,scram_16.png
1,17,DEV,scram,74,0.74734,74,55.6408,568,80.1416,80.7249,80.7749,81.6749,0.1,scram_14.png
1,18,DEV,scram,71,0.75161,71,53.6029,551,81.7749,82.3415,82.3915,83.2915,5.1,scram_6.png
1,19,DEV,scram,67,0.8079,0,54.462,334,88.3913,88.7412,88.7912,89.6912,0.1,scram_22.png
1,20,DEV,scram,78,0.62785,0,48.8882,1084,89.7912,90.8911,90.9412,91.8411,3.1,scram_23.png
1,21,DEV,scram,83,0.35499,0,29.57,3051,94.941,98.0074,98.0575,98.9574,4.1,scram_13.png
1,22,DEV,scram,76,0.44808,76,33.8547,2151,103.0573,105.2238,105.2738,106.1738,1.1,scram_25.png
1,23,DEV,scram,83,0.44175,0,36.5455,2201,107.2741,109.4903,109.5404,110.4403,4.1,scram_11.png
1,24,DEV,scram,73,0.54385,0,39.7246,1518,114.5402,116.0734,116.1234,117.0233,11.1,scram_10.png
