"run","trial","rewFunc","emotion","magnitude","probability","score","ev","rt","starttime"
1,1,"CEV","scram",48,0.735428571428571,0,35.5291428571429,1152,1.45597052131779
1,2,"CEV","scram",42,0.843571428571429,0,35.3128571428571,395,4.36964167212136
1,3,"CEV","scram",68,0.524428571428571,68,35.4267142857143,2629,9.2180788340047
1,4,"CEV","scram",70,0.510857142857143,0,35.9782857142857,2724,14.3663803639356
1,5,"CEV","scram",66,0.564857142857143,66,37,2346,19.0314810960554
1,6,"CEV","scram",64,0.569714285714286,64,36.4302857142857,2312,23.7632579000201
1,7,"CEV","scram",61,0.567285714285714,61,34.7308571428571,2329,28.7616632839199
1,8,"CEV","scram",67,0.574571428571429,0,38.7237142857143,2278,33.6100157978944
1,9,"CEV","scram",60,0.653142857142857,60,38.9594285714286,1728,37.5087395184673
1,10,"CEV","scram",51,0.662714285714286,51,33.6864285714286,1661,41.8407526654191
1,11,"CEV","scram",54,0.653285714285714,54,35.0401428571429,1727,45.9892832746264
1,12,"CEV","scram",59,0.662714285714286,0,38.9881428571429,1661,50.3212237867992
1,13,"CEV","scram",74,0.531857142857143,74,39.1274285714286,2577,55.3195459197741
1,14,"CEV","scram",67,0.548571428571429,0,37,2460,59.9513502414338
1,15,"CEV","scram",60,0.660428571428571,60,39.6417142857143,1677,63.8500842982903
1,16,"CEV","scram",58,0.658142857142857,58,38.3162857142857,1693,67.9653944843449
1,17,"CEV","scram",52,0.672428571428571,0,34.9827142857143,1593,71.8308248673566
1,18,"CEV","scram",66,0.558142857142857,66,37,2393,76.7458489835262
1,19,"CEV","scram",71,0.560571428571428,0,39.8028571428571,2376,81.794213789748
1,20,"CEV","scram",60,0.663,60,39.652,1659,86.0760979396291
1,21,"CEV","scram",56,0.663,56,37,1659,90.3580309785903
1,22,"CEV","scram",60,0.648714285714286,0,38.9461428571429,1759,94.290105865337
1,23,"CEV","scram",68,0.553571428571429,68,37.5535714285714,2425,98.888550919015
1,24,"CEV","scram",65,0.565571428571429,65,37,2341,103.603713321034
1,25,"CEV","scram",64,0.568,64,36.432,2324,108.302130577853
1,26,"CEV","scram",68,0.563285714285714,0,38.1265714285714,2357,113.183887058171
1,27,"CEV","scram",92,0.413285714285714,92,37.8265714285714,3407,118.86536305584
1,28,"CEV","scram",91,0.418142857142857,91,38.2544285714286,3373,124.663427893771
1,29,"CEV","scram",87,0.413428571428571,87,36.1731428571429,3406,130.494827135699
1,30,"CEV","scram",95,0.401571428571429,95,38.2047142857143,3489,136.159616655204
1,31,"CEV","scram",92,0.396714285714286,0,36.6032857142857,3523,142.207704051631
