"run","trial","rewFunc","emotion","magnitude","probability","score","ev","rt","clock_onset","isi_onset","feedback_onset","iti_onset","iti_ideal","image","pushidx"
1,1,"CEV","scram",48,0.744857142857143,0,35.5102857142857,966,3208,4291,4624,5440,0,NA,4174
1,2,"CEV","scram",43,0.820857142857143,0,35.3582857142857,441,6790,7357,7656,8506,0,NA,7231
1,3,"CEV","scram",50,0.698,50,34.906,1308,9573,10989,11289,12138,0,NA,10881
1,4,"CEV","scram",56,0.641714285714286,56,35.7165714285714,1691,13405,15221,15520,16370,0,NA,15096
1,5,"CEV","scram",64,0.579142857142857,64,37,2120,17537,19786,20085,20935,0,NA,19657
1,6,"CEV","scram",68,0.532714285714286,0,36.4672857142857,2457,22202,24784,25084,25933,0,NA,24659
1,7,"CEV","scram",56,0.613857142857143,56,34.5445714285714,1889,27466,29482,29782,30632,0,NA,29355
1,8,"CEV","scram",61,0.636428571428571,61,38.9092857142857,1727,32048,33898,34197,35047,0,NA,33775
1,9,"CEV","scram",59,0.662571428571429,59,38.9877142857143,1549,36063,37730,38031,38879,0,NA,37612
1,10,"CEV","scram",53,0.638857142857143,53,33.8057142857143,1703,40395,42228,42528,43377,0,NA,42098
1,11,"CEV","scram",53,0.655,53,35.035,1601,44677,46393,46693,47542,0,NA,46278
1,12,"CEV","scram",58,0.669857142857143,0,39.0095714285714,1492,49059,50675,50975,51824,0,NA,50551
1,13,"CEV","scram",70,0.562714285714286,70,39.2508571428571,2242,53091,55457,55756,56606,0,NA,55333
1,14,"CEV","scram",76,0.489,0,37,2765,57623,60505,60804,61654,0,NA,60388
1,15,"CEV","scram",70,0.562857142857143,70,39.2514285714286,2242,62721,65087,65386,66236,0,NA,64963
1,16,"CEV","scram",64,0.593857142857143,64,38.1877142857143,2040,67502,69652,69951,70801,0,NA,69542
1,17,"CEV","scram",82,0.434428571428571,0,35.6967142857143,3149,71918,75183,75483,76332,0,NA,75067
1,18,"CEV","scram",96,0.384428571428571,96,37,3501,77699,81314,81614,82463,0,NA,81200
1,19,"CEV","scram",103,0.377285714285714,0,38.8864285714286,3539,83980,87645,87945,88795,0,NA,87519
1,20,"CEV","scram",108,0.356,0,38.424,3697,90278,94093,94393,95242,0,NA,93975
1,21,"CEV","scram",81,0.458428571428571,81,37,2971,96709,99808,100107,100957,0,NA,99680
1,22,"CEV","scram",85,0.451142857142857,0,38.3534285714286,3031,101974,105123,105422,106272,0,NA,105005
1,23,"CEV","scram",76,0.496428571428571,76,37.4964285714286,2710,107288,110121,110420,111270,0,NA,109998
1,24,"CEV","scram",63,0.584571428571429,63,37,2102,112487,114703,115002,115852,0,NA,114589
1,25,"CEV","scram",57,0.639285714285714,57,36.3607142857143,1720,117068,118901,119201,120050,0,NA,118788
1,26,"CEV","scram",68,0.560857142857143,0,38.1217142857143,2266,121417,123799,124101,124949,0,NA,123683
1,27,"CEV","scram",61,0.632285714285714,61,38.2645714285714,1758,126065,127948,128247,129097,0,NA,127823
1,28,"CEV","scram",59,0.658571428571429,59,38.9757142857143,1579,130364,132063,132363,133212,0,NA,131943
1,29,"CEV","scram",54,0.665714285714286,54,35.6685714285714,1527,134479,136128,136428,137278,0,NA,136006
1,30,"CEV","scram",56,0.696571428571429,56,39.0897142857143,1309,138294,139727,140027,140876,0,NA,139603
1,31,"CEV","scram",48,0.756142857142857,48,36.2438571428571,898,142243,143259,143559,144408,0,NA,143141
1,32,"CEV","scram",44,0.749,44,33.255,946,145775,146841,147141,147990,0,NA,146721
1,33,"CEV","scram",47,0.770571428571429,47,36.2294285714286,796,149057,149974,150275,151123,0,NA,149853
1,34,"CEV","scram",52,0.749142857142857,52,39.2474285714286,939,152639,153706,154007,154855,0,NA,153578
1,35,"CEV","scram",54,0.732571428571429,54,39.1977142857143,1071,156271,157454,157754,158603,0,NA,157342
1,36,"CEV","scram",49,0.744428571428571,49,36.2555714285714,975,159970,161070,161371,162219,0,NA,160945
1,37,"CEV","scram",47,0.725428571428571,47,34.0982857142857,1112,163285,164518,164820,165668,0,NA,164397
1,38,"CEV","scram",51,0.730285714285714,51,37,1087,167034,168234,168533,169383,0,NA,168121
1,39,"CEV","scram",57,0.694571428571429,57,39.7782857142857,1330,170500,171949,172249,173098,0,NA,171830
1,40,"CEV","scram",49,0.694571428571429,49,34.2217142857143,1324,174415,175864,176166,177014,0,NA,175739
1,41,"CEV","scram",48,0.728,48,34.816,1086,178280,179497,179798,180646,0,NA,179366
1,42,"CEV","scram",53,0.725571428571429,53,38.4511428571429,1109,181762,182995,183295,184144,0,NA,182871
1,43,"CEV","scram",54,0.713857142857143,0,38.4277142857143,1204,185511,186827,187129,187976,0,NA,186715
1,44,"CEV","scram",52,0.773285714285714,52,40.0931428571429,784,188993,189893,190192,191042,0,NA,189777
1,45,"CEV","scram",45,0.792428571428571,45,35.4151428571429,653,192509,193275,193575,194424,0,NA,193162
1,46,"CEV","scram",43,0.799428571428571,43,34.6017142857143,589,195691,196407,196707,197556,0,NA,196280
1,47,"CEV","scram",50,0.792428571428571,50,39.3772857142857,665,198873,199639,199941,200789,0,NA,199538
1,48,"CEV","scram",46,0.794857142857143,46,36.2051428571429,627,202205,202955,203254,204104,0,NA,202832
1,49,"CEV","scram",54,0.721,54,39.163,1147,205371,206637,206936,207786,0,NA,206518
1,50,"CEV","scram",49,0.687,49,33.565,1367,209253,210752,211052,211901,0,NA,210620
1,51,"CEV","scram",60,0.645,0,38.935,1650,213185,214967,215269,216117,0,NA,214835
1,52,"CEV","scram",51,0.773571428571429,51,39.3207142857143,769,217250,218133,218432,219282,0,NA,218019
