"run","trial","rewFunc","emotion","magnitude","probability","score","ev","rt","starttime"
1,1,"CEV","scram",45,0.780571428571429,0,35.4388571428571,836,1.13932888116688
1,2,"CEV","scram",41,0.856571428571429,41,35.2868571428571,304,3.95307895261794
1,3,"CEV","scram",41,0.845571428571429,41,34.4632857142857,381,6.55225845752284
1,4,"CEV","scram",96,0.377571428571429,0,36.2448571428571,3657,12.6335402964614
1,5,"CEV","scram",45,0.819571428571429,45,37,563,15.5159644591622
1,6,"CEV","scram",44,0.831428571428571,44,36.1685714285714,480,18.414987379685
1,7,"CEV","scram",46,0.741,46,34.036,1113,22.1970501835458
1,8,"CEV","scram",55,0.717285714285714,55,39.1518571428571,1279,26.0458482853137
1,9,"CEV","scram",65,0.598285714285714,65,38.7948571428571,2112,30.327730759047
1,10,"CEV","scram",64,0.534142857142857,64,34.3292857142857,2561,35.5593560072593
1,11,"CEV","scram",45,0.765,45,34.705,945,38.9249139204621
1,12,"CEV","scram",77,0.503285714285714,0,38.5098571428572,2777,44.3731315014884
1,13,"CEV","scram",69,0.569857142857143,69,39.2794285714286,2311,49.1048756195232
1,14,"CEV","scram",45,0.824571428571429,45,37,528,51.8040549843572
1,15,"CEV","scram",65,0.605571428571429,65,39.4222857142857,2061,56.0860198712908
1,16,"CEV","scram",50,0.772285714285714,50,38.5445714285714,894,59.4017600002699
1,17,"CEV","scram",55,0.636714285714286,0,35.0898571428571,1843,63.5168265798129
1,18,"CEV","scram",46,0.805714285714286,46,37,660,66.699093320407
1,19,"CEV","scram",55,0.741428571428571,0,40.7071428571429,1110,70.481198029127
1,20,"CEV","scram",61,0.653428571428571,61,39.6137142857143,1726,74.8297688672319
1,21,"CEV","scram",79,0.467857142857143,79,37,3025,80.477907108143
1,22,"CEV","scram",90,0.427428571428571,0,38.2822857142857,3308,85.9594803247601
1,23,"CEV","scram",51,0.741571428571429,51,37.7415714285714,1109,89.2416807161644
1,24,"CEV","scram",49,0.758142857142857,49,37,993,92.6405626973137
1,25,"CEV","scram",43,0.832142857142857,43,36.1678571428571,475,95.4896572050638
1,26,"CEV","scram",53,0.732142857142857,53,38.4642857142857,1175,99.1884250650182
1,27,"CEV","scram",61,0.632285714285714,61,38.2645714285714,1874,103.337054849137
1,28,"CEV","scram",49,0.801285714285714,49,39.4038571428571,691,106.452746089082
1,29,"CEV","scram",45,0.789428571428571,45,35.4211428571429,774,109.651653771754
1,30,"CEV","scram",51,0.777428571428571,51,39.3322857142857,858,112.684011235833
1,31,"CEV","scram",56,0.644285714285714,0,36.3557142857143,1790,116.999233980663
1,32,"CEV","scram",40,0.827428571428571,40,32.8628571428571,508,120.04820640618
1,33,"CEV","scram",48,0.753857142857143,48,36.2461428571429,1023,123.297180507332
1,34,"CEV","scram",58,0.673,58,39.019,1589,127.562472604681
1,35,"CEV","scram",50,0.784857142857143,50,39.3545714285714,806,130.944649110548
1,36,"CEV","scram",72,0.508857142857143,0,36.4911428571429,2738,136.209583061282
1,37,"CEV","scram",41,0.830142857142857,41,33.6794285714286,489,138.925355317537
1,38,"CEV","scram",53,0.694428571428571,53,37,1439,142.890709573403
1,39,"CEV","scram",59,0.673142857142857,59,39.6925714285714,1588,146.756096933968
1,40,"CEV","scram",44,0.773142857142857,44,33.9074285714286,888,150.121669094544
1,41,"CEV","scram",51,0.687428571428571,51,34.9377142857143,1488,154.037037947681
1,42,"CEV","scram",47,0.825571428571429,47,38.6511428571429,521,156.836117160041
1,43,"CEV","scram",49,0.792285714285714,0,38.5845714285714,754,160.118390465621
1,44,"CEV","scram",50,0.811285714285714,50,40.2451428571429,621,162.917455989402
1,45,"CEV","scram",45,0.794714285714286,45,35.4105714285714,737,166.283016137313
1,46,"CEV","scram",46,0.761428571428571,46,34.7157142857143,970,169.681902308948
1,47,"CEV","scram",53,0.732857142857143,53,39.1985714285714,1170,173.33074818179
1,48,"CEV","scram",45,0.804285714285714,45,36.1957142857143,670,176.579713622574
1,49,"CEV","scram",53,0.747142857142857,53,39.2414285714286,1070,180.07849237835
1,50,"CEV","scram",39,0.837714285714286,39,32.8114285714286,436,183.094174818136
1,51,"CEV","scram",59,0.666428571428571,0,38.9992857142857,1635,187.159499321599
1,52,"CEV","scram",44,0.897285714285714,44,39.6918571428571,19,189.458722826559
1,53,"CEV","scram",44,0.897285714285714,44,39.6918571428571,19,191.857906242367
1,54,"CEV","scram",48,0.828285714285714,48,39.4848571428571,502,194.890277954284
1,55,"CEV","scram",49,0.726,49,35.548,1218,198.589082690421
1,56,"CEV","scram",56,0.726,56,40.63,1218,202.437830226962
1,57,"CEV","scram",62,0.6,0,37,2100,206.769695310388
1,58,"CEV","scram",44,0.897428571428571,0,39.6922857142857,18,209.068916859571
1,59,"CEV","scram",38,0.897571428571429,38,34.3072857142857,17,211.418164040428
1,60,"CEV","scram",39,0.883285714285714,39,34.3501428571429,117,214.067288719583
1,61,"CEV","scram",45,0.871428571428571,45,39.6142857142857,200,216.59982819017
1,62,"CEV","scram",39,0.897571428571429,39,35.2048571428571,17,218.799079771154
1,63,"CEV","scram",39,0.850142857142857,0,32.7492857142857,349,221.831492829137
2,64,"IEV","happy",139,0.372539963721904,0,51.6693978645843,4021,4.32109360257164
2,65,"IEV","happy",17,0.895283125411554,17,15.0050994980984,399,7.00352000026032
2,66,"IEV","happy",16,0.896043241602245,0,13.9527852507186,365,10.0025274162181
2,67,"IEV","happy",21,0.894899874272848,21,18.6625050653928,415,12.7016517459415
2,68,"IEV","happy",21,0.862659760607014,0,18.4638757082154,1081,16.3671335321851
2,69,"IEV","happy",46,0.748201278167242,0,34.7705975338203,2081,21.0822411784902
2,70,"IEV","happy",67,0.603917066536709,67,40.6678212688471,2897,26.2638852144592
2,71,"IEV","happy",87,0.536881713676096,87,46.6902911721352,3230,31.7287401049398
2,72,"IEV","happy",72,0.597419599851333,0,42.858475573473,2930,37.2935666404665
2,73,"IEV","happy",102,0.471297224928933,102,47.8615171995919,3546,43.1749655334279
2,74,"IEV","happy",95,0.51294296945475,0,48.8837779148666,3346,48.806474565994
2,75,"IEV","happy",92,0.502565403760573,0,46.3350195051651,3396,54.5878749950789
2,76,"IEV","happy",44,0.751090131896629,44,33.0407271317884,2062,59.2364085377194
2,77,"IEV","happy",43,0.760928273006648,43,32.9922634817848,1996,63.4683111957274
2,78,"IEV","happy",58,0.670482112686668,58,38.9554764019867,2545,68.4000486093573
2,79,"IEV","happy",61,0.652137200818034,0,39.5008935602579,2645,73.4816564675421
2,80,"IEV","happy",56,0.679463615110467,56,38.351126960166,2495,78.3634283128195
2,81,"IEV","happy",32,0.830244119507628,32,26.5555088098398,1445,82.1954846214503
2,82,"IEV","happy",21,0.861613431788454,21,17.7424209828181,1095,85.7276318636723
2,83,"IEV","happy",21,0.899131928986463,21,18.7017260763449,162,88.1268605366349
2,84,"IEV","happy",13,0.899980932199288,13,11.4291383260121,11,90.3760905363597
2,85,"IEV","happy",20,0.893705132980748,20,18.0023055928587,461,93.1252092095092
2,86,"IEV","happy",20,0.882310831707266,20,17.3373386397294,761,96.5741539774463
2,87,"IEV","happy",146,0.371514025564288,0,54.3094403654114,4026,102.888599528465
2,88,"IEV","happy",122,0.416389685011772,0,50.7205558750098,3809,108.986696074251
2,89,"IEV","happy",19,0.894601566144129,19,16.9322072538298,427,112.052306927275
2,90,"IEV","happy",22,0.893256763486131,0,19.8752675254175,477,114.768080580048
2,91,"IEV","happy",23,0.885464558676338,23,20.3589284123102,693,118.00034697121
2,92,"IEV","happy",17,0.880757292534758,17,14.9431903472674,792,121.482542334124
2,93,"IEV","happy",21,0.895021413366969,21,18.6383892512211,410,124.531996105332
2,94,"IEV","happy",23,0.888276017095424,23,20.7730947179866,625,127.447255726438
2,95,"IEV","happy",14,0.896190681432576,14,12.1296530892147,358,130.196360151749
2,96,"IEV","happy",14,0.892820815001825,14,12.8150583444675,492,133.028744156007
2,97,"IEV","happy",23,0.890130124308437,23,20.4492573337564,575,135.994428900536
2,98,"IEV","happy",22,0.894651934590949,0,19.6061447153813,425,138.660225810483
2,99,"IEV","happy",16,0.893787301703298,16,14.4112188363498,458,141.609259556513
2,100,"IEV","happy",25,0.861914007235036,25,21.1496262929492,1091,145.291388710029
2,101,"IEV","happy",24,0.87726040534835,24,20.7585639378615,857,148.39041833533
2,102,"IEV","happy",40,0.744207720782894,0,29.8728821390833,2107,153.188799973112
2,103,"IEV","happy",22,0.888353615761472,22,19.8714083025501,623,156.454363892321
2,104,"IEV","happy",22,0.891871473401873,22,19.2423903269705,523,159.470111424569
2,105,"IEV","happy",18,0.893026144814037,18,16.3468302483858,485,162.31912771007
