"run","trial","rewFunc","emotion","magnitude","probability","score","ev","rt","clock_onset","isi_onset","feedback_onset","iti_onset","iti_ideal","image","pushidx"
1,1,"CEV","scram",57,0.623571428571429,0,35.7528571428571,1805,3542,5475,5791,6624,0,NA,5347
1,2,"CEV","scram",44,0.798571428571429,0,35.4028571428571,600,7958,8674,8974,9823,0,NA,8558
1,3,"CEV","scram",77,0.460142857142857,77,35.6195714285714,2964,10890,13972,14272,15121,0,NA,13854
1,4,"CEV","scram",95,0.382428571428571,0,36.2351428571429,3507,16388,20020,20320,21169,0,NA,19895
1,5,"CEV","scram",82,0.453,82,37,3019,22336,25468,25768,26617,0,NA,25355
1,6,"CEV","scram",77,0.472142857142857,0,36.5278571428572,2887,27884,30883,31182,32032,0,NA,30771
1,7,"CEV","scram",82,0.431714285714286,82,35.2731428571429,3157,33549,36831,37130,37980,0,NA,36706
1,8,"CEV","scram",92,0.417571428571429,0,38.2527142857143,3271,39413,42795,43095,43945,0,NA,42684
1,9,"CEV","scram",50,0.793571428571429,50,39.3807142857143,630,44961,45711,46011,46860,0,NA,45591
1,10,"CEV","scram",50,0.667428571428571,50,33.6628571428571,1516,48377,50010,50309,51159,0,NA,49893
1,11,"CEV","scram",64,0.550857142857143,0,35.3474285714286,2325,52425,54875,55174,56024,0,NA,54750
1,12,"CEV","scram",88,0.436714285714286,0,38.3101428571429,3136,57540,60789,61089,61938,0,NA,60676
1,13,"CEV","scram",52,0.774714285714286,52,40.0988571428571,758,63205,64088,64388,65237,0,NA,63963
1,14,"CEV","scram",55,0.677142857142857,55,37,1451,66254,67820,68120,68969,0,NA,67705
1,15,"CEV","scram",89,0.434285714285714,89,38.7371428571429,3150,70036,73301,73601,74451,0,NA,73186
1,16,"CEV","scram",90,0.422571428571429,90,37.8451428571429,3228,75717,79066,79366,80215,0,NA,78945
1,17,"CEV","scram",84,0.427285714285714,0,35.7181428571429,3194,81332,84647,84947,85797,0,NA,84526
1,18,"CEV","scram",47,0.789142857142857,47,37,654,87163,87946,88246,89096,0,NA,87817
1,19,"CEV","scram",60,0.670142857142857,0,40.3507142857143,1497,90612,92228,92528,93377,0,NA,92109
1,20,"CEV","scram",50,0.805857142857143,50,40.2234285714286,552,94844,95510,95810,96660,0,NA,95396
1,21,"CEV","scram",84,0.441714285714286,84,37,3103,98126,101342,101641,102491,0,NA,101229
1,22,"CEV","scram",91,0.422714285714286,0,38.2681428571429,3227,103507,106856,107156,108006,0,NA,106734
1,23,"CEV","scram",68,0.551285714285714,68,37.5512857142857,2335,109022,111471,111771,112621,0,NA,111357
1,24,"CEV","scram",83,0.444142857142857,0,37,3078,113837,117036,117336,118185,0,NA,116915
1,25,"CEV","scram",46,0.789285714285714,46,36.2107142857143,673,119402,120185,120485,121334,0,NA,120075
